,움직임(z축 X)_1,움직임(z축 X)_0
1356,2.698,3.058
1357,2.701,3.377
1358,2.619,3.258
1359,2.627,3.25
1360,2.727,3.361
1361,2.642,3.034
1362,2.646,3.1
1363,2.645,3.135
1364,2.645,3.11
1365,2.648,3.232
1366,2.664,3.338
1367,2.675,3.178
1368,2.67,3.29
1369,2.681,3.517
1370,2.703,3.975
1371,2.773,2.892
1372,2.779,3.003
1373,2.706,3.021
1374,2.726,3.004
1375,2.732,3.164
1376,2.586,2.931
1377,2.598,3.018
1378,2.585,3.042
1379,2.588,3.119
1380,2.611,3.395
1381,3.177,3.099
1382,2.993,3.626
1383,2.826,3.701
1384,2.434,2.749
1385,2.51,3.007
1386,2.465,3.214
1387,2.595,3.389
1388,2.757,2.902
1389,3.008,3.001
1390,2.646,3.112
1391,2.591,3.254
1392,2.527,3.117
1393,2.593,2.897
1394,2.533,3.108
1395,2.685,3.012
1396,2.611,3.033
1397,2.922,3.23
1398,2.803,3.289
1399,2.67,3.495
1400,2.761,2.95
1401,2.688,3.006
1402,3.192,2.921
1403,3.23,3.187
1404,3.224,3.655
1405,3.247,3.259
1406,3.262,3.053
1407,3.176,2.859
1408,3.251,3.299
1409,3.161,4.15
1410,3.299,3.822
1411,3.205,3.456
1412,3.112,3.392
1413,2.976,3.413
1414,2.814,3.154
1415,2.86,3.197
1416,3.054,3.699
1417,2.64,3.056
1418,2.94,3.376
1419,2.752,3.211
1420,2.645,3.396
1421,2.739,3.063
1422,2.651,3.519
1423,2.748,3.339
1424,2.74,3.381
1425,2.757,2.985
1426,2.594,2.852
1427,2.584,3.007
1428,2.666,3.602
1429,2.58,3.111
1430,2.793,3.36
1431,2.595,3.814
1432,2.237,3.523
1433,2.586,2.872
1434,2.63,2.67
1435,2.715,3.328
1436,2.706,3.649
1437,2.623,3.504
1438,2.539,3.712
1439,2.728,3.431
1440,2.641,3.493
1441,2.737,3.71
1442,2.412,3.675
1443,2.373,3.595
1444,2.186,3.584
1445,2.157,3.377
1446,2.304,3.481
1447,2.123,3.762
1448,2.155,3.639
1449,2.63,3.641
1450,2.622,3.669
1451,2.115,3.615
1452,2.255,3.789
1453,2.139,3.538
1454,2.088,3.541
1455,2.029,3.451
1456,2.074,3.289
1457,2.414,3.532
1458,2.696,3.034
1459,2.67,2.96
1460,2.609,2.939
1461,2.674,2.851
1462,2.871,3.506
1463,2.314,3.284
1464,2.12,3.101
1465,2.111,3.525
1466,2.172,3.108
1467,2.213,3.636
1468,2.431,3.428
1469,2.224,3.486
1470,2.517,3.314
1471,2.293,3.482
1472,2.176,3.318
1473,2.373,3.218
1474,2.449,3.373
1475,2.299,3.282
1476,2.243,3.343
1477,2.339,4.153
1478,2.278,3.516
1479,2.371,3.505
1480,2.275,3.404
1481,2.278,3.403
1482,2.162,3.031
1483,2.163,3.102
1484,2.224,3.966
1485,2.592,3.27
1486,2.307,3.29
1487,2.317,3.536
1488,2.296,3.336
1489,2.494,3.725
1490,2.197,3.495
1491,2.225,3.457
1492,2.136,3.348
1493,2.182,3.563
1494,2.33,3.672
1495,2.424,3.41
1496,2.455,3.964
1497,2.327,3.874
1498,2.225,3.554
1499,2.239,4.31
1500,2.259,3.454
1501,2.695,3.262
1502,2.731,3.178
1503,2.752,3.804
1504,2.612,3.335
1505,2.836,3.572
1506,2.612,3.936
1507,2.463,3.926
1508,2.319,3.299
1509,2.326,3.979
1510,2.307,3.483
1511,2.313,3.491
1512,2.168,3.452
1513,2.112,3.932
1514,2.271,3.51
1515,2.422,3.525
1516,2.209,3.257
1517,2.207,3.58
1518,2.053,3.755
1519,2.153,3.585
1520,2.357,3.731
1521,2.213,3.591
1522,2.325,3.28
1523,2.112,4.043
1524,2.153,3.311
1525,2.218,2.642
1526,2.147,2.526
1527,2.199,2.584
1528,2.199,2.963
1529,2.127,2.539
1530,2.081,2.403
1531,2.122,2.825
1532,2.131,3.446
1533,2.125,3.297
1534,2.335,3.206
1535,2.271,3.07
1536,2.545,3.214
1537,2.28,2.999
1538,2.333,3.46
1539,2.424,3.267
1540,2.402,2.633
1541,2.422,3.043
1542,3.24,2.936
1543,3.151,2.719
1544,3.071,2.633
1545,3.149,2.808
1546,3.154,3.084
1547,3.035,2.937
1548,3.247,2.681
1549,3.267,3.315
1550,3.081,2.386
1551,3.151,2.769
1552,3.13,2.911
1553,3.243,2.447
1554,3.022,2.309
1555,3.128,2.168
1556,3.238,2.197
1557,3.244,2.226
1558,3.14,2.217
1559,3.122,2.51
1560,3.123,2.615
1561,3.255,2.657
1562,3.12,2.494
1563,3.123,2.476
1564,3.228,2.783
1565,3.218,2.342
1566,3.116,2.13
1567,3.234,2.457
1568,3.218,2.361
1569,3.112,3.126
1570,3.193,2.656
1571,3.195,2.971
1572,3.184,2.588
1573,3.074,2.316
1574,3.189,2.589
1575,3.193,2.42
1576,3.199,2.725
1577,3.218,2.655
1578,3.302,2.5
1579,3.203,2.54
1580,3.174,2.577
1581,3.188,2.529
1582,3.085,2.615
1583,3.263,2.722
1584,3.126,2.679
1585,2.866,2.601
1586,2.974,2.633
1587,3.009,2.162
1588,3.279,2.573
1589,3.27,2.59
1590,3.149,2.837
1591,3.031,2.959
1592,2.904,2.772
1593,3.028,2.478
1594,3.08,2.674
1595,2.801,2.6
1596,2.595,2.748
1597,2.821,2.842
1598,3.151,2.661
1599,3.104,2.81
1600,3.194,2.667
1601,3.181,2.311
1602,3.284,2.484
1603,3.089,2.366
1604,2.869,2.615
1605,2.698,2.581
1606,2.721,2.352
1607,2.682,2.228
1608,2.814,2.95
1609,3.025,2.675
1610,2.874,2.765
1611,2.807,2.456
1612,2.878,2.541
1613,2.952,2.205
1614,2.73,2.276
1615,2.879,2.867
1616,2.799,3.13
1617,2.859,2.968
1618,2.758,3.259
1619,2.773,3.56
1620,2.784,3.485
1621,2.817,3.626
1622,2.772,3.442
1623,3.283,3.458
1624,2.891,3.438
1625,2.835,3.403
1626,3.054,3.432
1627,2.699,3.465
1628,2.484,3.486
1629,3.053,3.387
1630,2.711,3.502
1631,2.726,3.464
1632,3.0,3.295
1633,2.879,3.106
1634,2.918,2.661
1635,3.177,2.832
1636,2.841,3.661
1637,2.605,3.473
1638,2.534,3.866
1639,2.56,3.724
1640,2.682,3.532
1641,2.931,4.198
1642,3.217,3.765
1643,3.22,3.82
1644,3.22,3.869
1645,3.215,4.206
1646,3.098,3.677
1647,3.213,3.939
1648,3.213,3.828
1649,3.201,3.987
1650,3.091,3.785
1651,3.309,4.294
1652,3.309,3.645
1653,3.193,4.006
1654,3.195,3.64
1655,3.193,3.748
1656,3.217,4.113
1657,3.223,4.21
1658,3.242,3.453
1659,3.129,3.902
1660,3.224,3.852
1661,3.207,3.531
1662,3.192,3.663
1663,3.198,3.72
1664,3.214,3.319
1665,3.204,3.115
1666,3.213,3.24
1667,3.21,3.468
1668,3.207,3.386
1669,3.219,3.16
1670,3.208,3.307
1671,3.203,2.892
1672,3.21,2.809
1673,3.207,2.949
1674,3.213,2.919
1675,3.212,2.923
1676,3.215,3.129
1677,3.105,2.989
1678,3.209,3.017
1679,3.21,3.566
1680,3.215,3.359
1681,3.145,3.483
1682,3.118,3.291
1683,3.296,2.989
1684,3.132,2.675
1685,3.111,2.513
1686,3.278,2.56
1687,3.271,2.829
1688,2.954,2.749
1689,3.309,2.937
1690,3.271,2.909
1691,2.897,2.711
1692,3.047,2.588
1693,2.91,2.594
1694,2.984,2.674
1695,3.048,2.634
1696,2.984,2.493
1697,3.096,2.65
1698,3.262,2.695
1699,3.086,2.672
1700,3.148,2.697
1701,3.129,2.752
1702,3.285,2.648
1703,3.273,2.648
1704,3.248,2.522
1705,3.274,2.778
1706,3.264,3.765
1707,3.261,3.172
1708,3.153,2.843
1709,3.165,3.271
1710,3.279,2.955
1711,3.277,3.923
1712,3.267,3.55
1713,3.273,3.7
1714,3.266,3.631
1715,3.266,2.835
1716,3.274,3.535
1717,3.269,3.434
1718,3.272,3.517
1719,3.285,3.115
1720,3.293,3.07
1721,3.302,3.597
1722,3.201,3.301
1723,3.3,3.637
1724,3.086,3.223
1725,3.115,3.569
1726,3.229,3.871
1727,3.137,4.071
1728,3.24,3.414
1729,3.217,3.305
1730,3.209,2.628
1731,3.217,3.288
1732,3.115,3.701
1733,3.202,3.716
1734,3.314,3.283
1735,3.233,3.272
1736,3.313,3.095
1737,3.306,3.187
1738,3.102,3.405
1739,3.05,3.67
1740,3.029,3.091
1741,3.074,3.589
1742,2.92,3.98
1743,2.812,3.228
1744,3.121,3.65
1745,2.982,3.379
1746,2.884,3.203
1747,2.828,3.101
1748,2.5,3.912
1749,2.61,3.023
1750,2.519,3.409
1751,3.03,3.768
1752,2.639,3.421
1753,2.905,3.419
1754,3.007,3.375
1755,2.74,3.345
1756,2.74,3.244
1757,2.751,3.364
1758,2.827,3.364
1759,2.432,3.489
1760,2.486,3.236
1761,2.889,3.495
1762,3.026,3.682
1763,2.926,3.487
1764,3.008,3.224
1765,2.897,3.37
1766,2.812,3.147
1767,3.004,3.17
1768,3.015,3.363
1769,2.991,3.522
1770,2.66,3.388
1771,2.723,3.512
1772,2.725,2.74
1773,2.64,3.333
1774,2.557,3.455
1775,2.513,3.456
1776,2.447,2.879
1777,3.041,3.822
1778,2.664,3.535
1779,2.822,3.323
1780,2.832,2.821
1781,2.744,3.023
1782,2.757,2.839
1783,2.738,3.087
1784,2.612,3.554
1785,2.717,3.085
1786,2.63,3.144
1787,2.505,3.134
1788,2.72,3.363
1789,2.882,3.312
1790,2.838,3.458
1791,2.731,3.487
1792,2.634,3.698
1793,2.704,3.684
1794,2.654,3.817
1795,2.714,3.522
1796,2.731,3.424
1797,2.778,3.444
1798,2.845,3.426
1799,3.047,3.359
1800,2.72,3.471
1801,2.658,3.291
1802,2.79,3.494
1803,2.671,3.435
1804,2.695,3.329
1805,2.726,3.25
1806,2.617,3.276
1807,2.693,3.415
1808,2.659,3.552
1809,2.678,3.463
1810,2.684,3.278
1811,2.614,3.409
1812,2.621,3.486
1813,2.699,3.338
1814,3.087,3.397
1815,3.227,3.516
1816,2.71,3.32
1817,3.081,3.33
1818,2.92,3.371
1819,2.836,2.989
1820,2.833,3.033
1821,2.945,2.835
1822,2.937,2.462
1823,3.037,2.599
1824,2.581,2.345
1825,2.475,2.684
1826,3.027,2.474
1827,2.479,2.486
1828,2.555,2.478
1829,2.891,2.661
1830,2.889,2.724
1831,2.892,2.83
1832,2.902,2.687
1833,2.998,2.401
1834,2.935,2.556
1835,2.913,2.574
1836,2.921,2.53
1837,2.814,2.711
1838,2.719,2.505
1839,2.812,2.432
1840,2.812,2.511
1841,2.637,2.654
1842,2.722,2.452
1843,2.916,3.014
1844,2.817,2.467
1845,2.769,2.467
1846,2.737,2.381
1847,2.67,2.466
1848,2.583,2.518
1849,2.571,2.709
1850,2.836,2.812
1851,2.821,2.801
1852,2.563,2.568
1853,3.019,2.466
1854,2.815,2.338
1855,2.818,2.417
1856,2.648,2.352
1857,2.732,2.784
1858,2.739,2.447
1859,2.507,2.517
1860,2.824,2.438
1861,2.739,2.528
1862,2.7,3.148
1863,2.319,2.642
1864,2.247,2.634
1865,2.306,2.623
1866,2.379,2.724
1867,2.662,2.625
1868,2.657,2.63
1869,2.727,2.61
1870,2.967,2.601
1871,2.773,2.701
1872,2.456,2.518
1873,2.487,2.601
1874,2.507,2.601
1875,2.634,2.612
1876,2.547,2.604
1877,2.512,2.6
1878,2.653,2.603
1879,2.5,2.61
1880,3.189,2.614
1881,2.788,2.608
1882,2.459,2.604
1883,2.902,2.649
1884,3.024,2.627
1885,2.987,2.6
1886,3.026,2.607
1887,2.926,2.687
1888,3.065,2.577
1889,3.084,2.548
1890,3.029,2.781
1891,2.974,2.924
1892,3.062,2.85
1893,3.0,2.944
1894,3.056,2.697
1895,2.979,2.84
1896,2.852,2.745
1897,2.872,2.752
1898,2.932,2.774
1899,2.929,2.735
1900,2.933,2.87
1901,2.895,2.754
1902,3.036,2.707
1903,2.882,2.865
1904,3.088,2.784
1905,2.978,2.857
1906,2.96,2.896
1907,2.899,2.818
1908,2.848,2.842
1909,2.91,2.835
1910,2.911,2.691
1911,2.776,2.902
1912,2.77,2.901
1913,2.841,2.545
1914,2.936,2.73
1915,2.848,2.778
1916,2.74,2.534
1917,2.656,2.67
1918,2.836,2.566
1919,2.85,2.533
1920,2.581,3.048
1921,2.856,2.643
1922,2.829,2.653
1923,2.946,2.649
1924,2.902,2.764
1925,2.789,2.59
1926,2.883,2.683
1927,2.775,2.71
1928,2.791,2.637
1929,2.784,2.761
1930,2.792,2.742
1931,2.799,2.652
1932,2.795,2.652
1933,2.797,2.628
1934,2.897,2.734
1935,2.905,2.654
1936,2.898,2.674
1937,2.803,2.658
1938,2.908,2.658
1939,2.811,2.806
1940,2.807,2.748
1941,2.908,2.948
1942,2.912,2.826
1943,2.914,2.83
1944,2.732,2.834
1945,2.932,2.75
1946,2.812,2.665
1947,2.816,2.791
1948,2.912,2.812
1949,2.845,2.867
1950,2.894,2.98
1951,2.792,2.744
1952,2.799,2.937
1953,2.538,2.777
1954,2.795,3.045
1955,2.629,2.934
1956,2.62,2.919
1957,2.802,2.901
1958,2.792,2.982
1959,2.706,2.749
1960,2.634,3.047
1961,2.359,2.886
1962,2.636,2.75
1963,2.503,2.799
1964,2.84,2.892
1965,3.18,2.906
1966,3.115,2.817
1967,3.123,2.621
1968,3.127,2.593
1969,2.849,2.646
1970,2.855,2.652
1971,3.129,2.657
1972,2.866,2.603
1973,3.155,2.84
1974,3.237,2.636
1975,3.306,2.631
1976,2.895,2.777
1977,3.235,2.728
1978,3.142,2.848
1979,3.116,2.68
1980,3.148,3.021
1981,3.204,2.861
1982,3.158,2.864
1983,2.827,2.692
1984,2.936,2.819
1985,2.975,2.892
1986,2.873,2.841
1987,2.963,2.811
1988,2.869,3.017
1989,2.87,2.848
1990,2.874,2.802
1991,2.885,2.938
1992,2.89,2.937
1993,2.882,2.775
1994,2.749,2.744
1995,2.805,2.671
1996,2.877,2.751
1997,2.867,2.509
1998,2.883,2.624
1999,2.871,2.72
2000,2.773,2.621
2001,2.872,2.637
2002,2.978,2.702
2003,2.837,2.577
2004,2.433,2.695
2005,2.471,2.797
2006,2.686,2.786
2007,2.829,2.615
2008,2.835,2.631
2009,2.756,2.704
2010,2.83,2.701
2011,2.827,2.646
2012,2.855,2.687
2013,3.123,2.661
2014,2.83,2.753
2015,2.868,2.579
2016,2.962,2.599
2017,2.845,2.71
2018,2.845,2.63
2019,2.851,2.603
2020,2.864,2.627
2021,2.863,2.653
2022,2.85,2.594
2023,2.856,2.678
2024,2.861,2.597
2025,2.833,2.684
2026,2.833,2.646
2027,2.841,2.517
2028,2.844,2.61
2029,2.776,2.695
2030,2.853,3.12
2031,2.852,2.765
2032,2.941,2.763
2033,2.905,2.761
2034,2.956,2.768
2035,2.829,2.777
2036,2.798,2.688
2037,3.232,2.79
2038,2.807,2.702
2039,2.809,2.71
2040,2.808,2.809
2041,2.81,2.715
2042,2.805,2.709
2043,2.803,2.806
2044,2.903,2.812
2045,2.904,2.721
2046,3.119,3.078
2047,2.819,2.925
2048,2.787,2.928
2049,2.307,2.935
2050,2.236,2.963
2051,2.287,2.911
2052,2.35,2.913
2053,2.286,2.812
2054,2.349,2.923
2055,2.287,3.035
2056,2.363,2.926
2057,2.428,2.815
2058,2.298,2.92
2059,2.357,2.817
2060,2.181,2.986
2061,2.365,2.853
2062,2.372,2.954
2063,2.321,2.843
2064,2.445,2.933
2065,2.264,2.948
2066,2.454,2.923
2067,2.334,2.934
2068,2.271,2.829
2069,2.208,2.723
2070,2.203,2.826
2071,2.324,2.839
2072,2.384,2.841
2073,2.505,2.892
2074,2.514,3.195
2075,2.506,2.783
2076,2.749,2.688
2077,2.684,2.806
2078,2.58,2.711
2079,2.577,2.792
2080,2.577,2.692
2081,2.506,2.792
2082,2.307,2.818
2083,2.664,3.05
2084,2.594,2.754
2085,2.828,2.794
2086,2.515,3.167
2087,2.511,2.709
2088,2.421,2.756
2089,2.498,3.069
2090,2.573,3.171
2091,2.493,2.996
2092,2.487,2.996
2093,2.495,3.109
2094,2.502,3.435
2095,2.482,3.503
2096,2.48,3.763
2097,2.478,2.58
2098,2.545,2.523
2099,2.453,2.504
2100,2.466,3.846
2101,2.462,3.845
2102,2.38,3.824
2103,2.461,3.317
2104,2.461,3.341
2105,2.448,3.08
2106,2.45,3.063
2107,2.449,3.254
2108,2.536,3.037
2109,2.561,3.112
2110,2.474,3.374
2111,2.461,3.537
2112,2.462,3.497
2113,2.386,3.638
2114,2.464,3.999
2115,2.55,3.451
2116,2.462,3.683
2117,2.463,3.782
2118,2.467,3.624
2119,2.457,2.732
2120,2.457,2.902
2121,2.461,2.76
2122,2.473,2.73
2123,2.563,2.738
2124,2.464,2.816
2125,2.557,2.712
2126,2.545,2.819
2127,2.469,2.781
2128,2.644,2.795
2129,2.381,2.801
2130,2.105,2.699
2131,2.128,3.024
2132,2.38,2.702
2133,2.655,2.703
2134,2.305,2.831
2135,2.532,2.646
2136,2.34,3.107
2137,2.138,2.862
2138,2.133,3.028
2139,2.139,2.782
2140,2.127,2.398
2141,2.121,3.756
2142,2.123,2.819
2143,2.064,2.949
2144,2.065,2.609
2145,2.126,2.825
2146,2.069,3.101
2147,2.071,2.807
2148,2.071,2.996
2149,2.062,2.933
2150,2.085,2.717
2151,2.179,2.941
2152,2.183,2.728
2153,2.181,2.9
2154,2.116,2.964
2155,2.132,2.98
2156,2.121,2.695
2157,2.18,3.53
2158,2.11,3.532
2159,2.177,3.149
2160,2.175,3.443
2161,2.06,3.4
2162,2.126,3.828
2163,2.043,3.179
2164,2.046,2.843
2165,2.044,3.419
2166,2.049,2.72
2167,2.047,2.626
2168,2.048,2.88
2169,2.103,3.081
2170,2.108,2.904
2171,2.103,2.884
2172,2.04,3.382
2173,2.046,2.72
2174,2.107,2.583
2175,2.109,2.565
2176,2.106,2.615
2177,2.113,2.598
2178,2.271,2.58
2179,2.057,2.608
2180,2.053,2.529
2181,2.059,2.589
2182,2.061,2.6
2183,2.038,2.537
2184,2.028,2.535
2185,2.031,2.622
2186,2.035,2.625
2187,2.034,2.684
2188,2.036,2.583
2189,2.039,2.622
2190,2.04,2.579
2191,2.041,2.615
2192,2.044,2.537
2193,2.046,2.935
2194,2.046,3.165
2195,2.045,2.779
2196,2.04,2.59
2197,2.041,2.699
2198,2.039,2.932
2199,2.046,2.549
2200,2.045,2.865
2201,2.044,2.875
2202,2.052,2.738
2203,2.052,2.896
2204,2.041,2.954
2205,2.034,2.808
2206,2.036,2.813
2207,2.036,2.676
2208,2.042,2.801
2209,2.031,3.016
2210,2.041,2.682
2211,2.039,2.69
2212,2.043,2.53
2213,2.046,2.714
2214,2.038,2.749
2215,2.04,2.665
2216,2.042,2.716
2217,2.039,2.77
2218,2.036,3.089
2219,2.471,2.892
2220,2.235,2.79
2221,2.263,2.913
2222,2.345,2.751
2223,2.647,2.684
2224,2.258,2.595
2225,2.266,2.778
2226,2.268,2.633
2227,2.352,2.575
2228,2.263,2.641
2229,2.234,2.603
2230,2.235,2.946
2231,2.229,2.667
2232,2.243,2.585
2233,2.239,2.678
2234,2.228,2.65
2235,2.233,2.605
2236,2.227,2.58
2237,2.223,2.585
2238,2.377,2.618
2239,2.237,2.597
2240,2.222,2.543
2241,2.222,2.68
2242,2.232,2.662
2243,2.234,2.614
2244,2.22,2.567
2245,2.226,2.644
2246,2.218,2.566
2247,2.214,2.606
2248,2.233,2.98
2249,2.392,2.997
2250,2.241,2.558
2251,2.41,2.743
2252,2.276,2.722
2253,2.173,2.706
2254,2.245,3.033
2255,2.212,2.657
2256,2.198,2.598
2257,2.194,2.704
2258,2.179,2.732
2259,2.194,2.747
2260,2.204,2.718
2261,2.261,3.021
2262,2.507,2.628
2263,2.265,2.484
2264,2.179,2.498
2265,2.402,2.778
2266,2.343,2.65
2267,2.357,3.274
2268,2.37,2.739
2269,2.389,3.436
2270,2.4,2.752
2271,2.379,2.771
2272,2.442,2.931
2273,2.41,3.261
2274,2.329,2.889
2275,2.295,3.092
2276,2.406,3.393
2277,2.402,2.952
2278,2.389,3.102
2279,2.379,3.841
2280,2.345,3.966
2281,2.416,3.445
2282,2.666,3.366
2283,2.618,3.656
2284,2.575,4.104
2285,2.703,3.367
2286,2.508,3.777
2287,2.595,3.757
2288,2.534,3.424
2289,2.455,3.939
2290,2.647,3.593
2291,2.551,3.673
2292,2.706,3.291
2293,2.481,3.317
2294,2.593,3.571
2295,2.483,3.672
2296,2.624,3.49
2297,2.546,3.572
2298,2.532,3.295
2299,2.458,3.438
2300,2.439,3.454
2301,2.457,3.322
2302,2.652,3.32
2303,2.668,3.316
2304,2.547,3.491
2305,2.281,3.877
2306,2.263,3.251
2307,2.283,3.346
2308,2.353,3.635
2309,2.449,3.386
2310,2.205,3.327
2311,2.219,3.893
2312,2.21,3.681
2313,2.192,3.5
2314,2.205,3.377
2315,2.206,3.517
2316,2.206,3.397
2317,2.207,3.622
2318,2.28,3.571
2319,2.284,3.643
2320,2.261,3.47
2321,2.198,3.301
2322,2.201,3.143
2323,2.203,3.132
2324,2.205,3.149
2325,2.21,3.4
2326,2.206,3.151
2327,2.207,3.249
2328,2.803,3.339
2329,2.455,3.254
2330,2.43,3.174
2331,2.225,3.333
2332,2.197,3.267
2333,2.202,3.159
2334,2.208,3.364
2335,2.3,3.11
2336,2.298,3.22
2337,2.295,3.268
2338,2.309,3.044
2339,2.207,3.213
2340,2.2,3.52
2341,2.201,3.379
2342,2.213,3.268
2343,2.272,3.213
2344,2.179,3.085
2345,2.176,3.346
2346,2.283,3.164
2347,2.163,3.808
2348,2.173,3.527
2349,2.442,3.193
2350,2.324,3.238
2351,2.237,3.342
2352,2.238,3.165
2353,2.235,3.27
2354,2.236,3.306
2355,2.232,3.23
2356,2.235,3.368
2357,2.251,3.202
2358,2.261,3.201
2359,2.28,3.201
2360,2.276,3.767
2361,2.27,3.362
2362,2.275,3.088
2363,2.274,3.325
2364,2.184,3.845
2365,2.184,3.533
2366,2.184,3.054
2367,2.186,3.254
2368,2.185,3.676
2369,2.185,3.528
2370,2.308,3.105
2371,2.252,3.514
2372,2.182,3.353
2373,2.186,3.327
2374,2.185,3.52
2375,2.184,3.381
2376,2.183,3.284
2377,2.248,3.377
2378,2.183,3.194
2379,2.186,3.402
2380,2.19,3.329
2381,2.191,3.376
2382,2.19,3.263
2383,2.19,3.406
2384,2.255,3.256
2385,2.257,3.358
2386,2.257,3.143
2387,2.258,3.428
2388,2.192,3.183
2389,2.193,3.258
2390,2.245,3.404
2391,2.641,3.304
2392,2.406,3.28
2393,2.405,3.178
2394,2.402,3.538
2395,2.409,3.311
2396,2.409,3.25
2397,2.413,3.315
2398,2.416,3.1
2399,2.423,3.228
2400,2.426,3.253
2401,2.437,3.163
2402,2.49,3.326
2403,2.489,3.266
2404,2.485,3.245
2405,2.456,3.221
2406,2.45,3.264
2407,2.447,3.133
2408,2.443,3.356
2409,2.444,3.055
2410,2.44,3.076
2411,2.442,3.367
2412,2.467,3.122
2413,2.442,3.268
2414,2.434,3.2
2415,2.436,3.008
2416,2.438,3.21
2417,2.452,3.339
2418,2.434,3.163
2419,2.436,3.485
2420,2.452,3.228
2421,2.459,3.089
2422,2.468,3.561
2423,2.461,3.278
2424,2.445,2.885
2425,2.44,2.838
2426,2.443,2.843
2427,2.448,2.846
2428,2.447,2.822
2429,2.449,2.778
2430,2.452,2.873
2431,2.449,2.9
2432,2.447,2.574
2433,2.709,2.739
2434,2.488,2.69
2435,2.465,2.85
2436,2.44,2.842
2437,2.442,2.749
2438,2.448,2.821
2439,2.441,2.755
2440,2.438,2.904
2441,2.439,2.647
2442,2.44,2.517
2443,2.437,2.668
2444,2.44,2.703
2445,2.445,2.547
2446,2.445,2.633
2447,2.462,2.661
2448,2.459,2.733
2449,2.447,2.789
2450,2.438,2.672
2451,2.435,2.723
2452,2.435,2.796
2453,2.441,2.724
2454,2.47,2.735
2455,2.445,2.746
2456,2.443,2.969
2457,2.447,2.898
2458,2.446,3.006
2459,2.444,2.796
2460,2.444,2.783
2461,2.443,2.979
2462,2.451,2.771
2463,2.445,2.926
2464,2.45,3.459
2465,2.453,2.618
2466,2.482,3.114
2467,2.455,3.029
2468,2.461,3.106
2469,2.459,2.907
2470,2.456,2.777
2471,2.453,3.073
2472,2.459,2.842
2473,2.455,3.097
2474,2.453,2.76
2475,2.741,2.779
2476,2.683,2.998
2477,2.472,2.7
2478,2.467,2.573
2479,2.463,2.64
2480,2.463,2.64
2481,2.467,2.86
2482,2.469,2.165
2483,2.468,2.253
2484,2.474,2.416
2485,2.472,3.382
2486,2.474,3.05
2487,2.472,2.764
2488,2.473,2.851
2489,2.473,2.964
2490,2.47,3.068
2491,2.471,3.077
2492,2.475,3.112
2493,2.536,3.072
2494,2.484,3.251
2495,2.485,3.272
2496,2.489,3.115
2497,2.493,3.079
2498,2.497,3.028
2499,2.496,3.029
2500,2.49,2.962
2501,2.521,3.118
2502,2.485,3.227
2503,2.484,3.138
2504,2.485,2.917
2505,2.487,2.806
2506,2.488,3.065
2507,2.488,2.87
2508,2.489,2.762
2509,2.486,3.584
2510,2.485,2.248
2511,2.481,2.434
2512,2.479,2.553
2513,2.482,2.383
2514,2.496,2.378
2515,2.482,2.752
2516,2.702,2.815
2517,2.466,2.505
2518,2.46,2.321
2519,2.436,2.401
2520,2.473,2.496
2521,2.443,2.581
2522,2.414,2.318
2523,2.421,2.19
2524,2.439,2.204
2525,2.414,2.157
2526,2.435,2.82
2527,3.031,2.43
2528,2.408,2.856
2529,2.419,2.738
2530,2.4,2.572
2531,2.408,2.96
2532,2.404,3.178
2533,2.411,2.736
2534,2.397,2.474
2535,2.405,2.814
2536,2.391,2.59
2537,2.401,2.785
2538,2.408,2.843
2539,2.418,2.58
2540,2.429,2.744
2541,2.428,2.82
2542,2.413,2.559
2543,2.418,2.572
2544,2.422,2.502
2545,2.428,2.827
2546,2.433,2.619
2547,2.453,2.725
2548,2.425,2.677
2549,2.43,3.296
2550,2.513,3.284
2551,2.501,2.822
2552,2.451,2.721
2553,2.479,2.512
2554,2.486,2.857
2555,2.448,2.41
2556,2.426,3.498
2557,2.427,2.981
2558,2.742,2.783
2559,2.403,2.92
2560,2.416,3.099
2561,2.378,3.436
2562,2.371,2.834
2563,2.444,3.393
2564,2.452,3.163
2565,2.447,2.998
2566,2.469,2.67
2567,2.379,3.137
2568,2.458,2.746
2569,2.455,2.993
2570,2.457,3.17
2571,2.394,2.616
2572,2.426,2.654
2573,2.378,2.75
2574,2.38,2.855
2575,2.381,2.935
2576,3.033,3.125
2577,2.536,2.655
2578,2.354,3.218
2579,2.351,2.533
2580,2.426,2.101
2581,2.344,1.935
2582,2.353,1.935
2583,2.349,1.942
2584,2.337,1.947
2585,2.334,1.94
2586,2.339,1.886
2587,2.411,1.997
2588,2.345,1.887
2589,2.345,1.885
2590,2.369,1.889
2591,2.377,1.948
2592,2.359,1.945
2593,2.369,2.012
2594,2.366,1.95
2595,2.419,2.204
2596,2.42,2.134
2597,2.35,2.138
2598,2.356,2.071
2599,2.375,2.073
2600,2.577,1.96
2601,2.449,2.024
2602,2.407,1.97
2603,2.415,2.236
2604,2.394,2.283
2605,2.374,2.016
2606,2.38,2.078
2607,2.38,2.084
2608,2.39,2.218
2609,2.382,2.291
2610,2.385,2.45
2611,2.381,2.289
2612,2.384,2.548
2613,2.379,2.553
2614,2.378,2.218
2615,2.381,2.54
2616,2.385,2.549
2617,2.381,2.221
2618,2.381,2.457
2619,2.377,2.465
2620,2.399,2.3
2621,2.416,2.547
2622,2.373,2.378
2623,2.378,2.647
2624,2.377,4.064
2625,2.38,3.414
