,움직임(z축 X)_1,움직임(z축 X)_0
2626,2.363,3.876
2627,2.39,3.723
2628,2.373,3.367
2629,2.367,3.489
2630,2.365,3.36
2631,2.445,3.488
2632,2.365,3.358
2633,2.356,3.388
2634,2.355,3.394
2635,2.358,3.479
2636,2.361,3.593
2637,2.361,3.361
2638,2.348,3.455
2639,2.35,3.271
2640,2.341,3.48
2641,2.417,3.367
2642,2.706,3.374
2643,2.377,3.402
2644,2.415,3.478
2645,2.493,3.318
2646,2.374,3.238
2647,2.319,3.332
2648,2.312,3.439
2649,2.307,3.448
2650,2.418,3.521
2651,2.439,3.539
2652,2.392,3.674
2653,2.339,3.965
2654,2.342,3.824
2655,2.336,3.458
2656,2.368,3.697
2657,2.353,3.73
2658,2.421,3.702
2659,2.347,3.553
2660,2.328,3.561
2661,2.339,3.664
2662,2.354,3.564
2663,2.341,3.442
2664,2.327,3.574
2665,2.326,3.474
2666,2.324,3.526
2667,2.342,3.517
2668,2.33,3.315
2669,2.319,3.555
2670,2.345,3.698
2671,2.327,3.523
2672,2.301,3.446
2673,2.317,3.443
2674,2.338,3.514
2675,2.308,3.951
2676,2.307,4.21
2677,2.314,3.704
2678,2.311,3.922
2679,2.305,4.268
2680,2.302,3.102
2681,2.32,2.814
2682,2.316,3.132
2683,2.34,2.743
2684,2.467,3.514
2685,2.201,2.818
2686,1.992,3.013
2687,2.173,2.958
2688,2.349,2.922
2689,2.382,2.927
2690,2.684,2.972
2691,2.128,3.123
2692,2.086,2.881
2693,2.064,2.882
2694,2.059,3.076
2695,2.065,2.904
2696,2.069,2.915
2697,2.075,3.418
2698,2.048,3.387
2699,2.055,3.046
2700,2.066,3.118
2701,2.09,3.591
2702,2.056,3.292
2703,2.146,3.193
2704,2.075,3.312
2705,2.101,3.596
2706,2.05,3.114
2707,2.052,3.165
2708,2.07,2.995
2709,2.055,3.072
2710,2.048,3.009
2711,2.051,2.846
2712,2.054,2.878
2713,2.059,3.037
2714,2.059,2.975
2715,2.069,2.87
2716,2.078,2.879
2717,2.081,2.984
2718,2.083,3.018
2719,2.079,2.989
2720,2.07,2.892
2721,2.078,2.904
2722,2.269,2.941
2723,2.226,2.881
2724,2.106,3.076
2725,2.117,3.12
2726,2.222,2.922
2727,2.04,2.909
2728,2.09,3.321
2729,2.095,2.943
2730,2.146,3.134
2731,2.47,3.105
2732,3.067,2.956
2733,2.07,3.082
2734,2.147,2.958
2735,2.132,2.979
2736,2.127,2.876
2737,2.12,2.917
2738,2.091,2.882
2739,2.094,3.1
2740,2.107,3.088
2741,2.095,3.075
2742,2.103,2.987
2743,2.115,3.668
2744,2.209,3.226
2745,2.129,3.163
2746,2.099,3.188
2747,2.101,3.157
2748,2.095,3.16
2749,2.083,3.185
2750,2.089,3.366
2751,2.083,3.136
2752,2.089,3.164
2753,2.114,3.052
2754,2.17,3.025
2755,2.102,2.982
2756,2.086,3.159
2757,2.105,2.972
2758,2.166,3.19
2759,2.081,3.923
2760,2.063,4.094
2761,2.079,4.129
2762,2.091,4.146
2763,2.111,3.886
2764,2.099,4.107
2765,2.066,4.193
2766,2.182,3.942
2767,2.424,4.118
2768,2.442,4.122
2769,2.286,4.071
2770,2.272,4.017
2771,2.283,4.149
2772,2.452,4.012
2773,2.217,3.948
2774,2.552,3.978
2775,2.415,3.799
2776,2.153,4.035
2777,2.244,3.779
2778,2.23,4.227
2779,2.238,4.14
2780,2.253,3.854
2781,2.181,3.526
2782,2.176,3.604
2783,2.76,3.868
2784,2.264,3.767
2785,2.213,3.366
2786,2.231,3.199
2787,2.239,4.049
2788,2.315,3.907
2789,2.455,3.885
2790,2.328,3.449
2791,2.073,3.459
2792,1.998,3.466
2793,2.492,3.11
2794,2.414,3.271
2795,2.793,3.742
2796,3.257,3.418
2797,2.858,3.406
2798,2.632,3.615
2799,2.678,3.751
2800,2.725,3.508
2801,2.647,3.634
2802,2.646,3.35
2803,2.651,3.648
2804,2.657,3.626
2805,2.666,3.666
2806,2.67,3.21
2807,2.665,3.494
2808,2.666,3.878
2809,2.676,3.273
2810,2.679,3.558
2811,2.683,3.723
2812,2.69,3.686
2813,2.691,4.098
2814,2.685,3.682
2815,2.687,3.958
2816,2.693,3.495
2817,2.694,3.749
2818,2.696,3.455
2819,2.695,3.722
2820,3.056,4.272
2821,2.552,3.708
2822,2.506,3.666
2823,2.511,3.521
2824,2.511,3.533
2825,2.727,3.522
2826,2.724,3.582
2827,2.625,3.516
2828,2.608,3.686
2829,2.605,3.649
2830,2.612,3.723
2831,2.616,3.923
2832,2.614,4.024
2833,2.617,3.547
2834,2.614,3.335
2835,2.622,3.32
2836,2.621,3.383
2837,2.636,3.336
2838,2.629,3.465
2839,3.114,3.624
2840,2.719,3.501
2841,2.639,3.653
2842,2.65,3.315
2843,2.652,3.336
2844,2.698,3.056
2845,2.673,3.063
2846,2.671,3.071
2847,2.659,3.058
2848,2.651,3.097
2849,2.658,3.195
2850,2.65,3.311
2851,2.649,3.143
2852,2.649,3.335
2853,2.645,2.853
2854,2.656,2.674
2855,2.732,2.737
2856,2.654,2.576
2857,2.658,3.205
2858,2.671,3.227
2859,2.671,3.358
2860,2.648,3.149
2861,2.65,2.938
2862,2.645,3.149
2863,2.657,3.748
2864,2.663,2.973
2865,2.656,3.197
2866,2.653,3.195
2867,2.782,3.118
2868,2.955,3.093
2869,2.502,3.111
2870,2.49,3.151
2871,2.535,3.329
2872,2.482,3.733
2873,2.491,3.165
2874,2.487,3.585
2875,2.498,3.023
2876,2.505,3.648
2877,2.501,3.829
2878,2.498,3.75
2879,2.504,3.176
2880,2.582,3.241
2881,3.0,3.198
2882,2.921,3.288
2883,2.816,3.185
2884,3.028,2.55
2885,2.884,2.514
2886,2.866,2.538
2887,2.895,2.848
2888,3.064,3.786
2889,2.467,3.732
2890,2.446,3.357
2891,2.433,3.106
2892,2.435,3.239
2893,2.425,3.176
2894,2.429,2.996
2895,2.427,2.552
2896,2.432,2.625
2897,2.429,2.54
2898,2.43,3.17
2899,2.431,2.749
2900,2.435,2.662
2901,2.428,3.401
2902,2.435,3.24
2903,2.43,2.819
2904,2.428,3.031
2905,2.432,3.236
2906,2.425,3.488
2907,2.427,3.607
2908,2.433,3.357
2909,2.432,3.315
2910,2.442,3.341
2911,2.445,3.485
2912,2.445,3.613
2913,2.445,3.47
2914,2.448,3.491
2915,2.448,3.346
2916,2.454,3.292
2917,2.452,3.302
2918,2.448,3.226
2919,2.451,4.139
2920,2.457,3.476
2921,2.459,3.44
2922,2.825,3.253
2923,2.809,3.374
2924,2.769,3.255
2925,2.726,3.523
2926,2.505,3.217
2927,2.717,2.997
2928,2.897,3.322
2929,3.193,3.354
2930,2.534,2.778
2931,2.701,3.489
2932,2.402,3.68
2933,2.394,3.221
2934,2.402,3.199
2935,2.412,3.212
2936,2.403,3.345
2937,2.392,3.243
2938,2.395,3.229
2939,2.398,3.188
2940,2.31,3.213
2941,2.559,3.228
2942,2.737,3.255
2943,3.039,3.171
2944,3.05,3.224
2945,2.476,3.222
2946,2.445,3.325
2947,2.451,3.212
2948,2.454,3.204
2949,2.462,3.12
2950,2.453,3.326
2951,2.666,3.118
2952,2.607,3.495
2953,2.54,2.911
2954,2.519,2.719
2955,2.443,2.623
2956,2.384,2.766
2957,2.39,3.316
2958,2.403,2.973
2959,2.441,3.343
2960,2.396,3.712
2961,2.55,3.83
2962,2.418,3.931
2963,2.368,3.768
2964,2.388,3.914
2965,2.363,3.931
2966,2.391,3.707
2967,2.31,3.837
2968,2.363,3.806
2969,2.441,3.889
2970,2.471,3.672
2971,3.163,3.939
2972,2.594,4.127
2973,2.878,4.197
2974,2.916,3.979
2975,2.708,3.424
2976,3.191,3.53
2977,2.832,3.289
2978,2.46,3.283
2979,2.466,4.056
2980,2.422,3.866
2981,2.405,3.859
2982,2.399,3.943
2983,2.419,3.977
2984,2.34,4.216
2985,2.4,4.07
2986,2.406,4.129
2987,2.407,3.242
2988,2.403,3.241
2989,2.908,3.535
2990,2.48,3.414
2991,2.702,3.342
2992,2.652,3.031
2993,3.019,4.2
2994,2.528,3.309
2995,2.577,3.453
2996,2.429,3.236
2997,2.418,3.238
2998,2.399,3.324
2999,2.425,3.396
3000,2.689,3.392
3001,2.497,3.912
3002,3.09,2.978
3003,2.496,2.926
3004,2.467,2.952
3005,2.584,2.51
3006,2.5,2.574
3007,2.438,2.853
3008,2.423,3.045
3009,2.407,3.074
3010,2.406,2.937
3011,2.413,3.481
3012,2.417,3.101
3013,2.418,3.439
3014,2.429,3.087
3015,2.65,2.866
3016,2.447,3.298
3017,2.384,2.66
3018,2.395,3.145
3019,2.394,2.987
3020,2.341,3.123
3021,2.348,3.136
3022,2.401,3.2
3023,2.394,2.592
3024,2.392,2.95
3025,2.397,3.145
3026,2.393,3.127
3027,2.394,3.283
3028,2.396,2.618
3029,2.394,2.99
3030,2.4,3.268
3031,2.403,3.198
3032,3.246,2.748
3033,2.501,2.963
3034,2.405,2.931
3035,2.408,2.651
3036,2.409,3.333
3037,2.409,3.61
3038,2.354,3.146
3039,2.537,3.109
3040,3.1,3.12
3041,3.219,3.188
3042,2.66,2.978
3043,2.796,3.098
3044,2.341,3.007
3045,2.391,3.023
3046,2.313,2.941
3047,2.377,3.206
3048,2.51,
3049,2.681,
3050,2.608,
3051,2.532,
3052,2.311,
3053,2.304,
3054,2.303,
3055,2.298,
3056,2.294,
3057,2.398,
3058,2.523,
3059,2.447,
3060,2.316,
3061,2.311,
3062,2.304,
3063,2.3,
3064,2.304,
3065,2.328,
