,놀람_1,놀람_0
0,0.0,0.0003125
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0011764705882352,0.0
5,0.0,0.0
6,0.0,0.0068571428571428
7,0.0,0.002
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0002777777777777
11,0.0005714285714285,0.0036111111111111
12,0.0,0.0037142857142857
13,0.0,0.0008333333333333
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0011428571428571,0.0
20,0.0008571428571428,0.0
21,0.0,0.0
22,0.0,0.0002857142857142
23,0.0,0.01
24,0.0022857142857142,0.0042857142857142
25,0.0002857142857142,0.0166666666666666
26,0.0028571428571428,0.0086666666666666
27,0.0039999999999999,0.0073333333333333
28,0.0011111111111111,0.0053571428571428
29,0.0011428571428571,0.0052631578947368
30,0.0008571428571428,0.0057575757575757
31,0.0008571428571428,0.0031428571428571
32,0.0002857142857142,0.0022222222222222
33,0.0005714285714285,0.0211111111111111
34,0.0008571428571428,0.0
35,0.0002857142857142,0.0041935483870967
36,0.0,0.0148571428571428
37,0.0,0.0019444444444444
38,0.0,0.0037142857142857
39,0.0,0.0022857142857142
40,0.0,0.0189655172413793
41,0.0,0.0197142857142857
42,0.0,0.0
43,0.0074285714285714,0.0
44,0.006,0.0
45,0.0068571428571428,0.0090625
46,0.0082857142857142,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0005882352941176
50,0.0031428571428571,0.0155555555555555
51,0.0008571428571428,0.0108571428571428
52,0.0054285714285714,0.0083333333333333
53,0.0005714285714285,0.0048
54,0.0002857142857142,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0002857142857142
59,0.0,0.0008571428571428
60,0.0,0.0005714285714285
61,0.0,0.0013888888888888
62,0.0,0.0037142857142857
63,0.0,0.0105714285714285
64,0.0,0.0069444444444444
65,0.0,0.0063888888888888
66,0.0,0.0022222222222222
67,0.0,0.0017142857142857
68,0.0,0.0031428571428571
69,0.0011428571428571,0.0002777777777777
70,0.0034285714285714,0.0
71,0.0,0.0
72,0.0,0.0002777777777777
73,0.0,0.0
74,0.0,0.0008333333333333
75,0.0,0.0013888888888888
76,0.0,0.0008571428571428
77,0.0,0.0086666666666666
78,0.0008571428571428,0.0
79,0.0005714285714285,0.0
80,0.0002857142857142,0.0
81,0.0003125,0.0008571428571428
82,0.0039999999999999,0.0054285714285714
83,0.0,0.0
84,0.0,0.0053125
85,0.0022222222222222,0.0071428571428571
86,0.0,0.0302857142857142
87,0.0025,0.0005555555555555
88,0.0019444444444444,0.0077777777777777
89,0.0038888888888888,0.0094444444444444
90,0.0025,0.0044444444444444
91,0.0002777777777777,0.0511111111111111
92,0.0002777777777777,0.0217647058823529
93,0.0,0.0094444444444444
94,0.0,0.0054838709677419
95,0.0,0.0066666666666666
96,0.0002777777777777,0.0005263157894736
97,0.0014285714285714,0.0010526315789473
98,0.0,0.0
99,0.0,0.0005263157894736
100,0.0,0.0005555555555555
101,0.0,0.0012
102,0.0,0.0006060606060606
103,0.0002777777777777,0.0068571428571428
104,0.0005555555555555,0.0038888888888888
105,0.0,0.0279166666666666
106,0.0,0.0566666666666666
107,0.0002857142857142,0.0213333333333333
108,0.0,0.0196428571428571
109,0.0,0.026
110,0.0,0.0022222222222222
111,0.0,0.0125
112,0.0,0.0154545454545454
113,0.0011111111111111,0.0125925925925925
114,0.0011111111111111,0.0003571428571428
115,0.0,0.0057142857142857
116,0.0,0.0
117,0.0002777777777777,0.0020833333333333
118,0.0052777777777777,0.0003571428571428
119,0.0,0.0
120,0.0008333333333333,0.0034782608695652
121,0.0,0.0126923076923076
122,0.0002857142857142,0.004375
123,0.0,0.0102941176470588
124,0.0,0.008
125,0.0,0.0006060606060606
126,0.0,0.0
127,0.0,0.0134615384615384
128,0.0,0.0097058823529411
129,0.0,0.0029411764705882
130,0.0,0.0
131,0.0,0.0003030303030303
132,0.0,0.0002941176470588
133,0.0,0.0005882352941176
134,0.0,0.0
135,0.0002857142857142,0.0
136,0.0011428571428571,0.0
137,0.0,0.0
138,0.0,0.0041935483870967
139,0.0,0.0017241379310344
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0005714285714285,0.0311764705882352
144,0.0,0.0
145,0.0,0.0
146,0.0,0.011875
147,0.0,0.0069696969696969
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0027272727272727
152,0.0,0.0033333333333333
153,0.0,0.0009523809523809
154,0.0,0.029090909090909
155,0.0,0.0
156,0.0,0.0022222222222222
157,0.0005714285714285,0.0075
158,0.0002777777777777,0.0
159,0.0,0.02
160,0.0,0.0
161,0.0,0.0233333333333333
162,0.0,0.02
163,0.0,0.0025
164,0.0,0.0023529411764705
165,0.0,0.033125
166,0.0023529411764705,0.0433333333333333
167,0.0020588235294117,0.0172727272727272
168,0.0,0.0209999999999999
169,0.0,0.0
170,0.0,0.013
171,0.0,0.0
172,0.0017142857142857,0.0
173,0.0011428571428571,0.0
174,0.0008571428571428,0.0096551724137931
175,0.0,0.0003125
176,0.0,0.0
177,0.0028571428571428,0.0003030303030303
178,0.0111428571428571,0.0
179,0.0,0.0094117647058823
180,0.0002857142857142,0.0235483870967742
181,0.0002857142857142,0.0
182,0.0011428571428571,0.0
183,0.0002857142857142,0.0308571428571428
184,0.0,0.0117647058823529
185,0.0,0.0005882352941176
186,0.0,0.0
187,0.0005714285714285,0.0
188,0.0,0.0
189,0.0,0.0364705882352941
190,0.0,0.0144117647058823
191,0.0,0.0142857142857142
192,0.0028571428571428,0.02
193,0.0008571428571428,0.0402941176470588
194,0.0003448275862068,0.0177142857142857
195,0.0011428571428571,0.0275757575757575
196,0.0022857142857142,0.0484848484848485
197,0.0025714285714285,0.0270588235294117
198,0.0017142857142857,0.0115151515151515
199,0.006,0.0306060606060606
200,0.0034285714285714,0.0073529411764705
201,0.0017142857142857,0.0158823529411764
202,0.0005714285714285,0.0061764705882352
203,0.0044117647058823,0.0
204,0.0,0.0005882352941176
205,0.0,0.0
206,0.0,0.0024
207,0.0,0.0236363636363636
208,0.0,0.0094117647058823
209,0.0014285714285714,0.0002941176470588
210,0.0,0.0
211,0.0,0.0241176470588235
212,0.0,0.0258823529411764
213,0.0,0.003235294117647
214,0.0009375,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0002857142857142
219,0.0,0.002
220,0.0,0.0068571428571428
221,0.0,0.0002857142857142
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0036363636363636
225,0.0,0.0009090909090909
226,0.0,0.0059999999999999
227,0.0,0.0061764705882352
228,0.0,0.0041176470588235
229,0.0,0.004375
230,0.0,0.0059374999999999
231,0.0,0.0409375
232,0.0,0.0416666666666666
233,0.0,0.0207142857142857
234,0.0,0.0063333333333333
235,0.0,0.0103125
236,0.0,0.0109375
237,0.0,0.0090625
238,0.0,0.010625
239,0.0,0.0228125
240,0.013125,0.0153125
241,0.0188571428571428,0.0475
242,0.0108333333333333,0.026875
243,0.0134285714285714,0.0034375
244,0.0102857142857142,0.0084375
245,0.0105714285714285,0.0125806451612903
246,0.0177777777777777,0.0035483870967741
247,0.012,0.0016129032258064
248,0.0102857142857142,0.004516129032258
249,0.0097142857142857,0.0006451612903225
250,0.0077142857142857,0.0007407407407407
251,0.01,0.0
252,0.0094444444444444,0.0
253,0.0030555555555555,0.0012903225806451
254,0.002,0.0
255,0.0082857142857142,0.0383870967741935
256,0.0074285714285714,0.0364516129032258
257,0.008,0.0429032258064516
258,0.0065714285714285,0.0576666666666666
259,0.0111428571428571,0.0393548387096774
260,0.0131428571428571,0.0551515151515151
261,0.0105714285714285,0.0378125
262,0.0094285714285714,0.023030303030303
263,0.0091428571428571,0.0161290322580645
264,0.0108571428571428,0.0117647058823529
265,0.0130555555555555,0.0152941176470588
266,0.0125714285714285,0.0070588235294117
267,0.0111428571428571,0.0055882352941176
268,0.0097142857142857,0.0061764705882352
269,0.0074285714285714,0.0011764705882352
270,0.0068571428571428,0.0052941176470588
271,0.0077142857142857,0.0012121212121212
272,0.0025,0.005625
273,0.0094444444444444,0.0009375
274,0.0097222222222222,0.0034374999999999
275,0.0091428571428571,0.0042424242424242
276,0.0131428571428571,0.0024242424242424
277,0.008,0.0058823529411764
278,0.0091666666666666,0.0138235294117647
279,0.0083333333333333,0.0244117647058823
280,0.0,0.0385294117647059
281,0.0,0.0508571428571428
282,0.0,0.0511764705882353
283,0.0048571428571428,0.0314705882352941
284,0.0014285714285714,0.0355882352941176
285,0.0005714285714285,0.0520588235294117
286,0.0025714285714285,0.0420588235294117
287,0.0037142857142857,0.0291176470588235
288,0.0011428571428571,0.0117647058823529
289,0.0008571428571428,0.0141176470588235
290,0.0025714285714285,0.0329411764705882
291,0.0,0.0341176470588235
292,0.0,0.0
293,0.0,0.0
294,0.0005714285714285,0.0
295,0.0005714285714285,0.0
296,0.0025714285714285,0.0
297,0.0014285714285714,0.0
298,0.0014285714285714,0.0
299,0.0005714285714285,0.009090909090909
300,0.0017142857142857,0.0
301,0.0005714285714285,0.0
302,0.0,0.035
303,0.0,0.0
304,0.0,0.0
305,0.0002857142857142,0.0
306,0.0008571428571428,0.0
307,0.0002857142857142,0.0
308,0.0,0.0
309,0.0002857142857142,0.0
310,0.0,0.0
311,0.0,0.0004545454545454
312,0.0,0.0
313,0.0005714285714285,0.0007142857142857
314,0.0,0.0005882352941176
315,0.0002857142857142,0.0
316,0.0005714285714285,0.0017647058823529
317,0.0008571428571428,0.0041666666666666
318,0.0005714285714285,0.0029411764705882
319,0.0005714285714285,0.0040624999999999
320,0.002,0.0031578947368421
321,0.0005714285714285,0.0015151515151515
322,0.00125,0.0034374999999999
323,0.0045714285714285,0.0038888888888888
324,0.0057142857142857,0.0008
325,0.0005714285714285,0.0012121212121212
326,0.0034285714285714,0.0003571428571428
327,0.0039999999999999,0.0009090909090909
328,0.0039999999999999,0.0
329,0.0062857142857142,0.0003125
330,0.0088571428571428,0.0003030303030303
331,0.0074285714285714,0.0
332,0.006,0.0029166666666666
333,0.0077142857142857,0.0028125
334,0.0042857142857142,0.0
335,0.0077142857142857,0.0006896551724137
336,0.0094444444444444,0.0007407407407407
337,0.0091428571428571,0.0
338,0.0174285714285714,0.0
339,0.0148571428571428,0.0
340,0.0102857142857142,0.0
341,0.0080555555555555,0.01
342,0.0044444444444444,0.029090909090909
343,0.0063888888888888,0.0176923076923076
344,0.0045714285714285,0.0169565217391304
345,0.0025714285714285,0.0188461538461538
346,0.0048484848484848,0.0170588235294117
347,0.0037142857142857,0.0355555555555555
348,0.0065714285714285,0.0433333333333333
349,0.0088571428571428,0.0375862068965517
350,0.0066666666666666,0.0378947368421052
351,0.0071428571428571,0.021578947368421
352,0.0022857142857142,0.0216666666666666
353,0.0025714285714285,0.0426666666666666
354,0.0025714285714285,0.0306666666666666
355,0.0057142857142857,0.032
356,0.0045714285714285,0.036551724137931
357,0.0022857142857142,0.0339130434782608
358,0.0008571428571428,0.0175
359,0.0008571428571428,0.038
360,0.0039999999999999,0.0081818181818181
361,0.0034285714285714,0.0403333333333333
362,0.0009375,0.0105263157894736
363,0.0005714285714285,0.0372727272727272
364,0.0025714285714285,0.0221875
365,0.0048571428571428,0.0159375
366,0.0071428571428571,0.0
367,0.0068571428571428,0.0006060606060606
368,0.0054285714285714,0.0109090909090909
369,0.0017142857142857,0.00125
370,0.0011428571428571,0.0
371,0.0014285714285714,0.0
372,0.0034285714285714,0.0
373,0.0054285714285714,0.0
374,0.0061111111111111,0.0
375,0.0039999999999999,0.0
376,0.0062857142857142,0.0
377,0.0094285714285714,0.0004
378,0.006,0.0044444444444444
379,0.0077142857142857,0.0003703703703703
380,0.0071428571428571,0.0
381,0.0048571428571428,0.0003703703703703
382,0.0039999999999999,0.0144999999999999
383,0.0108571428571428,0.05
384,0.0062857142857142,0.01
385,0.0102857142857142,0.0094444444444444
386,0.0102857142857142,0.0
387,0.0097142857142857,0.0048148148148148
388,0.0111428571428571,0.004
389,0.01,0.0061538461538461
390,0.0105714285714285,0.0019230769230769
391,0.01,0.0033333333333333
392,0.01,0.0
393,0.0088571428571428,0.0
394,0.0068571428571428,0.0
395,0.0022857142857142,0.0
396,0.0017142857142857,0.015
397,0.0062857142857142,0.02
398,0.008,0.0023076923076923
399,0.0105714285714285,0.005
400,0.0154285714285714,0.0027272727272727
401,0.0105714285714285,0.0005263157894736
402,0.0105714285714285,0.004
403,0.0,0.0078260869565217
404,0.0,0.003
405,0.0,0.0038095238095238
406,0.0,0.0069230769230769
407,0.0,0.0058333333333333
408,0.0,0.02
409,0.0,0.0
410,0.0,0.0006666666666666
411,0.0,0.0004
412,0.0,0.0
413,0.0,0.0004
414,0.0002941176470588,0.0004347826086956
415,0.0,0.0042105263157894
416,0.0,0.0064705882352941
417,0.0,0.0071428571428571
418,0.0,0.0092857142857142
419,0.0,0.02
420,0.0,0.0142857142857142
421,0.0,0.0327272727272727
422,0.0,0.0221739130434782
423,0.0,0.0523076923076923
424,0.0,0.005
425,0.0,0.0
426,0.0,0.0
427,0.0,0.0010714285714285
428,0.0,0.0
429,0.0,0.0
430,0.0,0.0
431,0.0,0.0
432,0.0,0.0
433,0.0,0.0
434,0.0,0.0
435,0.0,0.0
436,0.0,0.0
437,0.0,0.0
438,0.0,0.0
439,0.0,0.0
440,0.0,0.0
441,0.0,0.0
442,0.0,0.0007142857142857
443,0.0,0.0
444,0.0,0.0
445,0.0,0.0
446,0.0,0.0010714285714285
447,0.0174285714285714,0.0
448,0.0,0.0003571428571428
449,0.0,0.0
450,0.0,0.0
451,0.0,0.0
452,0.0,0.0
453,0.0,0.0003448275862068
454,0.0,0.0
455,0.0,0.0
456,0.0,0.0
457,0.0,0.0
458,0.0,0.0
459,0.0,0.0
460,0.0,0.0021739130434782
461,0.0,0.0
462,0.0,0.0
463,0.0,0.0
464,0.0094285714285714,0.0003448275862068
465,0.0,0.0
466,0.0,0.0003448275862068
467,0.0,0.0017241379310344
468,0.0,0.002
