,슬픔_1,슬픔_0
0,0.0158823529411764,0.0484375
1,0.0220588235294117,0.1448571428571428
2,0.0167647058823529,0.0461764705882353
3,0.0158823529411764,0.0638888888888889
4,0.0120588235294117,0.0574285714285714
5,0.0145714285714285,0.0257142857142857
6,0.0252941176470588,0.0094285714285714
7,0.0185714285714285,0.0262857142857142
8,0.0188235294117647,0.0311428571428571
9,0.015,0.0351428571428571
10,0.0202857142857142,0.0158333333333333
11,0.0157142857142857,0.0080555555555555
12,0.0137142857142857,0.01
13,0.0134285714285714,0.0227777777777777
14,0.0162857142857142,0.0388571428571428
15,0.0142857142857142,0.0291428571428571
16,0.0205714285714285,0.0934285714285714
17,0.024,0.0477142857142857
18,0.0285714285714285,0.015
19,0.0311428571428571,0.0122857142857142
20,0.0214285714285714,0.0131428571428571
21,0.0277142857142857,0.0182857142857142
22,0.0202857142857142,0.014
23,0.0208571428571428,0.0165714285714285
24,0.0228571428571428,0.0154285714285714
25,0.0262857142857143,0.0033333333333333
26,0.0254285714285714,0.046
27,0.0208571428571428,0.005
28,0.0222222222222222,0.1028571428571428
29,0.0242857142857142,0.0284210526315789
30,0.0257142857142857,0.0175757575757575
31,0.0162857142857142,0.0148571428571428
32,0.0211428571428571,0.0774999999999999
33,0.022,0.0786111111111111
34,0.0234285714285714,0.0211111111111111
35,0.0168571428571428,0.0161290322580645
36,0.014,0.0345714285714285
37,0.0148571428571428,0.0597222222222222
38,0.0128571428571428,0.0331428571428571
39,0.0154285714285714,0.0511428571428571
40,0.0148571428571428,0.0448275862068965
41,0.02,0.0094285714285714
42,0.1240625,0.122
43,0.0203333333333333,0.0982857142857142
44,0.0131428571428571,0.086
45,0.01,0.0259375
46,0.0105714285714285,0.0532258064516129
47,0.0094285714285714,0.0373076923076923
48,0.0177142857142857,0.0422222222222222
49,0.0185714285714285,0.1141176470588235
50,0.0039999999999999,0.0280555555555555
51,0.0048571428571428,0.0314285714285714
52,0.0002857142857142,0.0341666666666666
53,0.01,0.0172
54,0.0117142857142857,0.0
55,0.012,0.0
56,0.0122857142857142,0.0
57,0.0177142857142857,0.0363333333333333
58,0.0182857142857142,0.0125714285714285
59,0.0197142857142857,0.0662857142857143
60,0.0194285714285714,0.0351428571428571
61,0.0202857142857142,0.0372222222222222
62,0.022,0.0497142857142857
63,0.0188571428571428,0.0211428571428571
64,0.0254285714285714,0.0380555555555555
65,0.0262857142857143,0.0516666666666666
66,0.0252777777777777,0.0122222222222222
67,0.0665714285714285,0.0
68,0.048,0.0
69,0.028,0.0038888888888888
70,0.0197142857142857,0.0083333333333333
71,0.0225714285714285,0.0116666666666666
72,0.0282857142857143,0.0102777777777777
73,0.0248571428571428,0.1005555555555556
74,0.01,0.0722222222222222
75,0.0117142857142857,0.0405555555555555
76,0.0171428571428571,0.0234285714285714
77,0.0128571428571428,0.1116666666666666
78,0.0117142857142857,0.0622857142857143
79,0.016,0.0448571428571428
80,0.0168571428571428,0.024
81,0.0194285714285714,0.038
82,0.0228571428571428,0.0124
83,0.0197142857142857,0.0025714285714285
84,0.0175,0.0031428571428571
85,0.0108571428571428,0.0790624999999999
86,0.0108333333333333,0.0268571428571428
87,0.0105555555555555,0.0445714285714285
88,0.0147222222222222,0.0538888888888889
89,0.0122222222222222,0.0772222222222222
90,0.0186111111111111,0.0291666666666666
91,0.0166666666666666,0.0238888888888889
92,0.0208333333333333,0.0111111111111111
93,0.0261111111111111,0.0105555555555555
94,0.0297222222222222,0.0208823529411764
95,0.0230555555555555,0.0197222222222222
96,0.0255555555555555,0.1277419354838709
97,0.0236111111111111,0.0376190476190476
98,0.0208333333333333,0.0736842105263157
99,0.0219444444444444,0.0336842105263157
100,0.024,0.0216666666666666
101,0.0238888888888889,0.0321052631578947
102,0.0183333333333333,0.0305555555555555
103,0.0233333333333333,0.0196
104,0.0225,0.0233333333333333
105,0.0205555555555555,0.0134285714285714
106,0.02,0.0069444444444444
107,0.0230555555555555,0.0194444444444444
108,0.0214285714285714,0.035
109,0.025,0.03625
110,0.0188571428571428,0.03375
111,0.0114285714285714,0.0186666666666666
112,0.0137142857142857,0.0228571428571428
113,0.0182857142857142,0.0211428571428571
114,0.02,0.0305555555555555
115,0.0194285714285714,0.0283333333333333
116,0.0194444444444444,0.0249999999999999
117,0.015,0.0237037037037037
118,0.0186111111111111,0.0128571428571428
119,0.0205555555555555,0.0292857142857143
120,0.0177777777777777,0.025625
121,0.0191666666666666,0.0233333333333333
122,0.0202777777777777,0.0185714285714285
123,0.0191666666666666,0.0137931034482758
124,0.0840625,0.0243478260869565
125,0.0862857142857143,0.0415384615384615
126,0.1068571428571428,0.129375
127,0.1254285714285714,0.1276470588235294
128,0.1062857142857143,0.1935
129,0.1417142857142857,0.1139393939393939
130,0.1094285714285714,0.1634482758620689
131,0.1322857142857142,0.1357692307692307
132,0.1211428571428571,0.1229411764705882
133,0.1354285714285714,0.08
134,0.1574285714285715,0.085
135,0.1102857142857142,0.1109090909090909
136,0.11,0.1044117647058823
137,0.1265714285714285,0.1823529411764706
138,0.1145714285714286,0.1154285714285714
139,0.1368571428571428,0.0854545454545454
140,0.1439130434782608,0.045
141,0.0752380952380952,0.0
142,0.0794117647058823,0.2488888888888889
143,0.1268571428571429,0.0774193548387096
144,0.1594285714285714,0.0955172413793103
145,0.1316666666666666,0.0
146,0.0817142857142857,0.0
147,0.0957142857142857,0.110625
148,0.1097142857142857,0.1052941176470588
149,0.072,0.1155882352941176
150,0.1082857142857142,0.12375
151,0.1274285714285714,0.1409375
152,0.0522857142857143,0.0975757575757575
153,0.06,0.0466666666666666
154,0.08,0.0287878787878788
155,0.0654285714285714,0.0679310344827586
156,0.1063888888888888,0.1124242424242424
157,0.103611111111111,0.0544444444444444
158,0.1238888888888888,0.0728571428571428
159,0.14,0.13
160,0.1382857142857143,0.155
161,0.1211111111111111,0.06
162,0.1138888888888888,0.086875
163,0.0865714285714285,0.115
164,0.0988571428571428,0.1025
165,0.22375,0.0
166,0.1148571428571428,0.0416666666666666
167,0.112,0.0441176470588235
168,0.126,0.0308333333333333
169,0.1791176470588235,0.078235294117647
170,0.1864705882352941,0.0875
171,0.0971428571428571,0.1283333333333333
172,0.1019999999999999,0.0636363636363636
173,0.0822857142857143,0.131
174,0.1382857142857143,0.0
175,0.1868571428571429,0.1939999999999999
176,0.2602857142857144,0.058235294117647
177,0.268,0.0508823529411764
178,0.2214285714285714,0.025
179,0.1368571428571428,0.0517241379310345
180,0.1554285714285714,0.030625
181,0.046,0.0364516129032258
182,0.0365714285714285,0.0236363636363636
183,0.0611428571428571,0.0152941176470588
184,0.0845714285714285,0.0479411764705882
185,0.064,0.043030303030303
186,0.0717142857142857,0.073030303030303
187,0.0728571428571428,0.0371428571428571
188,0.0625714285714285,0.0745454545454545
189,0.0534285714285714,0.0684848484848485
190,0.058,0.0787878787878788
191,0.0608571428571428,0.0309677419354838
192,0.0631428571428571,0.0151515151515151
193,0.068,0.0135294117647058
194,0.0671428571428571,0.0414285714285714
195,0.0722857142857143,0.096
196,0.1088571428571428,0.065
197,0.1155172413793103,0.0747058823529412
198,0.11,0.0443333333333333
199,0.0877142857142857,0.0688235294117647
200,0.0711428571428571,0.1057575757575757
201,0.0688571428571428,0.0226470588235294
202,0.0822857142857143,0.0305882352941176
203,0.0888571428571428,0.0361764705882353
204,0.0931428571428571,0.0415151515151515
205,0.0885714285714285,0.0305882352941176
206,0.1023529411764705,0.0541176470588235
207,0.071875,0.0311764705882353
208,0.0678125,0.0194117647058823
209,0.0446666666666666,0.0237142857142857
210,0.0594285714285714,0.0117142857142857
211,0.0594285714285714,0.0114285714285714
212,0.0625714285714285,0.0129411764705882
213,0.0862857142857143,0.0222857142857142
214,0.0742857142857142,0.0191176470588235
215,0.098,0.0128125
216,0.1031428571428571,0.0136363636363636
217,0.131875,0.01
218,0.0651428571428571,0.0094117647058823
219,0.0817142857142857,0.0072727272727272
220,0.0720588235294117,0.0106060606060606
221,0.1216666666666666,0.0088235294117647
222,0.0,0.0114705882352941
223,0.0,0.0170588235294117
224,0.0,0.0176470588235294
225,0.0,0.008235294117647
226,0.0,0.0164705882352941
227,0.0,0.3035999999999999
228,0.0491666666666666,0.0193939393939394
229,0.0433333333333333,0.0508823529411764
230,0.015,0.1058823529411765
231,0.0,0.2267647058823529
232,0.06,0.0755882352941175
233,0.0,0.0135294117647058
234,0.0,0.0167647058823529
235,0.0,0.0520588235294117
236,0.0,0.113030303030303
237,0.075,0.0839393939393939
238,0.0622857142857143,0.0388235294117647
239,0.0996969696969697,0.0331428571428571
240,0.0836842105263158,0.0882857142857142
241,0.0987999999999999,0.0142857142857142
242,0.0748484848484848,0.0111428571428571
243,0.0475,0.0128571428571428
244,0.0571428571428571,0.013030303030303
245,0.0657142857142857,0.0351515151515151
246,0.0522222222222222,0.0293939393939394
247,0.0317142857142857,0.0482857142857143
248,0.0345714285714285,0.0105882352941176
249,0.0334285714285714,0.01
250,0.0647222222222222,0.0096875
251,0.0345714285714285,0.1490624999999999
252,0.0394285714285714,0.0609375
253,0.0337142857142857,0.0426666666666666
254,0.0508571428571428,0.0260714285714285
255,0.0468571428571428,0.052258064516129
256,0.0552777777777778,0.0173333333333333
257,0.05,0.0190625
258,0.0514285714285714,0.0215625
259,0.0331428571428571,0.0275
260,0.036,0.0175
261,0.0325714285714285,0.0209375
262,0.0442857142857143,0.033125
263,0.0477142857142857,0.02
264,0.0325714285714285,0.015625
265,0.0274285714285714,0.0865625
266,0.0305714285714285,0.04
267,0.0311428571428571,0.0112903225806451
268,0.0345714285714285,0.0129032258064516
269,0.0316666666666666,0.0083870967741935
270,0.0345714285714285,0.0070967741935483
271,0.036,0.0748387096774193
272,0.0351428571428571,0.0581481481481481
273,0.0548571428571428,0.0354838709677419
274,0.0608571428571428,0.0296666666666666
275,0.042,0.0151612903225806
276,0.1936111111111111,0.0568965517241379
277,0.0355555555555555,0.0232258064516129
278,0.0366666666666666,0.0306451612903225
279,0.0522857142857143,0.0251612903225806
280,0.0268571428571428,0.0209375
281,0.0328571428571428,0.0196875
282,0.04,0.0183870967741935
283,0.0447222222222222,0.0148387096774193
284,0.07875,0.02
285,0.0699999999999999,0.014516129032258
286,0.0042857142857142,0.0145454545454545
287,0.0091428571428571,0.024375
288,0.0117142857142857,0.0278787878787878
289,0.0097142857142857,0.0164516129032258
290,0.0097142857142857,0.0155882352941176
291,0.0094285714285714,0.0185294117647058
292,0.0091428571428571,0.0255882352941176
293,0.0097142857142857,0.0170588235294117
294,0.014,0.0226470588235294
295,0.0128571428571428,0.0361764705882353
296,0.0088571428571428,0.0417647058823529
297,0.016,0.0336363636363636
298,0.0108571428571428,0.043125
299,0.0148571428571428,0.0340625
300,0.01,0.0371875
301,0.0117142857142857,0.0584848484848485
302,0.0114285714285714,0.0469696969696969
303,0.0117142857142857,0.0502941176470588
304,0.0114285714285714,0.0414705882352941
305,0.0174285714285714,0.0420588235294117
306,0.0174285714285714,0.0414705882352941
307,0.0102857142857142,0.0374285714285714
308,0.0131428571428571,0.0244117647058823
309,0.0102857142857142,0.0202941176470588
310,0.0137142857142857,0.0329411764705882
311,0.0111428571428571,0.025
312,0.01,0.038235294117647
313,0.0077142857142857,0.0247058823529411
314,0.0117142857142857,0.0247058823529411
315,0.012,0.023235294117647
316,0.0105714285714285,0.0341176470588235
317,0.0208571428571428,0.0188235294117647
318,0.0182857142857142,0.0261764705882353
319,0.012,0.0297058823529411
320,0.014,0.42
321,0.0137142857142857,0.2090625
322,0.0134285714285714,0.1642424242424242
323,0.012,0.212
324,0.0114285714285714,0.2154545454545454
325,0.0222857142857142,0.1854545454545455
326,0.040625,0.2511764705882353
327,0.0382857142857143,0.415
328,0.042,0.0
329,0.0568571428571428,0.0
330,0.0462857142857143,0.1725
331,0.0397142857142857,0.0
332,0.056,0.0
333,0.0317142857142857,0.2786363636363636
334,0.0325714285714285,0.3851515151515151
335,0.0245714285714285,0.3814705882352941
336,0.0271428571428571,0.4108823529411765
337,0.0237142857142857,0.4052941176470588
338,0.026,0.4511764705882353
339,0.0388571428571428,0.3527272727272729
340,0.0361111111111111,0.1712499999999999
341,0.028,0.3067857142857143
342,0.0314285714285714,0.3088235294117647
343,0.0331428571428571,0.3745833333333333
344,0.0297142857142857,0.2861764705882352
345,0.0311428571428571,0.1790625
