,움직임_1,움직임_0
1360,4.942,5.82
1361,4.813,6.078
1362,4.685,5.513
1363,4.558,5.764
1364,4.722,6.584
1365,4.721,6.574
1366,4.569,5.534
1367,4.631,6.144
1368,4.759,6.676
1369,6.121,6.382
1370,4.351,6.216
1371,4.816,6.316
1372,3.551,7.103
1373,5.394,6.433
1374,5.174,6.618
1375,4.831,6.044
1376,4.602,6.07
1377,4.65,5.956
1378,5.09,5.585
1379,4.789,7.169
1380,4.772,9.967
1381,4.793,7.967
1382,4.705,8.092
1383,4.728,7.314
1384,4.794,6.908
1385,4.875,7.836
1386,4.85,5.897
1387,4.756,6.114
1388,4.825,5.594
1389,5.078,6.216
1390,5.251,6.546
1391,5.052,6.411
1392,4.984,7.919
1393,4.914,7.873
1394,4.625,5.55
1395,7.597,5.751
1396,4.776,6.225
1397,4.749,8.596
1398,4.657,7.036
1399,4.722,7.157
1400,4.865,9.391
1401,7.11,8.587
1402,5.641,8.695
1403,4.957,6.11
1404,6.921,7.414
1405,4.029,5.835
1406,4.752,6.166
1407,4.159,6.597
1408,4.482,7.427
1409,5.245,7.451
1410,5.333,5.775
1411,4.525,5.867
1412,4.499,5.358
1413,4.391,6.521
1414,4.494,9.655
1415,4.559,6.394
1416,6.073,5.715
1417,4.622,8.861
1418,4.525,7.481
1419,5.319,8.437
1420,5.13,7.288
1421,4.566,6.489
1422,4.778,5.983
1423,4.665,7.673
1424,5.536,6.715
1425,6.783,7.403
1426,6.555,7.538
1427,6.644,7.151
1428,6.28,7.33
1429,6.308,8.475
1430,6.083,6.946
1431,5.798,8.304
1432,5.769,9.052
1433,5.685,9.181
1434,5.751,7.272
1435,5.685,7.388
1436,5.759,7.383
1437,5.674,9.197
1438,5.571,8.551
1439,5.928,6.474
1440,7.466,5.134
1441,6.299,6.271
1442,6.925,8.767
1443,5.44,8.363
1444,7.162,7.516
1445,6.173,7.507
1446,5.031,6.632
1447,5.629,7.303
1448,5.25,8.001
1449,4.866,7.506
1450,4.948,7.005
1451,5.189,7.138
1452,5.462,6.702
1453,5.205,6.354
1454,5.342,7.098
1455,5.0,6.993
1456,4.799,7.533
1457,4.971,6.82
1458,4.999,7.295
1459,5.321,7.175
1460,4.861,7.047
1461,4.415,6.241
1462,4.827,7.638
1463,4.954,7.475
1464,5.3,5.207
1465,5.139,4.541
1466,5.073,5.016
1467,4.992,6.36
1468,5.099,6.842
1469,4.732,6.157
1470,5.018,9.46
1471,4.925,7.618
1472,4.783,6.305
1473,4.42,7.987
1474,4.218,8.01
1475,5.087,6.153
1476,4.145,5.939
1477,4.255,5.835
1478,5.284,5.55
1479,5.334,6.086
1480,4.438,6.099
1481,4.83,7.16
1482,4.437,8.438
1483,4.405,6.336
1484,4.056,7.385
1485,4.235,7.649
1486,5.276,8.313
1487,6.113,7.213
1488,5.828,6.51
1489,5.457,7.895
1490,5.696,7.953
1491,6.313,9.328
1492,6.015,9.76
1493,4.485,8.896
1494,4.221,7.307
1495,5.096,7.263
1496,4.777,8.537
1497,4.617,8.54
1498,4.625,9.993
1499,5.042,9.03
1500,4.68,6.851
1501,4.684,9.701
1502,4.894,9.913
1503,5.071,9.996
1504,4.62,8.427
1505,4.274,9.377
1506,4.25,8.32
1507,4.764,6.84
1508,5.256,7.865
1509,4.941,7.982
1510,5.197,6.982
1511,4.817,6.465
1512,5.03,5.881
1513,4.885,8.467
1514,5.617,8.526
1515,4.822,8.552
1516,5.061,8.696
1517,4.808,9.193
1518,5.277,8.774
1519,5.383,8.325
1520,4.876,9.43
1521,4.704,7.814
1522,4.866,5.932
1523,5.351,6.479
1524,5.171,6.549
1525,5.249,6.035
1526,5.215,6.487
1527,4.892,6.851
1528,5.06,6.871
1529,4.742,8.164
1530,5.783,5.774
1531,6.472,9.401
1532,6.18,5.613
1533,7.519,6.11
1534,6.117,6.415
1535,5.456,5.432
1536,5.253,5.129
1537,4.748,4.432
1538,4.799,4.461
1539,5.031,4.86
1540,4.802,4.5
1541,4.8,5.063
1542,4.541,4.748
1543,4.958,5.047
1544,5.803,4.512
1545,4.537,5.122
1546,4.786,5.525
1547,4.343,4.224
1548,4.322,3.605
1549,4.978,4.669
1550,4.559,4.98
1551,4.967,7.654
1552,4.865,6.986
1553,4.993,6.022
1554,4.726,4.615
1555,4.683,5.858
1556,5.021,5.188
1557,4.839,6.674
1558,4.732,6.217
1559,4.308,6.075
1560,5.146,6.035
1561,4.776,6.914
1562,5.019,6.802
1563,5.369,6.257
1564,5.362,5.592
1565,6.328,6.874
1566,5.568,5.853
1567,5.581,5.435
1568,5.556,4.644
1569,5.664,5.789
1570,5.505,5.216
1571,5.994,6.922
1572,6.205,8.223
1573,5.418,6.133
1574,5.126,5.475
1575,5.224,6.204
1576,5.003,5.876
1577,5.254,6.145
1578,5.368,5.996
1579,5.625,5.92
1580,5.419,7.64
1581,5.184,7.181
1582,5.621,5.132
1583,5.254,5.447
1584,5.298,5.052
1585,5.446,5.6
1586,5.456,5.582
1587,5.477,4.667
1588,5.243,4.436
1589,5.433,6.787
1590,5.503,5.982
1591,5.171,7.058
1592,5.359,5.615
1593,5.696,5.419
1594,5.673,4.239
1595,5.411,5.106
1596,5.717,8.724
1597,5.587,8.302
1598,5.683,5.498
1599,5.962,8.433
1600,5.638,7.256
1601,5.683,6.78
1602,5.613,7.544
1603,5.593,6.577
1604,5.654,6.514
1605,5.394,6.094
1606,5.683,6.842
1607,5.641,6.467
1608,5.806,8.619
1609,5.544,7.296
1610,5.409,6.139
1611,5.53,8.005
1612,5.987,7.433
1613,6.71,7.299
1614,6.33,6.022
1615,5.802,5.653
1616,5.662,5.757
1617,5.395,7.183
1618,6.506,6.478
1619,5.667,8.675
1620,6.046,7.753
1621,5.801,6.115
1622,6.315,7.961
1623,5.577,7.678
1624,6.929,8.031
1625,7.148,7.223
1626,7.039,8.5
1627,6.304,9.128
1628,6.199,8.2
1629,6.511,8.111
1630,6.473,8.931
1631,5.48,7.243
1632,4.298,6.961
1633,6.132,6.008
1634,6.405,7.892
1635,5.648,9.373
1636,5.858,8.302
1637,5.619,6.175
1638,5.539,7.009
1639,5.588,6.418
1640,5.854,6.273
1641,5.53,6.754
1642,5.75,7.081
1643,5.558,6.11
1644,7.074,5.168
1645,5.814,5.218
1646,5.528,5.585
1647,5.476,5.662
1648,5.208,6.26
1649,7.04,6.406
1650,6.204,6.158
1651,4.681,5.076
1652,4.279,5.234
1653,4.769,6.225
1654,5.021,6.014
1655,5.904,6.33
1656,6.854,5.484
1657,7.608,6.372
1658,6.309,7.408
1659,6.74,6.798
1660,5.195,7.714
1661,5.442,7.219
1662,5.438,5.742
1663,5.598,4.913
1664,5.416,5.222
1665,5.225,5.018
1666,4.827,5.273
1667,6.024,6.015
1668,4.948,4.955
1669,4.729,5.844
1670,4.818,5.46
1671,4.554,4.772
1672,4.452,5.056
1673,7.565,5.819
1674,5.505,5.727
1675,5.865,4.895
1676,5.749,5.497
1677,4.674,5.391
1678,4.554,5.355
1679,6.656,4.403
1680,5.357,5.976
1681,4.976,5.232
1682,5.281,4.665
1683,4.899,4.721
1684,5.981,6.505
1685,6.772,8.787
1686,4.624,7.796
1687,4.439,5.195
1688,4.158,7.528
1689,4.663,7.829
1690,5.38,8.4
1691,5.551,7.967
1692,6.678,7.734
1693,5.989,7.724
1694,5.807,5.39
1695,6.32,7.051
1696,5.746,6.959
1697,5.725,6.718
1698,5.764,5.705
1699,5.797,6.413
1700,5.825,6.617
1701,5.767,6.746
1702,5.876,6.665
1703,5.515,6.28
1704,5.882,7.161
1705,5.779,7.193
1706,5.555,8.28
1707,5.598,8.522
1708,5.584,5.045
1709,6.189,7.599
1710,5.893,7.399
1711,5.919,7.087
1712,5.976,6.09
1713,5.867,6.322
1714,5.831,6.378
1715,5.82,6.048
1716,5.705,7.993
1717,6.174,6.531
1718,5.408,6.029
1719,5.478,7.723
1720,5.679,5.448
1721,5.506,6.932
1722,5.507,8.554
1723,5.497,8.217
1724,5.486,7.725
1725,5.798,7.786
1726,5.508,5.996
1727,5.485,8.328
1728,5.48,9.489
1729,5.531,7.61
1730,5.696,6.643
1731,5.462,6.797
1732,5.438,6.155
1733,5.348,5.87
1734,5.478,5.809
1735,5.564,5.765
1736,5.461,7.026
1737,5.803,9.207
1738,5.654,7.364
1739,5.623,6.903
1740,5.673,6.556
1741,5.803,6.224
1742,6.06,6.562
1743,7.004,6.162
1744,7.03,5.998
1745,5.332,5.946
1746,5.11,6.112
1747,6.985,6.158
1748,6.722,7.426
1749,6.112,5.527
1750,5.757,8.388
1751,6.012,6.513
1752,6.286,6.771
1753,5.737,6.704
1754,5.892,8.217
1755,5.607,6.451
1756,5.805,6.06
1757,5.754,6.949
1758,6.042,5.408
1759,6.886,4.665
1760,6.746,5.606
1761,5.511,6.907
1762,7.163,6.643
1763,6.365,6.217
1764,6.475,6.529
1765,7.469,5.977
1766,6.739,5.838
1767,7.322,6.653
1768,6.799,6.759
1769,4.572,9.828
1770,4.662,5.835
1771,4.616,5.226
1772,4.593,5.355
1773,4.71,6.087
1774,4.585,5.476
1775,4.741,5.129
1776,6.799,5.142
1777,6.689,5.723
1778,6.018,5.356
1779,6.431,5.105
1780,5.995,4.712
1781,7.489,4.605
1782,6.589,4.976
1783,6.048,5.565
1784,5.919,5.027
1785,6.437,4.991
1786,6.216,4.94
1787,6.004,5.187
1788,6.25,5.025
1789,6.489,5.16
1790,6.224,5.325
1791,6.186,5.013
1792,6.24,4.808
1793,6.407,5.24
1794,6.014,4.578
1795,5.914,4.554
1796,5.96,4.295
1797,6.005,3.902
1798,6.209,3.887
1799,6.158,3.604
1800,6.124,4.381
1801,6.656,3.961
1802,6.232,4.378
1803,6.16,3.976
1804,6.124,4.147
1805,6.511,4.2
1806,5.906,4.227
1807,5.727,4.258
1808,5.949,3.727
1809,5.977,3.895
1810,6.401,3.959
1811,6.063,3.945
1812,5.629,4.111
1813,5.402,3.964
1814,5.635,3.601
1815,6.082,3.905
1816,5.977,4.131
1817,5.993,3.657
1818,6.041,4.57
1819,6.089,3.527
1820,5.825,3.956
1821,5.733,3.934
1822,5.72,3.726
1823,5.708,3.831
1824,5.795,4.108
1825,6.272,4.105
1826,6.027,4.094
1827,5.941,3.733
1828,5.989,3.514
1829,7.486,3.476
1830,6.81,3.672
1831,7.206,3.376
1832,6.925,4.294
1833,5.73,3.891
1834,5.245,3.971
1835,6.095,3.849
1836,5.267,3.802
1837,4.812,6.168
1838,5.386,6.205
1839,5.097,5.466
1840,5.039,5.18
1841,5.879,5.04
1842,5.365,5.203
1843,5.16,5.73
1844,5.508,5.166
1845,5.543,5.344
1846,4.995,5.059
1847,5.55,5.149
1848,5.768,5.362
1849,5.368,5.384
1850,5.735,5.437
1851,5.419,5.254
1852,7.049,5.526
1853,4.685,5.114
1854,4.814,5.428
1855,6.709,5.283
1856,6.303,5.342
1857,5.349,5.575
1858,5.424,5.512
1859,5.249,5.252
1860,5.435,5.142
1861,6.144,5.368
1862,6.056,4.964
1863,5.423,5.121
1864,5.249,5.49
1865,5.129,6.445
1866,4.969,6.858
1867,4.56,6.202
1868,4.621,5.62
1869,4.367,6.258
1870,4.657,6.521
1871,5.726,5.62
1872,4.38,5.6
1873,4.15,5.562
1874,4.638,6.168
1875,4.412,6.327
1876,4.348,5.775
1877,4.293,5.944
1878,3.438,6.825
1879,3.892,6.16
1880,4.075,6.229
1881,3.566,6.358
1882,3.558,5.926
1883,3.756,6.327
1884,5.024,6.364
1885,3.825,6.438
1886,3.724,6.149
1887,4.023,5.607
1888,3.326,5.969
1889,3.955,6.164
1890,3.366,5.041
1891,3.192,5.294
1892,4.604,5.18
1893,5.823,4.982
1894,3.71,6.68
1895,3.677,6.337
1896,6.217,7.095
1897,5.305,7.014
1898,3.77,6.855
1899,5.401,7.398
1900,3.256,6.794
1901,3.248,5.434
1902,3.071,5.817
1903,3.148,5.907
1904,3.125,5.22
1905,3.197,5.338
1906,3.347,5.367
1907,3.91,5.53
1908,5.421,5.778
1909,4.08,6.13
1910,5.253,5.38
1911,4.04,5.31
1912,4.206,5.824
1913,3.8,5.615
1914,4.288,5.838
1915,4.005,5.383
1916,4.291,5.358
1917,3.899,5.247
1918,3.481,5.48
1919,4.149,5.548
1920,3.496,5.598
1921,3.852,6.007
1922,3.941,6.652
1923,3.975,6.777
1924,3.992,5.527
1925,4.057,7.227
1926,4.304,6.061
1927,4.27,6.835
1928,4.16,6.534
1929,4.206,6.87
1930,3.904,6.624
1931,3.752,8.315
1932,3.898,7.574
1933,3.889,8.929
1934,3.622,6.96
1935,3.715,6.275
1936,3.954,6.454
1937,3.867,7.836
1938,3.921,7.381
1939,3.793,6.957
1940,3.937,5.941
1941,3.7,5.643
1942,3.534,5.643
1943,3.956,6.031
1944,3.916,6.457
1945,3.531,5.311
1946,4.183,6.282
1947,3.911,6.343
1948,3.851,5.253
1949,3.619,5.584
1950,3.73,6.122
1951,3.75,5.916
1952,3.442,6.773
1953,3.865,6.578
1954,3.76,6.358
1955,4.171,5.868
1956,3.626,5.815
1957,3.369,6.841
1958,3.212,6.196
1959,3.395,5.847
1960,6.524,6.547
1961,7.505,7.01
1962,7.388,6.035
1963,6.042,6.755
1964,5.511,6.567
1965,3.91,6.21
1966,5.184,6.139
1967,4.925,5.955
1968,7.321,5.714
1969,5.642,4.94
1970,5.38,5.544
1971,6.196,5.64
1972,4.638,5.518
1973,6.563,5.973
1974,5.843,6.104
1975,4.518,5.635
1976,5.218,6.076
1977,4.604,6.108
1978,4.379,6.385
1979,4.52,5.009
1980,4.324,5.052
1981,4.649,5.693
1982,4.634,5.851
1983,4.466,5.562
1984,4.533,5.587
1985,4.565,5.618
1986,4.308,6.613
1987,4.998,5.066
1988,4.421,5.69
1989,4.266,6.065
1990,4.343,5.314
1991,4.527,4.777
1992,4.574,4.972
1993,4.285,5.403
1994,4.216,4.928
1995,4.625,5.024
1996,4.419,5.456
1997,5.069,5.601
1998,4.437,5.102
1999,4.443,4.577
2000,4.247,5.288
2001,4.107,5.746
2002,4.119,9.333
2003,4.247,6.891
2004,4.49,6.586
2005,4.181,6.519
2006,4.006,5.85
2007,4.257,6.33
2008,4.212,6.088
2009,3.867,6.321
2010,3.719,6.175
2011,3.977,6.147
2012,3.957,6.468
2013,3.59,5.861
2014,4.042,5.359
2015,3.956,5.796
2016,4.171,6.117
2017,4.278,5.858
2018,3.978,9.468
2019,3.985,8.559
2020,3.806,7.399
2021,3.822,6.479
2022,3.811,7.244
2023,3.87,6.109
2024,3.903,5.921
2025,3.905,5.862
2026,3.936,6.189
2027,4.004,6.092
2028,4.085,5.865
2029,4.083,5.733
2030,3.901,5.709
2031,4.069,5.421
2032,3.914,6.196
2033,3.917,6.06
2034,4.07,6.093
2035,4.073,5.706
2036,4.108,5.783
2037,3.857,6.217
2038,4.179,6.164
2039,3.968,6.623
2040,3.979,5.93
2041,4.115,5.985
2042,4.102,6.063
2043,4.096,5.956
2044,3.937,6.049
2045,3.977,6.355
2046,3.584,9.89
2047,3.939,7.489
2048,3.707,6.139
2049,3.719,8.114
2050,3.955,6.219
2051,3.941,5.515
2052,3.827,5.581
2053,4.056,5.891
2054,4.041,5.707
2055,4.561,8.881
2056,5.865,6.81
2057,4.908,7.045
2058,6.068,7.91
2059,4.788,8.906
2060,4.769,6.906
2061,4.786,6.492
2062,4.448,7.035
2063,4.167,9.89
2064,4.718,6.309
2065,4.436,4.082
2066,5.087,5.021
2067,5.475,9.73
2068,5.594,9.99
2069,5.864,6.817
2070,5.932,7.954
2071,4.879,6.964
2072,5.216,8.156
2073,4.86,8.434
2074,4.481,9.84
2075,5.238,7.229
2076,5.678,7.756
2077,4.857,8.547
2078,7.277,8.279
2079,5.165,8.642
2080,4.405,9.432
2081,4.275,9.026
2082,4.109,7.135
2083,4.226,5.656
2084,4.1,6.045
2085,4.115,5.968
2086,4.125,5.992
2087,4.178,6.053
2088,4.18,5.832
2089,4.048,8.29
2090,4.388,5.742
2091,4.076,6.812
2092,4.195,8.027
2093,4.172,7.103
2094,4.282,8.442
2095,4.123,9.636
2096,3.956,8.557
2097,4.132,6.743
2098,4.612,6.204
2099,3.984,9.621
2100,3.58,6.734
2101,3.803,7.528
2102,5.201,5.793
2103,4.122,7.92
2104,3.926,8.148
2105,3.798,8.163
2106,3.953,9.929
2107,3.899,6.962
2108,4.316,9.632
2109,5.734,8.236
2110,5.593,6.454
2111,4.302,7.743
2112,4.199,9.593
2113,4.114,8.054
2114,3.977,6.317
2115,3.965,8.196
2116,4.166,7.783
2117,4.123,6.736
2118,4.065,9.21
2119,4.086,8.031
2120,4.16,4.151
2121,4.04,7.287
2122,4.002,6.496
2123,4.033,3.138
2124,4.118,9.129
2125,4.174,4.832
2126,4.122,6.899
2127,4.418,5.494
2128,4.073,4.352
2129,4.113,7.606
2130,4.289,10.044
2131,4.116,2.904
2132,3.917,3.857
2133,4.557,4.038
2134,3.845,3.579
2135,3.922,3.64
2136,3.893,4.192
2137,3.977,4.209
2138,4.017,4.134
2139,3.902,3.655
2140,4.035,3.983
2141,4.059,4.181
2142,4.29,3.548
2143,3.981,3.525
2144,4.255,3.703
2145,3.704,3.715
2146,3.715,4.3
2147,3.093,4.304
2148,3.277,4.692
2149,3.355,3.974
2150,3.214,4.213
2151,3.394,3.854
2152,3.266,4.77
2153,3.636,4.509
2154,3.619,4.062
2155,3.386,3.633
2156,3.506,4.457
2157,3.194,4.928
2158,3.332,3.563
2159,3.526,5.381
2160,3.569,4.694
2161,3.668,4.419
2162,3.455,5.331
2163,3.71,4.654
2164,3.58,4.751
2165,3.361,4.518
2166,3.324,4.79
2167,3.438,4.742
2168,3.508,5.144
2169,3.617,4.321
2170,3.715,4.276
2171,3.862,3.648
2172,3.816,4.696
2173,4.086,4.291
2174,3.891,4.035
2175,3.686,4.016
2176,3.689,4.39
2177,3.7,6.215
2178,3.671,5.041
2179,3.413,4.748
2180,3.83,6.508
2181,3.764,4.106
2182,5.367,3.766
2183,4.9,3.5
2184,5.367,3.804
2185,5.093,3.615
2186,4.908,3.636
2187,4.787,3.269
2188,4.807,3.617
2189,5.019,3.86
2190,5.286,3.858
2191,4.607,3.642
2192,4.734,3.896
2193,4.85,3.621
2194,4.761,3.348
2195,4.59,3.604
2196,4.689,3.512
2197,4.761,3.459
2198,4.503,3.411
2199,4.778,3.373
2200,4.474,3.632
2201,4.447,3.396
2202,4.403,3.317
2203,4.478,3.526
2204,4.539,3.374
2205,4.566,3.438
2206,4.776,3.116
2207,4.41,5.101
2208,4.436,5.493
2209,4.495,5.103
2210,4.383,4.958
2211,4.696,5.164
2212,4.536,5.183
2213,4.601,6.284
2214,4.727,5.049
2215,4.437,5.483
2216,4.25,5.641
2217,4.483,5.32
2218,4.549,5.666
2219,4.816,5.644
2220,4.454,6.286
2221,4.696,4.861
2222,4.745,4.684
2223,4.476,4.747
2224,4.745,5.373
2225,4.281,5.306
2226,3.783,6.787
2227,4.025,5.811
2228,4.342,8.236
2229,4.827,6.112
2230,4.035,6.461
2231,7.088,6.977
2232,5.425,7.793
2233,4.524,7.685
2234,4.106,8.091
2235,4.31,9.383
2236,4.443,7.196
2237,4.529,7.914
2238,4.241,9.063
2239,3.913,7.72
2240,3.915,7.112
2241,4.192,7.511
2242,3.913,7.766
2243,3.837,7.473
2244,3.883,10.029
2245,3.853,8.005
2246,4.101,9.207
2247,4.009,9.198
2248,4.017,9.961
2249,3.957,7.733
2250,3.952,7.962
2251,4.061,8.243
2252,4.021,9.289
2253,3.935,7.485
2254,3.927,7.769
2255,3.952,7.226
2256,3.968,7.246
2257,3.936,7.058
2258,4.04,6.929
2259,3.827,6.989
2260,4.121,6.784
2261,4.383,7.986
2262,4.255,7.032
2263,4.01,5.549
2264,3.871,5.855
2265,3.954,6.166
2266,4.058,5.872
2267,4.055,8.798
2268,3.951,7.475
2269,3.899,6.744
2270,3.989,6.187
2271,4.117,6.084
2272,4.228,6.432
2273,4.294,5.841
2274,6.912,6.524
2275,4.604,6.583
2276,4.353,6.406
2277,4.577,6.098
2278,4.896,5.709
2279,4.811,5.833
2280,4.194,6.12
2281,4.242,5.996
2282,4.375,6.625
2283,4.335,6.394
2284,4.106,7.487
2285,4.058,7.532
2286,4.38,6.753
2287,4.245,7.578
2288,4.11,7.128
2289,4.015,8.006
2290,3.989,6.756
2291,4.067,7.437
2292,4.067,6.232
2293,4.305,5.776
2294,4.126,6.898
2295,4.22,6.195
2296,4.408,7.02
2297,4.428,7.749
2298,4.765,8.8
2299,4.702,7.659
2300,4.106,5.924
2301,4.334,5.977
2302,3.928,6.65
2303,4.114,6.973
2304,3.912,7.379
2305,4.083,6.569
2306,4.391,5.95
2307,4.767,5.471
2308,4.408,5.747
2309,4.311,5.438
2310,4.397,5.642
2311,4.418,5.641
2312,4.251,5.73
2313,3.934,6.128
2314,3.905,6.11
2315,7.173,6.331
2316,6.187,5.944
2317,6.576,7.177
2318,6.137,6.492
2319,6.026,5.279
2320,5.643,6.062
2321,6.404,7.537
2322,6.339,7.764
2323,5.624,6.048
2324,6.871,6.271
2325,5.613,6.947
2326,6.175,7.426
2327,6.887,6.394
2328,6.101,7.763
2329,6.943,6.261
2330,6.033,6.824
2331,5.145,6.477
2332,4.943,7.268
2333,5.872,6.424
2334,6.791,6.841
2335,5.969,7.247
2336,7.043,6.737
2337,6.637,6.897
2338,6.679,6.363
2339,6.795,5.767
2340,5.797,5.783
2341,5.881,6.15
2342,4.516,5.63
2343,7.509,5.52
2344,6.732,5.914
2345,6.972,5.514
2346,6.213,5.13
2347,5.645,5.639
2348,6.941,5.959
2349,4.529,5.56
2350,4.536,5.809
2351,4.497,5.87
2352,4.644,5.851
2353,4.378,5.181
2354,4.358,5.078
2355,4.113,4.927
2356,4.586,5.351
2357,4.291,5.638
2358,5.797,5.368
2359,5.373,5.906
2360,5.359,5.581
2361,6.231,6.237
2362,5.748,5.862
2363,5.117,5.266
2364,5.195,5.284
2365,4.397,5.575
2366,5.967,5.084
2367,5.55,5.182
2368,6.95,5.648
2369,5.739,5.579
2370,6.264,5.311
2371,5.505,5.254
2372,5.072,5.079
2373,6.038,5.269
2374,6.408,5.827
2375,6.249,5.191
2376,6.536,6.364
2377,7.225,5.182
2378,6.45,5.167
2379,5.693,6.246
2380,5.177,7.317
2381,5.954,6.752
2382,5.321,5.199
2383,5.578,6.88
2384,5.463,7.007
2385,5.722,6.937
2386,5.493,7.36
2387,4.967,6.681
2388,4.924,7.417
2389,6.555,4.696
2390,6.466,5.354
2391,5.917,5.509
2392,5.872,6.847
2393,5.875,7.077
2394,5.477,7.223
2395,5.041,7.049
2396,5.232,6.823
2397,5.566,7.948
2398,4.973,5.555
2399,5.608,5.194
2400,5.415,5.418
2401,5.089,6.157
2402,5.91,5.18
2403,5.102,5.084
2404,5.743,5.435
2405,5.762,6.089
2406,5.321,5.882
2407,5.367,5.301
2408,5.085,4.852
2409,5.592,6.005
2410,5.123,6.469
2411,6.765,5.556
2412,4.98,6.88
2413,5.571,6.969
2414,5.678,6.607
2415,5.316,6.469
2416,5.006,5.574
2417,5.725,7.28
2418,5.815,7.677
2419,6.835,6.103
2420,5.331,7.296
2421,5.488,8.837
2422,5.782,5.812
2423,5.151,7.171
2424,5.821,6.717
2425,5.678,7.273
2426,7.498,7.124
2427,5.553,5.544
2428,4.671,7.232
2429,4.802,6.278
2430,5.28,7.153
2431,5.232,5.728
2432,4.696,6.179
2433,5.391,7.221
2434,4.194,5.273
2435,4.135,5.115
2436,4.607,5.503
2437,4.06,5.554
2438,4.404,6.723
2439,4.772,4.632
2440,4.911,4.946
2441,5.386,5.579
2442,4.897,7.311
2443,4.451,6.447
2444,5.007,6.081
2445,4.246,6.779
2446,4.04,7.411
2447,4.726,8.22
2448,4.749,8.368
2449,5.382,6.279
2450,4.623,7.202
2451,4.75,7.033
2452,4.66,6.517
2453,4.71,6.07
2454,4.977,6.39
2455,4.576,6.598
2456,4.226,6.488
2457,5.468,7.52
2458,7.023,6.748
2459,3.702,6.917
2460,3.25,6.184
2461,3.256,5.977
2462,3.251,7.33
2463,3.327,8.172
2464,3.303,5.992
2465,3.337,9.541
2466,3.38,4.63
2467,3.433,4.681
2468,3.38,5.767
2469,3.391,5.196
2470,3.478,5.2
2471,3.377,7.688
2472,3.386,8.58
2473,3.376,5.678
2474,3.366,4.832
2475,3.411,5.196
2476,3.39,5.889
2477,3.433,5.673
2478,3.408,5.021
2479,3.829,4.801
2480,3.861,4.858
2481,3.318,4.991
2482,3.29,9.268
2483,3.31,6.172
2484,3.368,8.676
2485,4.909,6.313
2486,3.288,6.404
2487,3.33,6.889
2488,3.387,7.681
2489,3.335,6.872
2490,3.47,6.885
2491,3.362,6.902
2492,3.321,6.824
2493,3.322,6.114
2494,3.348,7.875
2495,3.422,6.239
2496,3.416,7.899
2497,3.381,7.869
2498,3.399,6.425
2499,3.404,6.287
2500,3.36,5.65
2501,4.046,7.628
2502,3.686,6.113
2503,3.59,6.88
2504,3.644,6.286
2505,3.596,8.513
2506,3.548,8.345
2507,3.529,7.014
2508,3.507,6.648
2509,3.625,7.129
2510,3.607,8.029
2511,3.586,7.163
2512,3.59,8.222
2513,3.684,7.909
2514,3.748,7.809
2515,3.774,8.394
2516,3.795,9.441
2517,3.78,7.711
2518,3.551,9.833
2519,3.544,7.594
2520,3.558,8.884
2521,3.716,6.616
2522,3.871,9.285
2523,3.671,5.943
2524,3.672,7.584
2525,3.685,7.754
2526,3.674,5.768
2527,3.705,5.084
2528,3.625,7.008
2529,3.641,6.417
2530,3.686,8.564
2531,3.601,8.673
2532,3.583,7.669
2533,3.575,9.568
2534,3.573,6.444
2535,3.454,3.54
2536,3.505,3.453
2537,3.434,3.329
2538,3.453,3.433
2539,3.44,3.454
2540,3.479,3.228
2541,3.507,3.116
2542,3.483,3.318
2543,4.789,3.091
2544,4.568,3.116
2545,3.652,3.09
2546,3.537,3.311
2547,3.372,3.212
2548,3.381,3.307
2549,3.389,3.198
2550,3.378,3.667
2551,3.382,3.642
2552,3.388,3.505
2553,3.389,3.424
2554,3.446,3.393
2555,3.39,3.231
2556,3.385,3.312
2557,3.405,3.239
2558,3.431,3.677
2559,3.454,3.724
2560,3.434,3.302
2561,3.696,3.455
2562,3.439,3.397
2563,3.438,3.6
2564,3.481,3.713
2565,3.449,4.012
2566,3.482,3.779
2567,3.436,4.097
2568,3.415,4.115
2569,3.499,3.666
2570,3.431,4.152
2571,3.419,4.134
2572,3.415,3.609
2573,3.395,3.992
2574,3.391,4.066
2575,3.39,3.747
2576,3.397,4.08
2577,3.421,3.877
2578,3.398,4.996
2579,3.398,9.463
2580,3.412,5.929
2581,3.442,7.863
2582,3.478,7.511
2583,3.45,5.922
2584,5.113,6.176
2585,4.141,6.275
2586,4.082,6.643
2587,3.968,7.025
2588,4.011,6.903
2589,4.107,6.796
2590,3.978,6.855
2591,4.131,7.135
2592,4.251,6.967
2593,4.076,7.047
2594,4.25,6.553
2595,5.656,6.88
2596,3.947,6.53
2597,4.069,6.199
2598,4.13,6.511
2599,4.121,7.186
2600,3.996,6.262
2601,4.07,5.745
2602,3.875,5.885
2603,3.873,6.46
2604,3.863,6.323
2605,3.905,6.276
2606,3.854,6.758
2607,3.888,6.523
2608,3.937,6.508
2609,3.946,6.652
2610,3.933,5.968
2611,4.067,6.718
2612,3.915,6.132
2613,3.932,6.974
2614,3.953,6.497
2615,3.979,6.206
2616,4.162,7.516
2617,3.977,7.641
2618,4.191,6.581
2619,4.216,5.92
2620,4.178,5.902
2621,4.146,6.443
2622,4.209,6.936
2623,4.382,6.405
2624,4.132,6.925
2625,4.174,6.394
2626,4.682,6.385
2627,4.022,6.363
2628,4.239,5.835
2629,4.042,7.392
2630,4.283,7.277
