,중앙에서벗어난정도_1,중앙에서벗어난정도_0
0,55.35294117647059,67.46875
1,57.294117647058826,75.86111111111111
2,57.61764705882353,59.94444444444444
3,58.26470588235294,55.5
4,59.02941176470589,49.285714285714285
5,59.02857142857143,62.68571428571428
6,58.6764705882353,57.77142857142857
7,58.74285714285714,63.65714285714286
8,58.23529411764706,83.0
9,58.55882352941177,77.37142857142857
10,56.114285714285714,79.0
11,56.65714285714286,67.75
12,56.42857142857143,63.62857142857143
13,55.22857142857143,63.02777777777778
14,54.48571428571429,64.71428571428571
15,54.48571428571429,55.4
16,53.48571428571429,67.54285714285714
17,52.0,69.48571428571428
18,52.8,80.69444444444444
19,53.885714285714286,41.94285714285714
20,53.48571428571429,50.51428571428571
21,52.51428571428571,63.4
22,52.42857142857143,57.885714285714286
23,52.457142857142856,61.8
24,51.85714285714285,42.8
25,51.54285714285714,49.62162162162162
26,51.142857142857146,31.38888888888889
27,50.91428571428571,70.26315789473684
28,50.55555555555556,13.4
29,50.74285714285714,75.35
30,50.82857142857143,23.194444444444443
31,50.2,49.82857142857143
32,50.48571428571429,41.91666666666666
33,50.51428571428571,62.11111111111112
34,50.51428571428571,27.444444444444443
35,50.02857142857143,45.810810810810814
36,49.54285714285714,47.61111111111112
37,49.62857142857143,11.166666666666666
38,48.97142857142857,44.94285714285714
39,49.22857142857143,54.51428571428571
40,49.82857142857143,31.7027027027027
41,50.02857142857143,56.48571428571429
42,61.54545454545455,44.17142857142857
43,31.027027027027028,52.51428571428571
44,56.0,48.91428571428571
45,53.114285714285714,51.125
46,49.142857142857146,72.69444444444444
47,49.82857142857143,76.15789473684211
48,47.34285714285714,70.95348837209302
49,48.54285714285714,54.975
50,49.6,73.83333333333333
51,45.82857142857143,74.54285714285714
52,33.51428571428571,72.44444444444444
53,37.6,59.45945945945946
54,45.82857142857143,45.43181818181818
55,45.77142857142857,46.43181818181818
56,45.91428571428571,47.36363636363637
57,47.05714285714286,63.36111111111112
58,48.885714285714286,67.02857142857142
59,50.94285714285714,68.42857142857143
60,51.17142857142857,68.97142857142858
61,51.25714285714286,68.13888888888889
62,50.91428571428571,71.8
63,50.85714285714285,68.28571428571429
64,50.65714285714286,61.66666666666666
65,51.62857142857143,87.72222222222223
66,52.25,63.55555555555556
67,46.22857142857143,46.08571428571429
68,50.31428571428572,52.6
69,50.62857142857143,49.41666666666666
70,52.05714285714286,50.638888888888886
71,52.885714285714286,50.30555555555556
72,51.71428571428572,49.638888888888886
73,52.142857142857146,49.22222222222222
74,52.17142857142857,48.66666666666666
75,51.94285714285714,49.80555555555556
76,52.17142857142857,50.05714285714286
77,51.68571428571428,53.972972972972975
78,50.51428571428571,49.885714285714286
79,50.05714285714286,51.54285714285714
80,48.8,50.62857142857143
81,49.62857142857143,47.885714285714286
82,50.48571428571429,37.76315789473684
83,49.82857142857143,48.71428571428572
84,45.15625,46.74285714285714
85,50.42857142857143,55.15625
86,47.55555555555556,48.02857142857143
87,52.41666666666666,71.82857142857142
88,53.66666666666666,48.083333333333336
89,53.47222222222222,49.44444444444444
90,52.94444444444444,30.02777777777778
91,53.61111111111112,71.61111111111111
92,53.22222222222222,26.77777777777778
93,52.138888888888886,72.27777777777777
94,52.0,38.16216216216216
95,51.388888888888886,19.38888888888889
96,52.36111111111112,46.35135135135136
97,50.97222222222222,45.8
98,49.94444444444444,39.04878048780488
99,52.138888888888886,68.6
100,51.51428571428571,10.916666666666666
101,52.0,56.073170731707314
102,51.583333333333336,60.90243902439025
103,51.25,38.078947368421055
104,50.638888888888886,12.0
105,50.72222222222222,89.22222222222223
106,50.66666666666666,22.61111111111111
107,51.44444444444444,41.833333333333336
108,51.08571428571429,57.833333333333336
109,50.72222222222222,50.65
110,50.142857142857146,44.35897435897436
111,49.68571428571428,57.39473684210526
112,49.68571428571428,34.36842105263158
113,50.02857142857143,33.47222222222222
114,50.55555555555556,66.34146341463415
115,50.142857142857146,80.57142857142857
116,49.638888888888886,58.65
117,49.27777777777778,54.526315789473685
118,49.41666666666666,30.73684210526316
119,49.27777777777778,41.60526315789474
120,49.91666666666666,67.88095238095238
121,48.61111111111112,58.51282051282051
122,47.638888888888886,40.8421052631579
123,47.75,30.405405405405407
124,71.5625,53.07692307692308
125,73.45714285714286,68.36842105263158
126,75.97142857142858,61.75
127,74.17142857142858,53.14705882352941
128,77.0,40.35897435897436
129,73.77142857142857,49.82857142857143
130,74.8,38.5
131,68.54285714285714,44.972972972972975
132,63.4,63.77142857142857
133,60.68571428571428,58.41176470588236
134,60.77142857142857,69.08823529411765
135,58.22857142857143,63.87878787878788
136,58.6,59.70588235294117
137,59.22857142857143,65.02941176470588
138,64.14285714285714,58.57142857142857
139,61.71428571428572,54.74285714285714
140,22.76923076923077,71.73809523809524
141,32.92307692307692,57.5609756097561
142,24.88888888888889,71.08571428571429
143,33.51428571428571,74.4
144,33.114285714285714,53.87179487179487
145,31.75,48.1219512195122
146,34.08571428571429,84.70588235294117
147,20.942857142857143,86.36585365853658
148,29.114285714285717,51.77777777777778
149,30.285714285714285,74.55555555555556
150,30.457142857142856,57.21052631578947
151,28.742857142857144,63.22857142857143
152,27.02857142857143,59.47368421052632
153,31.085714285714285,53.575
154,31.38888888888889,74.35
155,33.02857142857143,71.72093023255815
156,41.97222222222222,75.225
157,45.55555555555556,64.6923076923077
158,42.30555555555556,34.35294117647059
159,41.61111111111112,29.414634146341463
160,40.77142857142857,11.517241379310343
161,40.69444444444444,6.25
162,42.30555555555556,9.580645161290322
163,41.51428571428571,7.03030303030303
164,40.02857142857143,9.529411764705882
165,45.0,10.205882352941176
166,28.02857142857143,23.63636363636364
167,18.085714285714285,17.939393939393938
168,19.77142857142857,17.606060606060606
169,14.705882352941176,11.757575757575758
170,17.529411764705884,6.03030303030303
171,20.457142857142856,2.0303030303030303
172,18.114285714285717,9.4375
173,19.485714285714284,33.39393939393939
174,19.02857142857143,34.705882352941174
175,19.571428571428573,20.97142857142857
176,19.571428571428573,29.942857142857143
177,18.37142857142857,12.617647058823527
178,17.6,10.117647058823527
179,17.97142857142857,5.527777777777778
180,11.514285714285714,4.647058823529412
181,27.857142857142858,7.647058823529412
182,40.285714285714285,13.705882352941176
183,41.65714285714286,9.852941176470589
184,44.94285714285714,11.676470588235292
185,44.94285714285714,16.272727272727273
186,41.51428571428571,15.558823529411764
187,37.71428571428572,28.94117647058824
188,35.42857142857143,16.470588235294116
189,33.714285714285715,10.470588235294118
190,32.74285714285714,16.914285714285715
191,35.48571428571429,13.657142857142857
192,38.48571428571429,7.6571428571428575
193,39.371428571428574,16.970588235294116
194,37.62857142857143,13.085714285714284
195,32.68571428571428,19.61764705882353
196,29.285714285714285,16.5
197,48.91891891891892,10.757575757575758
198,60.4,14.818181818181818
199,63.48571428571429,8.117647058823529
200,63.02857142857143,12.696969696969695
201,61.85714285714285,16.90909090909091
202,65.22857142857143,7.0588235294117645
203,68.37142857142857,12.735294117647058
204,48.25714285714286,7.0588235294117645
205,44.05714285714286,5.029411764705882
206,44.02941176470589,6.235294117647059
207,50.4375,5.735294117647059
208,51.888888888888886,25.03125
209,70.29268292682927,18.96969696969697
210,64.62857142857143,19.11764705882353
211,64.77142857142857,14.5
212,65.31428571428572,33.029411764705884
213,66.02857142857142,13.764705882352942
214,53.114285714285714,3.294117647058824
215,45.114285714285714,0.5
216,47.08571428571429,0.5882352941176471
217,35.05555555555556,0.1818181818181818
218,52.54285714285714,0.5757575757575758
219,53.54285714285714,1.1470588235294117
220,62.77142857142857,1.8857142857142857
221,77.24444444444444,1.9142857142857144
222,74.53333333333333,10.428571428571429
223,75.2,5.057142857142857
224,75.66666666666667,4.257142857142857
225,69.64285714285714,1.6363636363636365
226,70.38636363636364,1.181818181818182
227,71.5111111111111,1.0
228,70.35555555555555,6.714285714285714
229,69.77272727272727,11.323529411764708
230,69.35555555555555,6.764705882352941
231,71.17777777777778,5.0
232,70.24444444444444,13.96875
233,68.11111111111111,32.75
234,73.61363636363636,16.333333333333332
235,65.71428571428571,12.678571428571429
236,54.08571428571429,26.387096774193548
237,47.97435897435897,13.766666666666667
238,57.55263157894737,16.90625
239,61.54285714285714,16.9375
240,14.28125,20.46875
241,14.228571428571428,20.15625
242,13.885714285714286,21.4375
243,13.77777777777778,22.3125
244,14.571428571428571,23.4375
245,14.428571428571429,22.65625
246,13.657142857142857,28.5625
247,13.13888888888889,37.15625
248,13.571428571428571,18.580645161290324
249,13.314285714285717,15.612903225806452
250,12.971428571428572,19.967741935483872
251,12.771428571428572,17.806451612903224
252,12.6,17.70967741935484
253,12.22222222222222,8.74074074074074
254,11.666666666666666,11.0
255,11.685714285714283,10.833333333333334
256,12.571428571428571,5.064516129032258
257,12.514285714285714,3.724137931034482
258,12.285714285714286,21.06451612903226
