,공포_1,공포_0
0,0.01,0.0478125
1,0.0176470588235294,0.1222857142857143
2,0.0147058823529411,0.0326470588235294
3,0.02,0.03
4,0.0202941176470588,0.0348571428571428
5,0.0145714285714285,0.0411428571428571
6,0.0197058823529411,0.0208571428571428
7,0.02,0.0397142857142857
8,0.0179411764705882,0.0897142857142857
9,0.0176470588235294,0.0485714285714286
10,0.0097142857142857,0.0211111111111111
11,0.0125714285714285,0.0102777777777777
12,0.0128571428571428,0.0111428571428571
13,0.0077142857142857,0.0269444444444444
14,0.0094285714285714,0.0542857142857143
15,0.0097142857142857,0.0351428571428571
16,0.0102857142857142,0.0451428571428571
17,0.012,0.0245714285714285
18,0.0134285714285714,0.01
19,0.0225714285714285,0.0111428571428571
20,0.0208571428571428,0.0148571428571428
21,0.0165714285714285,0.024
22,0.0117142857142857,0.0171428571428571
23,0.0162857142857142,0.0328571428571428
24,0.0231428571428571,0.0125714285714285
25,0.0217142857142857,0.01125
26,0.0265714285714285,0.0156666666666666
27,0.0251428571428571,0.005
28,0.0208333333333333,0.0157142857142857
29,0.0245714285714285,0.0452631578947368
30,0.0237142857142857,0.0142424242424242
31,0.0194285714285714,0.014
32,0.0191428571428571,0.0483333333333333
33,0.0211428571428571,0.0997222222222222
34,0.0228571428571428,0.0213888888888888
35,0.0122857142857142,0.02
36,0.0111428571428571,0.0417142857142857
37,0.0102857142857142,0.0319444444444444
38,0.0125714285714285,0.0468571428571428
39,0.012,0.0457142857142857
40,0.0131428571428571,0.0217241379310344
41,0.0137142857142857,0.0102857142857142
42,0.1234375,0.036
43,0.023,0.0368571428571428
44,0.0268571428571428,0.0345714285714285
45,0.0162857142857142,0.0475
46,0.0194285714285714,0.06
47,0.0162857142857142,0.0323076923076923
48,0.0297142857142857,0.0322222222222222
49,0.038,0.0541176470588235
50,0.0031428571428571,0.0294444444444444
51,0.0048571428571428,0.0274285714285714
52,0.0022857142857142,0.0266666666666666
53,0.0162857142857142,0.0628
54,0.0151428571428571,0.0
55,0.0202857142857142,0.0
56,0.0134285714285714,0.0
57,0.0157142857142857,0.034
58,0.0191428571428571,0.0137142857142857
59,0.0222857142857142,0.0611428571428571
60,0.0208571428571428,0.0285714285714285
61,0.0254285714285714,0.0302777777777777
62,0.0234285714285714,0.0388571428571428
63,0.0185714285714285,0.0182857142857142
64,0.0191428571428571,0.0380555555555555
65,0.0211428571428571,0.0533333333333333
66,0.0147222222222222,0.0161111111111111
67,0.0271428571428571,0.0
68,0.0322857142857142,0.0005714285714285
69,0.0282857142857143,0.0030555555555555
70,0.0385714285714285,0.0077777777777777
71,0.0314285714285714,0.0108333333333333
72,0.0388571428571428,0.0161111111111111
73,0.0251428571428571,0.0858333333333333
74,0.0154285714285714,0.0613888888888888
75,0.018,0.0166666666666666
76,0.0214285714285714,0.0105714285714285
77,0.016,0.051
78,0.014,0.0068571428571428
79,0.0274285714285714,0.0037142857142857
80,0.0257142857142857,0.0234285714285714
81,0.036,0.0351428571428571
82,0.0465714285714286,0.0264
83,0.032,0.0057142857142857
84,0.010625,0.0028571428571428
85,0.0111428571428571,0.0734375
86,0.0080555555555555,0.0568571428571429
87,0.0122222222222222,0.1137142857142856
88,0.0155555555555555,0.0519444444444444
89,0.0122222222222222,0.1013888888888888
90,0.0225,0.0283333333333333
91,0.0175,0.0658333333333333
92,0.0263888888888889,0.0161111111111111
93,0.0275,0.025
94,0.0322222222222222,0.0358823529411764
95,0.025,0.0322222222222222
96,0.0269444444444444,0.1329032258064515
97,0.0208333333333333,0.0428571428571428
98,0.0188888888888889,0.0405263157894736
99,0.0319444444444444,0.0226315789473684
100,0.0374285714285714,0.0233333333333333
101,0.0302777777777777,0.0294736842105263
102,0.0208333333333333,0.0227777777777777
103,0.0280555555555555,0.0168
104,0.0244444444444444,0.0139393939393939
105,0.0261111111111111,0.0262857142857142
106,0.0247222222222222,0.0116666666666666
107,0.0261111111111111,0.0452777777777777
108,0.0257142857142857,0.0708333333333333
109,0.0105555555555555,0.06875
110,0.0111428571428571,0.06625
111,0.0062857142857142,0.044
112,0.0088571428571428,0.055
113,0.0102857142857142,0.0591428571428571
114,0.0127777777777777,0.0327777777777777
115,0.01,0.0608333333333333
116,0.0152777777777777,0.0459090909090909
117,0.0188888888888888,0.0648148148148148
118,0.0094444444444444,0.02
119,0.0102777777777777,0.0396428571428571
120,0.015,0.036875
121,0.0213888888888888,0.03
122,0.0188888888888888,0.0292857142857143
123,0.0180555555555555,0.0182758620689655
124,0.0871875,0.0369565217391304
125,0.1228571428571428,0.1057692307692307
126,0.1262857142857142,0.07125
127,0.0862857142857142,0.0729411764705882
128,0.1039999999999999,0.108
129,0.092,0.1648484848484848
130,0.092,0.1610344827586207
131,0.1248571428571428,0.1646153846153846
132,0.1328571428571428,0.0858823529411764
133,0.1097142857142857,0.088235294117647
134,0.1411428571428571,0.0864705882352941
135,0.0962857142857143,0.1387878787878788
136,0.0911428571428571,0.2302941176470588
137,0.0785714285714285,0.0861764705882352
138,0.106,0.0385714285714285
139,0.1399999999999999,0.0478787878787879
140,0.1404347826086956,0.23
141,0.0342857142857142,0.0
142,0.0479411764705882,0.0577777777777777
143,0.0965714285714285,0.0512903225806451
144,0.0831428571428571,0.0627586206896552
145,0.09,0.0
146,0.088,0.0
147,0.0751428571428571,0.0946875
148,0.0782857142857142,0.1870588235294117
149,0.058,0.0955882352941176
150,0.0645714285714285,0.1034375
151,0.07,0.129375
152,0.0862857142857143,0.1315151515151515
153,0.0905714285714285,0.0712121212121212
154,0.0888235294117647,0.0609090909090909
155,0.0928571428571428,0.1341379310344827
156,0.1222222222222222,0.1972727272727272
157,0.1066666666666666,0.0861111111111111
158,0.0416666666666666,0.0909523809523809
159,0.0738888888888888,0.16
160,0.122,0.2822222222222221
161,0.13,0.1912499999999999
162,0.0727777777777777,0.165
163,0.0868571428571428,0.19125
164,0.1177142857142856,0.0
165,0.031875,0.2733333333333333
166,0.0185714285714285,0.1541666666666666
167,0.0717142857142857,0.0876470588235294
168,0.0897142857142857,0.0853125
169,0.0985294117647059,0.1644444444444444
170,0.123235294117647,0.1281818181818182
171,0.0988571428571428,0.1679999999999999
172,0.0868571428571428,0.0
173,0.0737142857142857,0.224
174,0.0988571428571428,0.0535294117647058
175,0.1451428571428571,0.0370588235294117
176,0.1782857142857142,0.0208333333333333
177,0.0931428571428571,0.0093103448275862
178,0.1157142857142857,0.009375
179,0.1651428571428571,0.0125806451612903
180,0.0974285714285713,0.0106060606060606
181,0.0265714285714285,0.0047058823529411
182,0.0468571428571428,0.0223529411764705
183,0.0562857142857143,0.0239393939393939
184,0.0502857142857143,0.0745454545454545
185,0.0591428571428571,0.0525
186,0.0588571428571428,0.0769696969696969
187,0.0542857142857143,0.0751515151515151
188,0.0385714285714285,0.0751515151515151
189,0.0405714285714285,0.02
190,0.052,0.0087878787878787
191,0.0628571428571428,0.0094117647058823
192,0.0674285714285714,0.0251428571428571
193,0.06,0.0451428571428571
194,0.066,0.0866666666666666
195,0.0691428571428571,0.0773529411764706
196,0.0641379310344827,0.059
197,0.0428571428571428,0.0861764705882353
198,0.0451428571428571,0.0903030303030302
199,0.0408571428571428,0.0241176470588235
200,0.06,0.015
201,0.0717142857142857,0.0197058823529411
202,0.0657142857142857,0.0169696969696969
203,0.0782857142857143,0.0114705882352941
204,0.0765714285714285,0.0476470588235294
205,0.1270588235294117,0.0347058823529411
206,0.0365625,0.0455882352941176
207,0.0409375,0.0114285714285714
208,0.0339999999999999,0.014
209,0.0694285714285714,0.0091428571428571
210,0.0534285714285714,0.0173529411764705
211,0.0685714285714286,0.0128571428571428
212,0.0508571428571428,0.0170588235294117
213,0.0371428571428571,0.01625
