,중립_1,중립_0
0,0.8458823529411765,0.6384374999999999
1,0.8270588235294116,0.5674285714285715
2,0.8305882352941178,0.4173529411764706
3,0.8114705882352938,0.3802777777777778
4,0.8002941176470586,0.6182857142857141
5,0.8162857142857143,0.6662857142857144
6,0.7932352941176473,0.7028571428571428
7,0.790285714285714,0.7357142857142858
8,0.8176470588235294,0.5968571428571429
9,0.8117647058823528,0.4554285714285714
10,0.856285714285714,0.8163888888888889
11,0.8099999999999999,0.8658333333333329
12,0.8614285714285714,0.8399999999999999
13,0.9022857142857148,0.7419444444444444
14,0.8785714285714287,0.6565714285714286
15,0.883714285714286,0.7871428571428571
16,0.8688571428571428,0.6708571428571434
17,0.8597142857142859,0.8014285714285716
18,0.8502857142857141,0.8994444444444447
19,0.81,0.9071428571428574
20,0.8440000000000002,0.8994285714285717
21,0.8594285714285714,0.8248571428571428
22,0.8522857142857144,0.8637142857142859
23,0.8465714285714285,0.8465714285714286
24,0.7962857142857142,0.469142857142857
25,0.8208571428571427,0.01625
26,0.7477142857142857,0.0313333333333333
27,0.7574285714285715,0.0333333333333333
28,0.8188888888888888,0.0467857142857142
29,0.8077142857142857,0.2121052631578947
30,0.7837142857142857,0.1563636363636364
31,0.8205714285714285,0.2651428571428571
32,0.8248571428571427,0.3211111111111111
33,0.8282857142857143,0.4672222222222222
34,0.8025714285714286,0.5497222222222222
35,0.8522857142857142,0.4051612903225806
36,0.8925714285714287,0.5428571428571427
37,0.8745714285714288,0.6988888888888889
38,0.8808571428571432,0.6402857142857142
39,0.880857142857143,0.6562857142857143
40,0.878,0.6724137931034483
41,0.8628571428571428,0.8334285714285716
42,0.5515625000000001,0.6502857142857141
43,0.6486666666666668,0.6325714285714286
44,0.7005714285714284,0.7180000000000001
45,0.8242857142857144,0.80375
46,0.8665714285714285,0.6609677419354838
47,0.876,0.745
48,0.8145714285714287,0.7
49,0.7842857142857143,0.521764705882353
50,0.8582857142857143,0.4375
51,0.9108571428571428,0.4328571428571429
52,0.9394285714285712,0.4130555555555555
53,0.872,0.1364
54,0.901714285714286,0.0
55,0.8728571428571428,0.0
56,0.8862857142857141,0.0
57,0.8622857142857142,0.664
58,0.856,0.3748571428571428
59,0.8539999999999999,0.5291428571428572
60,0.858,0.5514285714285716
61,0.8497142857142855,0.5247222222222221
62,0.8477142857142856,0.3622857142857143
63,0.8951428571428571,0.2614285714285715
64,0.8848571428571428,0.2991666666666668
65,0.8745714285714287,0.4302777777777777
66,0.8861111111111114,0.1961111111111109
67,0.7397142857142858,0.0265714285714285
68,0.7848571428571428,0.0411428571428571
69,0.7328571428571428,0.0583333333333333
70,0.6754285714285716,0.0875
71,0.7571428571428572,0.0972222222222222
72,0.6262857142857142,0.1088888888888888
73,0.6691428571428569,0.4822222222222221
74,0.8028571428571428,0.3902777777777778
75,0.7879999999999999,0.3980555555555555
76,0.8108571428571428,0.2942857142857142
77,0.8119999999999998,0.343
78,0.8202857142857144,0.6645714285714284
79,0.7262857142857144,0.8114285714285716
80,0.7931428571428573,0.7697142857142859
81,0.6771428571428573,0.7502857142857142
82,0.7040000000000001,0.7496
83,0.7231428571428569,0.8965714285714284
84,0.8034374999999998,0.91
85,0.8197142857142858,0.6428124999999999
86,0.8908333333333336,0.7237142857142858
87,0.8425,0.5831428571428572
88,0.8277777777777778,0.53
89,0.8416666666666665,0.5291666666666667
90,0.7736111111111109,0.7316666666666667
91,0.8194444444444443,0.5533333333333336
92,0.8041666666666668,0.801388888888889
93,0.7847222222222221,0.7633333333333332
94,0.798888888888889,0.7447058823529411
95,0.7991666666666665,0.7666666666666666
96,0.808611111111111,0.4896774193548387
97,0.8419444444444444,0.6961904761904761
98,0.8444444444444444,0.4742105263157893
99,0.7944444444444445,0.4194736842105263
100,0.8074285714285713,0.6816666666666668
101,0.8013888888888889,0.5573684210526316
102,0.8363888888888886,0.423888888888889
103,0.8183333333333331,0.7028000000000002
104,0.8383333333333334,0.8172727272727273
105,0.8277777777777778,0.8311428571428572
106,0.8327777777777777,0.8611111111111114
107,0.8358333333333333,0.7425000000000002
108,0.828,0.6747222222222222
109,0.826944444444444,0.6308333333333334
110,0.7968571428571428,0.6229166666666665
111,0.9082857142857148,0.791
112,0.8817142857142858,0.7707142857142856
113,0.8542857142857142,0.7774285714285714
114,0.8330555555555557,0.7205555555555555
115,0.8382857142857144,0.6166666666666666
116,0.8172222222222223,0.7145454545454544
117,0.8408333333333337,0.7270370370370371
118,0.8597222222222224,0.8621428571428569
119,0.8433333333333332,0.7821428571428571
120,0.8391666666666665,0.789375
121,0.8238888888888888,0.8275000000000001
122,0.8605555555555556,0.8289285714285716
123,0.8347222222222223,0.8324137931034482
124,0.6118749999999998,0.792608695652174
125,0.6439999999999999,0.6246153846153846
126,0.5405714285714285,0.5940625000000002
127,0.5439999999999998,0.6332352941176471
128,0.5262857142857142,0.444
129,0.5894285714285714,0.4245454545454546
130,0.602,0.4768965517241378
131,0.5328571428571428,0.3011538461538462
132,0.5488571428571429,0.3417647058823529
133,0.5102857142857141,0.4755882352941177
134,0.4917142857142857,0.531764705882353
135,0.6322857142857142,0.45
136,0.5959999999999999,0.3911764705882352
137,0.5925714285714285,0.4555882352941177
138,0.5617142857142856,0.4665714285714286
139,0.5291428571428571,0.473030303030303
140,0.4956521739130434,0.075
141,0.6276190476190477,0.0
142,0.5723529411764705,0.1422222222222222
143,0.4448571428571428,0.2190322580645161
144,0.3542857142857142,0.1355172413793103
145,0.435,0.0
146,0.5294285714285715,0.0
147,0.6465714285714288,0.18
148,0.5605714285714286,0.1402941176470588
149,0.5682857142857141,0.0829411764705882
150,0.5082857142857142,0.10375
151,0.4848571428571428,0.1559375
152,0.669714285714286,0.1096969696969696
153,0.5654285714285713,0.046060606060606
154,0.4864705882352941,0.0490909090909091
155,0.5277142857142858,0.103103448275862
156,0.3055555555555556,0.1687878787878787
157,0.3677777777777776,0.1866666666666666
158,0.4333333333333333,0.1952380952380952
159,0.2708333333333333,0.1890909090909091
160,0.2482857142857143,0.025
161,0.3886111111111111,0.1288888888888889
162,0.5491666666666667,0.17625
163,0.6088571428571428,0.01
164,0.576,0.06375
165,0.4540624999999999,0.0
166,0.7228571428571429,0.22
167,0.477142857142857,0.238235294117647
168,0.3328571428571428,0.1033333333333333
169,0.3294117647058824,0.4
170,0.3152941176470588,0.4025000000000001
171,0.5022857142857142,0.22
172,0.38,0.2299999999999999
173,0.3842857142857142,0.162
174,0.44,0.0
175,0.3331428571428572,0.1819999999999999
176,0.256,0.3547058823529412
177,0.2437142857142857,0.521470588235294
178,0.4505714285714287,0.6108333333333333
179,0.5151428571428572,0.7710344827586205
180,0.4062857142857142,0.8690625000000001
181,0.6542857142857144,0.8606451612903225
182,0.7491428571428571,0.8830303030303032
183,0.6274285714285714,0.9144117647058826
184,0.5211428571428574,0.8129411764705881
185,0.5448571428571428,0.7706060606060606
186,0.4682857142857142,0.0587878787878788
187,0.4437142857142856,0.1007142857142857
188,0.4177142857142857,0.0706060606060606
189,0.4925714285714285,0.1051515151515151
190,0.5220000000000001,0.0969696969696969
191,0.502857142857143,0.7545161290322582
192,0.5148571428571429,0.9154545454545456
193,0.5439999999999999,0.9123529411764708
194,0.512,0.788
195,0.6037142857142856,0.5502857142857143
196,0.5234285714285712,0.0553333333333333
197,0.4334482758620689,0.058235294117647
198,0.6251428571428571,0.156
199,0.6642857142857143,0.1444117647058823
200,0.7334285714285715,0.22
201,0.7005714285714284,0.7938235294117647
202,0.6005714285714286,0.8673529411764707
203,0.528,0.8591176470588235
204,0.5785714285714286,0.8472727272727272
205,0.5402857142857144,0.8726470588235294
206,0.3823529411764705,0.6438235294117648
207,0.5443749999999999,0.8114705882352942
208,0.50375,0.7794117647058824
209,0.414,0.7931428571428571
210,0.5137142857142857,0.7771428571428572
211,0.5691428571428571,0.863142857142857
212,0.5894285714285713,0.8041176470588235
213,0.4628571428571428,0.7802857142857142
214,0.4648571428571428,0.7352941176470589
215,0.3842857142857143,0.7825000000000002
216,0.4539999999999999,0.8412121212121213
217,0.4365624999999999,0.8303030303030303
218,0.4251428571428572,0.8835294117647058
219,0.4285714285714285,0.8745454545454545
220,0.4344117647058825,0.8466666666666668
221,0.2266666666666666,0.9155882352941176
222,0.0,0.877058823529412
223,0.0,0.8420588235294117
224,0.0,0.9032352941176468
