,움직임_1,움직임_0
1358,2.025,5.071
1359,4.879,4.94
1360,4.081,4.454
1361,4.345,5.41
1362,4.576,4.934
1363,4.472,7.398
1364,6.646,7.216
1365,6.787,7.917
1366,6.928,6.987
1367,7.523,7.623
1368,5.195,8.61
1369,4.984,3.277
1370,4.869,8.38
1371,5.323,6.13
1372,7.616,9.623
1373,1.344,3.574
1374,6.078,8.257
1375,5.121,3.155
1376,5.494,1.871
1377,6.647,1.226
1378,6.788,1.176
1379,7.09,7.403
1380,6.477,2.162
1381,5.84,2.219
1382,6.837,4.555
1383,6.23,4.819
1384,6.227,1.435
1385,7.367,3.38
1386,5.832,1.525
1387,6.248,7.913
1388,7.367,2.089
1389,1.569,1.816
1390,2.529,2.162
1391,1.626,2.658
1392,4.013,8.07
1393,3.711,5.872
1394,1.854,5.517
1395,2.708,8.46
1396,3.02,8.186
1397,2.351,7.777
1398,2.627,6.612
1399,2.935,7.8
1400,3.771,3.195
1401,1.702,6.515
1402,1.38,8.208
1403,2.966,9.271
1404,1.892,7.777
1405,6.598,3.224
1406,6.174,3.247
1407,1.379,9.244
1408,5.152,7.042
1409,7.492,4.112
1410,1.632,9.584
1411,1.423,3.895
1412,1.495,7.873
1413,1.724,5.527
1414,1.618,4.506
1415,6.11,4.569
1416,6.724,6.11
1417,4.972,4.503
1418,2.223,1.314
1419,1.871,4.784
1420,5.94,4.473
1421,5.441,4.65
1422,6.56,4.3
1423,3.088,9.003
1424,7.09,1.887
1425,7.394,1.351
1426,6.337,1.304
1427,5.975,4.201
1428,5.364,7.678
1429,5.074,4.495
1430,5.912,9.672
1431,5.814,8.253
1432,6.751,7.709
1433,5.292,8.422
1434,5.06,2.64
1435,7.349,3.828
1436,4.971,5.171
1437,4.795,4.812
1438,4.47,6.419
1439,5.064,7.574
1440,6.145,6.021
1441,5.92,2.387
1442,4.291,2.107
1443,6.727,5.5
1444,5.401,2.968
1445,4.681,1.635
1446,5.149,7.12
1447,5.177,4.383
1448,5.069,4.463
1449,4.895,3.681
1450,4.865,4.598
1451,5.005,2.632
1452,5.024,2.116
1453,4.833,8.055
1454,4.678,5.188
1455,4.705,5.123
1456,4.656,4.976
1457,4.738,4.654
1458,4.946,4.668
1459,6.355,4.539
1460,4.816,5.568
1461,4.941,4.608
1462,5.171,4.396
1463,5.691,4.629
1464,5.057,4.68
1465,5.939,4.756
1466,4.86,4.622
1467,6.526,4.744
1468,5.892,3.482
1469,1.342,2.764
1470,6.26,2.51
1471,5.528,3.851
1472,5.813,5.258
1473,5.156,3.94
1474,7.301,5.439
1475,6.05,7.511
1476,5.529,8.511
1477,7.205,7.808
1478,5.727,6.789
1479,5.119,6.352
1480,5.201,6.429
1481,4.771,5.21
1482,4.607,7.496
1483,4.757,8.377
1484,4.865,6.577
1485,4.821,6.166
1486,5.082,5.732
1487,5.044,7.662
1488,4.872,8.249
1489,5.056,5.269
1490,5.038,1.821
1491,4.906,5.069
1492,5.04,7.428
1493,4.839,3.288
1494,4.818,1.943
1495,4.848,5.907
1496,5.971,4.567
1497,5.024,9.051
1498,4.705,4.888
1499,4.637,8.046
1500,4.8,5.89
1501,5.964,8.149
1502,6.711,5.67
1503,6.057,5.095
1504,7.352,4.741
1505,1.432,4.649
1506,7.585,4.569
1507,5.819,4.824
1508,4.533,4.861
1509,7.657,4.525
1510,4.428,4.54
1511,5.563,4.475
1512,4.904,4.724
1513,4.773,4.572
1514,4.863,4.554
1515,5.229,4.611
1516,4.851,4.636
1517,4.715,4.633
1518,6.366,4.76
1519,4.927,7.756
1520,4.92,1.647
1521,5.253,6.351
1522,5.607,6.259
1523,6.738,6.155
1524,6.211,4.905
1525,6.031,4.96
1526,5.417,5.601
1527,5.334,5.499
1528,5.557,5.56
1529,4.988,5.804
1530,5.183,7.276
1531,5.042,3.256
1532,5.014,5.325
1533,5.8,6.789
1534,5.439,2.956
1535,5.278,5.999
1536,5.255,4.408
1537,6.232,6.933
1538,5.438,6.811
1539,5.096,5.613
1540,5.128,3.152
1541,5.12,6.912
1542,5.042,8.011
1543,5.037,1.693
1544,5.672,3.884
1545,5.164,8.263
1546,5.206,1.747
1547,4.144,5.274
1548,3.537,4.668
1549,3.24,6.748
1550,3.474,5.98
1551,3.464,6.751
1552,4.197,6.713
1553,3.912,8.089
1554,4.114,2.397
1555,3.278,1.083
1556,3.381,0.947
1557,3.459,2.526
1558,7.407,8.249
1559,1.916,7.031
1560,2.342,5.201
1561,4.933,4.689
1562,5.904,4.559
1563,5.074,5.023
1564,4.487,4.747
1565,4.857,4.852
1566,5.046,5.902
1567,4.218,7.758
1568,5.636,4.214
1569,4.292,7.062
1570,5.5,7.019
1571,4.556,2.422
1572,6.022,9.612
1573,5.723,6.645
1574,4.672,5.392
1575,4.299,4.857
1576,4.097,4.952
1577,4.789,5.201
1578,4.388,5.121
1579,3.602,6.722
1580,3.61,2.225
1581,3.49,7.14
1582,3.62,5.761
1583,5.462,7.425
1584,1.426,6.391
1585,1.719,1.216
1586,1.43,5.714
1587,6.221,5.295
1588,4.46,7.592
1589,4.895,3.485
1590,3.969,3.829
1591,3.33,6.887
1592,3.356,8.754
1593,3.272,4.299
1594,3.636,5.211
1595,5.03,1.361
1596,5.674,8.483
1597,3.402,6.255
1598,3.679,7.957
1599,3.375,7.021
1600,3.434,1.883
1601,3.47,5.436
1602,3.468,5.654
1603,3.437,5.342
1604,3.355,6.04
1605,3.378,9.262
1606,3.472,6.786
1607,3.365,2.667
1608,3.336,5.14
1609,3.386,4.901
1610,3.348,4.63
1611,4.087,4.778
1612,3.776,5.124
1613,3.498,4.352
1614,3.378,4.55
1615,3.289,4.689
1616,3.224,4.209
1617,3.237,4.297
1618,3.268,4.469
1619,3.368,4.317
1620,3.38,4.348
1621,3.269,4.399
1622,3.197,4.652
1623,3.24,4.31
1624,3.841,4.639
1625,3.845,4.797
1626,3.778,5.846
1627,4.177,5.356
1628,3.545,9.679
1629,5.908,7.916
1630,4.423,5.357
1631,2.754,3.778
1632,2.647,3.842
1633,2.956,3.936
1634,2.048,3.985
1635,3.577,3.783
1636,1.599,4.446
1637,4.483,6.647
1638,4.042,5.907
1639,3.991,5.213
1640,4.521,4.059
1641,4.53,3.522
1642,4.084,3.543
1643,4.084,4.569
1644,5.984,3.548
1645,4.197,3.456
1646,4.194,3.712
1647,3.57,3.43
1648,3.49,3.829
1649,3.992,3.609
1650,3.635,4.455
1651,4.444,3.609
1652,3.565,4.264
1653,3.494,1.69
1654,3.833,1.23
1655,3.56,1.771
1656,3.616,6.641
1657,3.3,0.914
1658,3.407,5.693
1659,3.508,6.182
1660,3.402,1.591
1661,3.491,6.687
1662,3.242,5.531
1663,3.267,1.132
1664,3.354,0.928
1665,3.359,5.284
1666,3.338,5.892
1667,3.995,4.2
1668,3.324,3.579
1669,3.364,3.669
1670,3.527,3.382
1671,3.403,3.338
1672,3.426,3.533
1673,3.532,3.539
1674,3.547,3.808
1675,3.546,3.36
1676,3.604,4.546
1677,3.453,3.902
1678,3.624,4.246
1679,3.641,3.799
1680,3.586,4.002
1681,3.582,8.81
1682,4.234,1.257
1683,3.828,3.618
1684,3.417,1.992
1685,6.741,1.988
1686,4.499,4.652
1687,4.343,4.151
1688,4.645,4.067
1689,4.008,3.918
1690,3.999,4.119
1691,4.373,3.705
1692,4.481,4.079
1693,3.765,4.135
1694,3.801,3.901
1695,4.014,8.89
1696,3.85,5.402
1697,3.864,5.761
1698,3.763,5.903
1699,3.929,6.115
1700,4.029,5.79
1701,6.181,5.197
1702,4.562,4.754
1703,4.685,4.437
1704,4.972,4.374
1705,4.56,4.584
1706,4.189,7.654
1707,4.182,5.447
1708,4.359,5.391
1709,4.141,4.732
1710,4.358,5.051
1711,4.438,4.659
1712,4.401,4.582
1713,4.105,4.783
1714,4.364,5.481
1715,7.025,5.099
1716,4.116,5.675
1717,4.161,5.43
1718,4.091,5.413
1719,4.521,5.601
1720,3.959,7.447
1721,3.872,6.139
1722,3.986,6.341
1723,4.066,6.455
1724,3.956,6.876
1725,4.018,7.001
1726,3.765,7.461
1727,3.799,5.448
1728,3.868,6.604
1729,3.789,6.415
1730,3.825,6.964
1731,3.785,5.876
1732,3.786,5.134
1733,3.954,4.47
1734,6.912,5.669
1735,4.544,5.259
1736,4.472,4.111
1737,4.866,8.563
1738,4.065,5.121
1739,3.908,4.573
1740,3.964,4.742
1741,3.972,4.891
1742,3.989,5.493
1743,3.899,5.203
1744,3.761,5.102
1745,3.777,4.842
1746,4.054,5.067
1747,4.009,6.206
1748,4.039,7.123
1749,3.622,6.159
1750,3.664,5.202
1751,3.723,5.201
1752,3.673,5.649
1753,7.21,5.176
1754,4.836,5.301
1755,4.346,4.164
1756,4.03,4.829
1757,4.032,4.68
1758,4.478,4.838
1759,4.269,4.72
1760,3.853,4.459
1761,3.829,4.297
1762,4.118,4.885
1763,3.868,4.4
1764,3.965,4.619
1765,4.593,4.667
1766,4.09,4.845
1767,4.019,4.809
1768,3.832,6.106
1769,4.236,4.5
1770,4.271,5.177
1771,4.196,5.785
1772,3.985,4.699
1773,6.892,5.161
1774,7.042,4.246
1775,5.954,4.218
1776,5.64,4.629
1777,5.182,4.63
1778,6.257,4.4
1779,7.137,4.215
1780,6.232,4.864
1781,7.164,5.329
1782,5.034,4.467
1783,6.401,4.547
1784,5.56,4.79
1785,6.575,4.624
1786,3.009,4.711
1787,7.481,4.091
1788,7.454,4.358
1789,5.128,7.486
1790,6.454,4.585
1791,5.927,4.3
1792,6.548,4.412
1793,6.544,4.231
1794,5.208,4.401
1795,5.671,4.057
1796,5.392,4.229
1797,5.18,4.304
1798,4.881,4.395
1799,5.986,4.411
1800,5.691,4.712
1801,6.234,4.252
1802,7.081,4.414
1803,5.752,4.085
1804,6.377,4.033
1805,5.934,3.947
1806,7.737,4.072
1807,7.24,6.096
1808,6.307,3.915
1809,5.399,4.292
1810,5.057,3.867
1811,5.652,4.143
1812,6.713,3.952
1813,6.326,3.925
1814,5.609,8.66
1815,5.414,6.124
1816,5.334,4.55
1817,5.178,4.23
1818,5.301,4.549
1819,5.223,4.469
1820,5.888,4.443
1821,5.883,4.196
1822,5.441,4.514
1823,5.609,4.442
1824,4.962,4.193
1825,5.494,4.24
1826,6.532,4.24
1827,6.865,4.371
1828,6.539,4.354
1829,5.386,4.974
1830,6.782,7.963
1831,6.323,5.221
1832,6.09,4.411
1833,5.692,4.437
1834,5.019,4.421
1835,5.071,4.714
1836,6.227,4.397
1837,4.929,5.864
1838,6.011,6.825
1839,6.163,4.785
1840,7.169,6.226
1841,5.943,5.458
1842,6.597,4.341
1843,6.187,4.644
1844,7.045,5.051
1845,7.542,8.876
1846,6.559,5.402
1847,6.173,5.599
1848,7.634,6.397
1849,6.769,5.695
1850,6.397,5.661
1851,5.754,4.863
1852,4.411,5.032
1853,5.402,5.13
1854,4.98,5.19
1855,4.846,5.693
1856,4.675,4.366
1857,4.953,4.47
1858,5.376,4.516
1859,5.111,4.155
1860,5.965,6.759
1861,5.827,5.805
1862,5.822,8.569
1863,5.7,6.498
1864,5.986,6.869
1865,5.273,5.79
1866,6.248,5.489
1867,6.634,8.389
1868,6.455,8.457
1869,6.626,8.693
1870,3.702,8.657
1871,3.25,9.318
1872,3.256,5.761
1873,3.251,6.91
1874,3.327,6.865
1875,3.303,9.541
1876,3.337,8.756
1877,3.38,9.174
1878,3.433,6.81
1879,3.38,6.926
1880,3.391,8.701
1881,3.478,7.248
1882,3.377,6.026
1883,3.386,5.355
1884,3.376,5.817
1885,3.366,5.135
1886,4.789,5.681
1887,4.568,5.376
1888,3.652,5.454
1889,3.537,5.748
1890,3.372,7.243
1891,3.381,6.007
1892,3.389,6.558
1893,3.378,6.761
1894,3.844,7.373
1895,3.468,8.251
1896,3.68,7.642
1897,3.553,9.299
1898,3.449,4.529
1899,3.447,6.64
1900,3.429,5.867
1901,3.484,4.435
1902,3.6,5.776
1903,3.754,9.372
1904,3.717,8.905
1905,3.739,7.952
1906,3.655,8.631
1907,3.643,9.013
1908,3.739,7.065
1909,3.722,6.758
1910,3.777,7.585
1911,3.986,5.874
1912,3.839,7.371
1913,3.413,5.117
1914,3.406,4.927
1915,3.446,5.665
1916,3.567,7.636
1917,3.59,5.595
1918,3.517,5.362
1919,3.561,4.909
1920,3.585,4.602
1921,3.442,4.616
1922,3.473,4.555
1923,3.531,4.831
1924,3.474,4.63
1925,3.464,4.599
1926,3.78,4.9
1927,3.382,5.17
1928,3.274,5.198
1929,3.268,6.151
1930,3.822,8.237
1931,4.002,6.31
1932,3.321,5.759
1933,3.277,5.915
1934,3.398,4.951
1935,3.864,4.67
1936,4.627,8.922
1937,3.437,5.632
1938,3.512,5.059
1939,3.605,5.329
1940,3.556,6.485
1941,3.489,6.419
1942,3.397,5.688
1943,3.376,4.929
1944,3.713,5.657
1945,3.315,5.483
1946,3.261,5.244
1947,3.255,5.265
1948,3.287,7.682
1949,3.337,5.808
1950,3.349,9.133
1951,4.81,7.205
1952,3.977,5.598
1953,3.762,6.125
1954,4.556,5.488
1955,3.939,4.662
1956,3.697,4.701
1957,3.406,4.747
1958,4.639,4.7
1959,4.529,5.568
1960,4.208,3.835
1961,4.606,3.605
1962,4.958,3.258
1963,4.401,3.443
1964,4.582,3.609
1965,4.654,3.143
1966,4.046,3.446
1967,3.686,3.512
1968,3.59,3.463
1969,3.644,3.409
1970,3.596,3.497
1971,3.548,3.591
1972,3.529,3.257
1973,3.507,3.463
1974,3.625,3.454
1975,3.607,3.41
1976,3.586,3.363
1977,3.59,3.291
1978,3.684,3.432
1979,3.748,3.267
1980,3.774,3.27
1981,3.795,3.358
1982,3.78,3.418
1983,3.551,3.857
1984,3.544,4.038
1985,3.558,3.486
1986,4.021,3.46
1987,3.525,4.226
1988,3.474,4.17
1989,3.59,3.883
1990,3.569,3.614
1991,3.484,3.858
1992,3.51,3.873
1993,3.513,3.456
1994,3.589,3.42
1995,3.66,3.542
1996,3.642,3.614
1997,3.648,4.193
1998,5.334,4.262
1999,4.168,4.81
2000,4.032,3.977
2001,4.025,3.762
2002,4.048,4.556
2003,4.285,3.939
2004,4.135,3.697
2005,4.166,3.406
2006,4.202,4.639
2007,4.214,4.529
2008,4.216,4.208
2009,1.692,4.606
2010,3.977,4.958
2011,4.29,4.401
2012,4.153,4.582
2013,5.377,4.654
2014,4.267,3.954
2015,4.355,3.534
2016,4.251,3.643
2017,4.191,3.683
2018,4.618,3.511
2019,4.997,3.528
2020,4.484,3.493
2021,4.56,3.583
2022,4.448,3.536
2023,4.638,5.166
2024,5.998,4.256
2025,4.62,5.604
2026,4.323,5.514
2027,5.724,6.343
2028,6.108,5.656
2029,4.94,4.381
2030,5.36,4.526
2031,6.041,4.455
2032,4.758,4.963
2033,6.327,4.289
2034,5.279,4.73
2035,4.578,4.518
2036,4.674,7.261
2037,4.172,4.912
2038,4.584,4.879
2039,4.679,5.704
2040,4.349,5.568
2041,4.644,5.002
2042,4.565,5.506
2043,5.865,5.334
2044,4.82,5.193
2045,4.616,4.6
2046,4.295,4.415
2047,4.222,4.465
2048,4.172,4.902
2049,4.121,4.928
2050,4.159,5.676
2051,4.113,4.776
2052,4.054,5.172
2053,4.125,7.361
2054,4.352,6.438
2055,4.096,5.982
2056,4.193,6.279
2057,4.153,5.238
2058,4.176,5.207
2059,4.308,5.032
2060,4.369,4.137
2061,4.305,4.14
2062,5.101,4.436
2063,4.213,4.196
2064,4.405,4.457
2065,4.342,4.09
2066,4.137,4.468
2067,4.341,4.365
2068,4.009,4.405
2069,4.094,4.231
2070,4.089,4.282
2071,4.135,3.837
2072,4.399,3.831
2073,4.097,4.147
2074,4.094,4.153
2075,4.098,4.304
2076,4.373,4.786
2077,3.897,4.421
2078,3.906,4.084
2079,3.944,4.551
2080,3.923,3.957
2081,3.964,3.944
2082,4.028,4.154
2083,4.099,4.189
2084,4.012,4.014
2085,4.131,4.088
2086,4.087,4.608
2087,4.118,4.309
2088,4.059,4.083
2089,4.072,4.948
2090,4.097,5.05
2091,4.035,4.495
2092,4.069,4.773
2093,4.198,4.874
2094,4.088,5.195
2095,4.482,4.883
2096,4.058,4.508
2097,4.138,5.452
2098,4.003,4.986
2099,4.057,5.092
2100,4.061,5.232
2101,4.233,6.586
2102,4.289,4.482
2103,4.063,4.535
2104,4.097,4.521
2105,4.291,5.741
2106,4.092,5.253
2107,3.974,5.072
2108,4.179,6.403
2109,4.288,5.424
2110,4.114,5.398
2111,4.185,6.095
2112,4.099,8.504
2113,4.114,6.757
2114,4.311,9.027
2115,4.348,9.283
2116,4.281,6.656
2117,4.259,6.571
2118,4.092,6.617
2119,3.965,5.597
2120,4.1,8.359
2121,6.633,6.625
2122,2.658,5.964
2123,4.798,9.662
2124,4.125,7.576
2125,4.285,9.596
2126,4.222,5.806
2127,4.226,6.171
2128,4.108,6.382
2129,4.046,5.473
2130,4.039,5.871
2131,4.005,5.938
2132,4.059,5.651
2133,4.103,5.861
2134,4.068,5.637
2135,4.154,8.499
2136,4.622,1.165
2137,4.209,4.934
2138,4.067,6.534
2139,4.022,1.292
2140,4.298,6.683
2141,4.129,5.879
2142,4.202,6.121
2143,4.268,5.565
2144,4.233,5.453
2145,4.864,5.861
2146,6.624,5.922
2147,6.346,6.685
2148,4.775,5.858
2149,7.36,6.09
2150,4.925,5.692
2151,5.193,5.525
2152,4.462,5.345
2153,4.35,6.342
2154,4.693,4.002
2155,4.669,6.053
2156,4.371,1.414
2157,4.28,6.417
2158,4.338,7.016
2159,4.281,6.366
2160,2.409,2.276
2161,6.711,8.046
2162,5.353,1.039
2163,5.522,5.654
2164,5.412,9.086
2165,5.877,3.969
2166,6.724,2.188
2167,7.3,3.278
2168,5.785,6.625
2169,4.898,6.187
2170,5.4,7.963
2171,5.432,8.65
2172,5.078,6.161
2173,4.875,8.859
2174,5.376,2.213
2175,5.387,2.204
2176,5.467,2.246
2177,5.337,3.198
2178,5.136,3.602
2179,5.337,2.757
2180,5.171,2.626
2181,6.489,7.985
2182,5.188,6.619
2183,4.527,7.491
2184,6.611,8.693
2185,6.047,3.473
2186,7.002,5.763
2187,6.871,7.689
2188,7.217,9.06
2189,5.316,8.237
2190,4.977,4.634
2191,4.782,7.897
2192,4.558,8.119
2193,4.385,3.1
2194,4.465,3.51
2195,4.43,7.838
2196,4.626,7.358
2197,4.587,4.917
2198,4.653,2.685
2199,4.491,9.601
2200,4.579,8.647
2201,4.557,5.349
2202,4.703,4.33
2203,4.617,4.742
2204,4.548,5.606
2205,4.658,4.727
2206,4.777,6.357
2207,4.944,1.789
2208,4.47,4.583
2209,5.014,5.99
2210,4.547,5.658
2211,4.539,6.218
2212,4.518,5.907
2213,4.626,6.187
2214,4.964,5.504
2215,6.379,7.187
2216,5.867,7.942
2217,1.422,1.658
2218,5.975,6.22
2219,4.055,4.929
2220,4.829,5.831
2221,5.59,6.446
2222,5.536,6.069
2223,5.726,5.167
2224,5.77,5.132
2225,6.429,4.982
2226,4.733,4.409
2227,4.652,4.367
2228,5.117,4.409
2229,5.757,4.507
2230,3.888,4.92
2231,4.396,5.066
2232,4.254,4.658
2233,6.934,4.562
2234,4.621,6.511
2235,4.549,5.51
2236,4.678,5.021
2237,4.743,4.216
2238,4.572,4.373
2239,4.492,4.412
2240,4.322,4.3
2241,4.404,6.925
2242,4.361,4.987
2243,4.58,6.217
2244,4.456,8.688
2245,4.722,7.229
2246,4.707,6.35
2247,4.199,6.047
2248,4.344,7.67
2249,3.702,6.127
2250,3.611,7.862
2251,3.718,7.823
2252,3.65,6.156
2253,3.615,5.566
2254,3.691,5.885
2255,4.424,5.215
2256,3.936,5.38
2257,3.592,4.897
2258,4.099,4.778
2259,3.792,4.783
2260,4.767,5.182
2261,3.888,4.604
2262,3.96,4.895
2263,4.47,4.584
2264,3.869,4.861
2265,3.714,4.846
2266,3.655,5.12
2267,3.823,5.142
2268,7.23,5.321
2269,3.947,4.682
2270,3.875,4.998
2271,4.244,5.224
2272,4.349,5.167
2273,4.41,5.026
2274,4.016,4.21
2275,4.12,5.405
2276,4.339,5.216
2277,4.056,5.449
2278,4.315,4.626
2279,4.179,4.519
2280,4.053,5.297
2281,4.089,7.88
2282,4.094,5.567
2283,4.133,5.469
2284,4.674,5.259
2285,4.349,6.318
2286,5.064,5.772
2287,4.833,5.199
2288,4.657,6.427
2289,4.193,5.616
2290,4.519,4.848
2291,4.59,5.889
2292,4.458,5.611
2293,5.319,5.616
2294,4.924,5.649
2295,4.674,5.832
2296,4.353,6.272
2297,4.763,5.648
2298,5.272,5.694
2299,5.072,4.72
2300,5.423,5.657
2301,5.668,5.389
2302,4.873,5.584
2303,4.941,5.199
2304,4.488,5.398
2305,4.988,5.392
2306,5.141,5.269
2307,5.157,4.851
2308,5.133,4.833
2309,5.266,5.465
2310,4.773,5.04
2311,5.29,6.151
2312,4.968,5.775
2313,4.847,5.011
2314,4.77,6.263
2315,4.63,5.925
2316,5.13,8.239
2317,5.013,9.165
2318,4.635,6.4
2319,4.737,4.818
2320,5.136,4.706
2321,4.688,3.863
2322,4.851,3.447
2323,4.711,3.623
2324,4.65,5.341
2325,5.172,4.038
2326,4.031,3.952
2327,3.63,5.277
2328,3.519,4.825
2329,3.603,5.405
2330,3.628,4.525
2331,3.646,4.245
2332,3.577,1.91
2333,3.55,1.385
2334,3.464,8.735
2335,3.485,7.007
2336,3.499,7.563
2337,3.524,8.352
2338,3.477,2.786
2339,3.468,2.722
2340,3.498,5.515
2341,3.537,6.816
2342,3.488,5.617
2343,3.499,9.375
2344,3.916,6.182
2345,3.713,6.583
2346,3.483,7.489
2347,3.514,7.436
2348,3.451,6.152
2349,3.464,5.742
2350,3.497,5.834
2351,3.57,4.75
2352,3.463,4.617
2353,3.51,3.787
2354,3.421,3.572
2355,3.44,3.566
2356,3.502,3.626
2357,3.504,4.129
2358,4.579,5.258
2359,3.848,7.436
2360,4.138,4.257
2361,3.997,2.515
2362,4.142,7.906
2363,4.251,5.613
2364,4.3,1.332
2365,4.243,1.581
2366,5.002,7.204
2367,3.923,5.023
2368,3.762,6.158
2369,3.791,4.952
2370,3.849,5.026
2371,4.477,4.229
2372,6.456,3.97
2373,4.185,4.429
2374,3.963,7.695
2375,3.904,7.073
2376,4.694,7.474
2377,3.816,5.454
2378,3.624,6.097
2379,3.823,9.277
2380,3.581,7.237
2381,3.596,9.46
2382,3.657,9.493
2383,6.787,5.02
2384,5.644,3.853
2385,5.172,3.77
2386,6.404,3.787
2387,5.36,3.985
2388,5.124,4.432
2389,5.612,6.449
2390,5.518,5.491
2391,5.409,1.492
2392,5.534,4.26
2393,5.764,4.498
2394,4.989,4.188
2395,5.692,4.213
2396,5.281,4.206
2397,5.606,4.557
2398,5.193,5.011
2399,6.506,4.139
2400,5.283,4.449
2401,5.015,4.119
2402,5.012,3.748
2403,4.585,3.337
2404,5.142,3.292
2405,5.024,7.718
2406,4.754,6.662
2407,4.912,1.838
2408,4.558,7.16
2409,4.441,3.421
2410,4.563,8.123
2411,4.478,6.413
2412,4.57,2.428
2413,4.68,2.51
2414,4.842,4.213
2415,4.463,3.879
2416,4.594,3.943
2417,4.696,4.495
2418,5.357,3.616
2419,4.589,3.407
2420,4.9,3.414
2421,4.591,3.418
2422,4.497,3.517
2423,4.576,3.396
2424,4.912,3.635
2425,4.83,5.434
2426,5.864,5.98
2427,4.496,7.057
2428,3.779,5.448
2429,3.866,7.722
2430,3.397,7.187
2431,3.547,6.757
2432,3.57,6.447
2433,3.517,6.633
2434,3.508,1.035
2435,3.528,6.542
2436,3.548,6.407
2437,3.529,2.522
2438,7.326,4.265
2439,5.34,3.787
2440,5.569,3.621
2441,6.268,3.619
2442,5.053,3.834
2443,5.071,4.691
2444,4.786,4.404
2445,4.175,4.032
2446,4.656,4.154
2447,4.905,4.43
2448,4.496,4.41
2449,6.638,7.805
2450,5.284,4.69
2451,5.677,4.744
2452,2.531,1.875
2453,4.686,2.684
2454,7.081,1.069
2455,5.267,4.388
2456,2.879,3.674
2457,1.56,9.445
2458,2.068,2.059
2459,3.111,8.198
2460,3.528,6.439
2461,4.471,6.715
2462,6.77,7.268
2463,4.623,3.75
2464,4.665,8.321
2465,4.351,8.766
2466,4.04,5.117
2467,5.701,6.715
2468,3.928,6.997
2469,4.174,8.195
2470,6.076,6.671
2471,4.599,7.51
2472,5.039,7.913
2473,5.337,2.929
2474,5.833,6.895
2475,2.987,8.534
2476,5.444,4.527
2477,5.45,5.515
2478,5.068,7.236
2479,5.312,6.701
2480,4.434,5.689
2481,5.657,7.964
2482,4.951,6.145
2483,4.876,7.139
2484,4.9,6.087
2485,4.615,5.456
2486,4.675,7.174
2487,3.979,3.435
2488,3.622,5.249
2489,3.15,4.626
2490,7.82,4.418
2491,7.223,6.205
2492,6.547,4.743
2493,5.895,4.546
2494,7.848,6.654
2495,4.06,3.052
2496,4.025,2.837
2497,3.195,7.917
2498,3.498,8.488
2499,3.83,6.405
2500,3.647,5.289
2501,4.012,5.14
2502,3.643,5.488
2503,6.848,5.631
2504,6.434,6.091
2505,6.364,4.603
2506,6.529,8.401
2507,5.446,5.806
2508,5.892,5.461
2509,5.475,5.471
2510,4.939,5.847
2511,5.485,6.243
2512,6.505,6.034
2513,5.748,5.15
2514,3.834,6.083
2515,3.246,7.681
2516,3.493,7.172
2517,4.177,4.156
2518,4.773,3.45
2519,4.669,4.393
2520,4.251,3.568
2521,2.271,3.314
2522,1.713,3.749
2523,1.762,3.912
2524,7.434,3.959
2525,5.129,4.278
2526,3.841,4.398
2527,4.931,4.954
2528,4.141,3.796
2529,4.501,
2530,3.951,
2531,3.749,
2532,4.112,
2533,4.55,
2534,2.492,
2535,6.592,
2536,6.917,
2537,6.474,
2538,3.908,
2539,4.428,
2540,6.528,
2541,3.804,
2542,3.702,
2543,3.433,
2544,3.504,
2545,3.425,
2546,3.966,
2547,4.061,
2548,3.508,
2549,3.247,
2550,4.282,
2551,3.725,
2552,3.593,
2553,3.92,
2554,4.412,
2555,3.703,
2556,3.584,
2557,3.544,
2558,3.532,
2559,3.466,
2560,3.563,
2561,3.489,
2562,2.037,
2563,6.184,
2564,6.238,
2565,5.701,
2566,4.195,
2567,3.842,
2568,4.6,
2569,3.887,
2570,3.916,
2571,3.633,
2572,3.62,
2573,3.313,
2574,3.255,
2575,3.314,
2576,3.25,
2577,3.694,
2578,7.092,
2579,3.674,
2580,3.499,
2581,3.467,
2582,3.491,
2583,3.518,
2584,3.552,
2585,3.301,
2586,3.251,
2587,3.429,
2588,3.3,
2589,3.249,
2590,3.405,
2591,3.456,
2592,3.434,
2593,3.382,
2594,4.602,
2595,6.403,
2596,5.678,
2597,6.385,
2598,4.309,
2599,3.613,
2600,3.663,
2601,3.476,
2602,3.337,
2603,4.077,
2604,4.794,
