,움직임(z축 X)_1,움직임(z축 X)_0
1347,2.679,2.869
1348,2.962,3.311
1349,2.626,2.852
1350,2.613,2.454
1351,2.717,2.468
1352,3.117,2.51
1353,2.66,2.545
1354,3.223,2.528
1355,2.552,2.586
1356,3.218,2.862
1357,3.217,2.996
1358,2.804,2.631
1359,2.859,2.641
1360,2.971,2.438
1361,2.698,2.401
1362,3.439,2.971
1363,3.183,2.491
1364,3.066,2.415
1365,2.973,2.482
1366,2.685,2.41
1367,2.695,2.63
1368,2.685,2.471
1369,2.655,2.719
1370,2.672,2.442
1371,2.673,2.963
1372,2.674,3.501
1373,2.68,3.498
1374,2.709,3.511
1375,2.669,3.299
1376,2.675,3.634
1377,2.677,2.689
1378,2.677,2.443
1379,2.693,2.452
1380,2.674,2.419
1381,2.673,2.422
1382,2.67,2.498
1383,2.944,2.576
1384,2.673,2.749
1385,2.676,2.426
1386,2.671,2.981
1387,2.673,2.764
1388,2.887,3.034
1389,2.981,2.585
1390,3.116,2.75
1391,3.216,2.802
1392,3.235,2.723
1393,2.804,2.647
1394,2.68,2.589
1395,3.014,2.662
1396,2.833,2.494
1397,2.828,2.693
1398,2.801,2.772
1399,2.808,2.533
1400,2.831,2.434
1401,2.808,2.186
1402,2.812,2.181
1403,3.127,2.219
1404,2.776,2.07
1405,2.786,2.125
1406,2.831,2.076
1407,2.877,2.198
1408,3.193,2.19
1409,3.468,2.18
1410,2.907,2.184
1411,3.599,2.439
1412,3.539,2.21
1413,3.292,2.134
1414,3.574,2.13
1415,2.92,2.197
1416,2.72,2.128
1417,2.656,2.11
1418,2.707,2.119
1419,2.706,2.147
1420,2.72,2.165
1421,2.708,2.234
1422,2.714,2.261
1423,2.985,2.287
1424,2.817,2.274
1425,2.82,2.358
1426,2.728,2.367
1427,3.007,2.466
1428,2.719,2.316
1429,2.712,2.378
1430,2.714,2.352
1431,2.792,2.599
1432,2.711,2.313
1433,2.729,2.271
1434,2.91,2.345
1435,2.74,2.451
1436,3.309,2.291
1437,2.517,2.096
1438,2.39,2.089
1439,2.361,2.157
1440,2.391,2.152
1441,2.426,2.082
1442,2.964,2.332
1443,2.818,2.117
1444,2.919,2.212
1445,2.336,2.297
1446,2.401,2.353
1447,2.436,2.324
1448,2.653,2.2
1449,2.757,2.302
1450,2.906,2.157
1451,2.642,2.276
1452,2.944,2.473
1453,3.172,2.314
1454,2.688,2.247
1455,3.394,2.215
1456,2.738,2.248
1457,3.057,2.313
1458,2.721,2.25
1459,2.863,2.275
1460,3.493,2.071
1461,2.785,2.161
1462,2.618,2.157
1463,2.615,2.117
1464,2.753,2.128
1465,2.42,2.074
1466,2.404,2.164
1467,2.4,2.2
1468,2.401,2.104
1469,3.522,2.131
1470,2.675,2.138
1471,3.411,2.175
1472,2.694,2.173
1473,2.429,2.402
1474,2.378,2.078
1475,2.363,2.076
1476,2.572,2.191
1477,2.658,2.068
1478,2.863,2.084
1479,2.401,2.188
1480,2.448,2.078
1481,2.37,2.142
1482,2.37,2.214
1483,2.379,2.153
1484,2.376,2.123
1485,2.382,2.154
1486,2.372,2.259
1487,2.362,2.05
1488,2.44,2.048
1489,2.37,2.049
1490,2.387,2.056
1491,2.408,2.031
1492,2.461,2.032
1493,2.697,2.033
1494,2.431,2.275
1495,2.357,2.039
1496,2.347,2.036
1497,2.345,2.029
1498,2.341,2.03
1499,2.346,2.042
1500,2.356,2.036
1501,2.428,2.043
1502,2.433,2.053
1503,2.356,2.054
1504,2.351,2.054
1505,2.357,2.063
1506,2.678,2.052
1507,2.668,2.051
1508,2.663,2.048
1509,2.948,2.046
1510,2.58,2.049
1511,2.759,2.046
1512,2.646,2.341
1513,2.595,2.089
1514,2.758,2.095
1515,2.776,2.088
1516,2.657,2.089
1517,2.565,2.097
1518,3.344,2.104
1519,2.702,2.481
1520,2.595,2.178
1521,2.473,2.158
1522,2.421,2.159
1523,2.691,2.174
1524,2.496,2.153
1525,2.857,2.15
1526,2.423,2.144
1527,2.432,2.147
1528,2.665,2.144
1529,2.511,2.148
1530,2.516,2.085
1531,2.362,2.144
1532,2.415,2.149
1533,2.408,2.15
1534,2.409,2.158
1535,2.461,2.321
1536,2.324,2.182
1537,2.333,2.149
1538,2.399,2.196
1539,2.4,2.152
1540,2.336,2.114
1541,2.639,2.158
1542,2.41,2.294
1543,2.347,2.365
1544,2.41,2.196
1545,2.349,2.345
1546,2.414,2.296
1547,2.488,2.205
1548,2.488,2.244
1549,2.49,2.387
1550,2.5,2.589
1551,2.418,2.322
1552,2.566,2.393
1553,2.564,2.44
1554,2.491,2.271
1555,2.572,2.486
1556,3.028,2.272
1557,2.735,2.317
1558,2.426,2.282
1559,2.44,2.25
1560,2.149,2.351
1561,2.142,2.083
1562,2.206,2.175
1563,2.131,2.126
1564,2.127,2.073
1565,2.127,2.519
1566,2.065,2.3
1567,2.134,2.664
1568,2.118,2.239
1569,2.132,2.289
1570,2.098,2.573
1571,2.096,2.547
1572,2.094,2.544
1573,2.102,2.588
1574,2.092,2.773
1575,2.273,2.62
1576,2.043,3.098
1577,2.043,3.126
1578,2.043,2.932
1579,2.05,2.71
1580,2.058,2.525
1581,2.041,2.669
1582,2.044,2.519
1583,2.047,2.719
1584,2.043,2.802
1585,2.044,2.876
1586,2.056,3.536
1587,2.057,3.086
1588,2.05,3.063
1589,2.334,3.425
1590,2.09,2.848
1591,2.087,2.57
1592,2.096,2.329
1593,2.107,2.342
1594,2.105,2.325
1595,2.104,2.247
1596,2.097,2.309
1597,2.097,2.237
1598,2.095,2.314
1599,2.104,2.243
1600,2.09,2.253
1601,2.087,2.249
1602,2.085,2.488
1603,2.085,2.262
1604,2.086,2.22
1605,2.086,2.296
1606,2.087,2.768
1607,2.089,2.33
1608,2.374,2.619
1609,2.267,2.592
1610,2.078,2.877
1611,2.067,3.401
1612,2.078,2.494
1613,2.062,2.723
1614,2.067,2.952
1615,2.058,2.436
1616,2.061,3.179
1617,2.065,2.739
1618,2.064,3.056
1619,2.07,3.554
1620,2.061,2.736
1621,2.069,2.535
1622,2.077,2.522
1623,2.127,2.583
1624,2.057,2.628
1625,2.052,2.324
1626,2.053,2.465
1627,2.057,2.629
1628,2.266,2.282
1629,2.065,2.764
1630,2.061,2.386
1631,2.065,2.263
1632,2.057,2.257
1633,2.165,2.284
1634,2.124,2.456
1635,2.056,2.235
1636,2.058,2.214
1637,2.122,2.213
1638,2.064,2.218
1639,2.064,2.211
1640,2.26,2.218
1641,2.114,2.215
1642,2.115,2.219
1643,2.113,2.222
1644,2.054,2.234
1645,2.114,2.228
1646,2.11,2.234
1647,2.053,2.383
1648,2.128,2.609
1649,2.394,2.353
1650,2.233,2.323
1651,2.257,2.333
1652,2.479,2.321
1653,2.659,2.255
1654,2.261,2.538
1655,2.251,2.3
1656,2.285,2.297
1657,2.336,2.297
1658,2.26,2.328
1659,2.236,2.329
1660,2.235,2.318
1661,2.228,2.314
1662,2.243,2.308
1663,2.236,2.312
1664,2.229,2.317
1665,2.712,2.259
1666,2.167,2.454
1667,2.847,2.239
1668,2.82,2.527
1669,2.513,2.539
1670,2.526,2.231
1671,2.825,2.234
1672,2.305,2.299
1673,2.302,2.217
1674,2.526,2.219
1675,2.995,2.718
1676,2.88,2.682
1677,3.001,2.788
1678,2.852,2.501
1679,3.001,2.565
1680,2.618,2.484
1681,2.442,2.47
1682,2.214,2.543
1683,2.203,2.487
1684,2.224,2.534
1685,2.204,2.788
1686,2.193,2.546
1687,2.188,2.516
1688,2.186,2.61
1689,2.436,2.59
1690,2.311,2.524
1691,2.24,2.546
1692,2.24,2.477
1693,2.21,2.477
1694,2.222,2.543
1695,2.209,2.529
1696,2.196,2.534
1697,2.204,2.504
1698,2.21,2.548
1699,2.293,2.496
1700,2.948,2.586
1701,2.229,2.72
1702,2.204,2.583
1703,2.193,2.492
1704,2.21,2.475
1705,2.227,2.518
1706,2.417,2.502
1707,2.287,2.531
1708,2.217,2.457
1709,2.215,2.532
1710,2.209,2.513
1711,2.213,2.463
1712,2.214,2.461
1713,2.283,2.486
1714,2.241,2.48
1715,2.181,2.517
1716,2.182,2.505
1717,2.165,2.73
1718,2.172,2.478
1719,2.263,2.451
1720,2.382,2.535
1721,2.245,2.579
1722,2.217,2.513
1723,2.227,2.445
1724,2.221,2.636
1725,2.215,2.794
1726,2.169,2.638
1727,2.171,2.809
1728,2.341,2.688
1729,2.227,2.755
1730,2.228,2.752
1731,2.227,2.737
1732,2.23,2.672
1733,2.387,2.437
1734,2.366,2.436
1735,2.235,2.438
1736,2.384,2.438
1737,2.174,2.437
1738,2.451,2.433
1739,2.164,2.435
1740,2.174,2.433
1741,2.178,2.764
1742,2.189,2.432
1743,2.18,3.08
1744,2.203,2.597
1745,2.676,2.87
1746,2.383,2.556
1747,2.366,2.415
1748,2.385,2.461
1749,2.48,2.461
1750,2.363,2.555
1751,2.358,2.512
1752,2.333,2.504
1753,2.356,2.407
1754,2.367,2.682
1755,2.317,2.553
1756,2.392,2.439
1757,2.403,2.611
1758,2.556,2.423
1759,2.397,2.43
1760,2.314,2.495
1761,2.588,2.408
1762,2.508,2.576
1763,2.534,2.428
1764,2.573,2.47
1765,2.686,2.416
1766,2.521,2.542
1767,2.577,2.483
1768,2.399,2.517
1769,2.607,2.452
1770,2.538,2.468
1771,2.644,3.59
1772,2.442,3.065
1773,2.641,2.995
1774,2.406,2.879
1775,2.405,2.554
1776,2.402,2.651
1777,2.409,2.617
1778,2.409,2.569
1779,2.413,2.574
1780,2.416,2.496
1781,2.423,2.505
1782,2.426,2.539
1783,2.437,2.416
1784,2.49,2.546
1785,2.489,2.516
1786,2.485,2.42
1787,2.456,2.554
1788,2.45,2.438
1789,2.741,2.425
1790,2.683,2.357
1791,2.472,2.415
1792,2.467,2.457
1793,2.463,2.462
1794,2.463,2.76
1795,2.467,2.598
1796,2.469,2.483
1797,2.705,2.494
1798,2.464,2.343
1799,2.467,2.378
1800,2.461,2.519
1801,2.464,2.428
1802,2.463,2.487
1803,2.465,2.413
1804,2.47,2.574
1805,2.472,2.491
1806,2.515,2.466
1807,2.491,2.823
1808,2.489,2.805
1809,2.488,2.43
1810,2.488,2.663
1811,2.492,2.558
1812,2.494,2.617
1813,2.494,2.61
1814,2.519,2.434
1815,2.718,2.526
1816,2.475,2.55
1817,2.473,2.482
1818,2.48,2.612
1819,2.479,2.831
1820,2.482,2.546
1821,2.479,2.401
1822,2.48,2.443
1823,2.485,2.751
1824,2.477,2.589
1825,2.479,2.593
1826,2.509,2.833
1827,2.487,2.703
1828,2.492,2.616
1829,2.663,2.692
1830,2.5,3.551
1831,2.423,2.763
1832,2.419,3.354
1833,2.422,3.202
1834,2.436,2.716
1835,2.42,2.569
1836,2.417,2.83
1837,2.419,2.541
1838,2.44,3.238
1839,2.429,2.913
1840,2.494,2.821
1841,2.497,3.461
1842,2.517,2.718
1843,2.523,3.075
1844,2.529,2.525
1845,2.456,2.695
1846,2.446,2.624
1847,2.672,2.58
1848,2.43,2.539
1849,2.422,2.545
1850,2.418,2.559
1851,2.421,2.555
1852,2.418,2.563
1853,2.419,3.578
1854,2.73,2.875
1855,2.478,2.741
1856,2.451,2.692
1857,2.535,2.499
1858,2.579,2.511
1859,2.513,2.654
1860,2.445,2.581
1861,2.636,2.616
1862,2.794,2.686
1863,2.638,2.758
1864,2.809,2.831
1865,2.688,2.468
1866,2.755,2.672
1867,2.752,3.036
1868,2.737,2.909
1869,2.709,3.274
1870,2.488,3.171
1871,2.465,3.644
1872,2.44,2.389
1873,2.442,2.524
1874,2.448,2.552
1875,2.441,3.166
1876,2.438,3.459
1877,2.439,2.53
1878,2.44,3.593
1879,2.437,2.855
1880,2.44,2.694
1881,2.445,3.022
1882,2.445,3.25
1883,2.462,2.615
1884,2.459,3.063
1885,2.447,2.851
1886,2.438,2.789
1887,2.435,2.697
1888,2.435,2.909
1889,2.692,2.85
1890,2.432,2.325
1891,2.431,3.537
1892,2.436,3.072
1893,2.439,2.259
1894,2.442,2.131
1895,2.44,2.247
1896,2.44,2.411
1897,2.445,2.198
1898,2.447,2.647
1899,2.441,2.214
1900,2.44,2.588
1901,2.743,2.448
1902,2.525,2.392
1903,2.447,2.444
1904,2.438,2.487
1905,2.483,2.18
1906,2.516,2.524
1907,2.524,2.958
1908,2.427,2.587
1909,2.51,2.281
1910,2.483,2.461
1911,2.422,2.485
1912,3.497,2.497
1913,2.429,2.3
1914,2.419,2.262
1915,2.403,2.283
1916,2.994,2.103
1917,2.411,2.062
1918,2.402,2.06
1919,2.419,2.07
1920,2.415,2.993
1921,2.478,2.901
1922,2.63,2.789
1923,2.452,2.795
1924,2.437,2.914
1925,2.434,2.949
1926,2.441,2.838
1927,2.725,2.778
1928,2.542,2.809
1929,2.453,2.804
1930,2.788,2.807
1931,2.884,3.463
1932,2.327,2.988
1933,2.626,2.972
1934,2.668,3.547
1935,2.377,3.399
1936,2.828,3.053
1937,2.613,3.041
1938,2.451,3.607
1939,2.493,3.092
1940,2.388,3.155
1941,2.421,3.29
1942,2.393,3.159
1943,2.386,2.923
1944,2.393,2.939
1945,2.392,2.955
1946,2.652,2.934
1947,2.388,2.765
1948,2.373,2.791
1949,2.38,2.789
1950,2.375,3.03
1951,2.377,2.813
1952,2.375,2.873
1953,2.381,2.85
1954,2.373,2.847
1955,2.37,2.849
1956,2.375,2.956
1957,2.44,2.947
1958,2.368,2.951
1959,2.426,2.926
1960,2.373,2.907
1961,2.367,3.046
1962,2.366,2.895
1963,2.379,2.995
1964,2.363,2.734
1965,2.62,2.929
1966,2.348,2.896
1967,2.359,3.045
1968,2.373,2.884
1969,2.366,2.862
1970,2.378,3.115
1971,2.369,3.107
1972,2.373,2.812
1973,2.37,2.625
1974,2.371,2.624
1975,2.383,2.833
1976,2.37,2.666
1977,2.359,2.707
1978,2.359,3.061
1979,2.634,3.004
1980,2.396,2.746
1981,2.396,2.936
1982,2.402,2.962
1983,2.409,2.825
1984,2.413,2.86
1985,2.429,2.936
1986,2.429,2.845
1987,2.441,2.711
1988,2.442,2.745
1989,2.454,2.621
1990,2.448,2.783
1991,2.44,2.736
1992,2.44,2.754
1993,2.43,2.694
1994,2.431,2.725
1995,2.438,2.626
1996,2.444,2.622
1997,2.43,2.664
1998,2.66,2.647
1999,2.387,2.879
2000,2.395,2.793
2001,2.405,2.907
2002,2.417,2.735
2003,2.43,2.696
2004,2.499,2.694
2005,2.679,2.721
2006,2.483,2.508
2007,2.407,2.952
2008,2.439,3.152
2009,2.433,2.605
2010,2.422,2.543
2011,2.523,2.654
2012,2.464,2.361
2013,2.457,2.374
2014,2.443,2.382
2015,2.458,2.706
2016,2.442,2.544
2017,2.454,2.56
2018,2.45,3.261
2019,2.454,2.962
2020,2.421,2.683
2021,2.375,2.627
2022,2.374,2.592
2023,2.376,3.466
2024,3.013,3.604
2025,2.641,2.957
2026,2.378,3.299
2027,2.468,3.071
2028,2.423,2.81
2029,2.44,2.626
2030,2.385,2.995
2031,2.389,3.076
2032,2.39,2.672
2033,2.391,2.678
2034,2.396,2.764
2035,2.462,2.837
2036,2.394,2.73
2037,2.389,2.429
2038,2.633,2.377
2039,2.426,2.38
2040,2.361,2.402
2041,2.362,2.465
2042,2.447,2.821
2043,2.441,3.548
2044,2.439,2.981
2045,2.451,3.087
2046,2.457,2.573
2047,2.196,2.667
2048,2.177,2.544
2049,2.428,2.538
2050,2.423,2.479
2051,2.853,2.482
2052,2.119,2.678
2053,2.133,2.984
2054,2.068,3.127
2055,2.073,1.821
2056,2.066,3.634
2057,2.139,3.061
2058,2.073,3.374
2059,2.046,2.622
2060,2.058,2.353
2061,2.071,2.348
2062,2.482,2.354
2063,2.277,2.358
2064,2.277,2.409
2065,2.276,3.102
2066,2.421,2.991
2067,2.241,2.473
2068,2.609,2.424
2069,2.336,2.439
2070,2.139,2.443
2071,2.31,2.452
2072,2.298,2.459
2073,2.22,2.906
2074,2.182,2.457
2075,2.251,2.526
2076,2.267,2.461
2077,2.272,2.504
2078,2.283,2.369
2079,2.227,2.373
2080,2.307,3.651
2081,2.316,3.008
2082,2.577,2.824
2083,2.195,2.622
2084,1.977,2.391
2085,2.557,2.452
2086,2.303,2.544
2087,2.692,2.378
2088,2.688,2.392
2089,2.898,2.372
2090,3.44,2.37
2091,2.25,2.365
2092,2.06,2.374
2093,2.112,2.376
2094,2.096,2.548
2095,2.048,2.948
2096,2.049,2.786
2097,2.059,2.802
2098,2.054,2.76
2099,2.054,2.831
2100,2.052,3.057
2101,2.053,3.214
2102,2.065,3.512
2103,2.054,2.422
2104,2.127,2.489
2105,2.075,2.471
2106,2.076,2.414
2107,2.085,2.421
2108,2.08,2.541
2109,2.276,2.396
2110,2.071,2.386
2111,2.278,2.395
2112,2.198,2.397
2113,2.09,2.473
2114,2.096,2.762
2115,2.082,2.602
2116,2.333,2.702
2117,2.228,3.28
2118,2.313,3.532
2119,2.29,3.316
2120,2.017,3.298
2121,2.051,2.941
2122,2.167,2.984
2123,2.166,2.964
2124,2.228,3.243
2125,2.145,3.375
2126,2.34,3.033
2127,2.104,3.117
2128,2.072,3.065
2129,2.206,3.268
2130,2.25,3.26
2131,2.038,2.784
2132,2.111,2.575
2133,2.101,2.451
2134,2.344,2.698
2135,2.997,2.575
2136,2.056,2.745
2137,2.134,2.632
2138,2.136,2.497
2139,2.116,2.965
2140,2.131,2.514
2141,2.099,2.546
2142,2.088,3.31
2143,2.104,2.728
2144,2.104,2.599
2145,2.097,2.94
2146,2.097,2.846
2147,2.151,2.714
2148,2.2,2.717
2149,2.166,2.672
2150,2.255,2.712
2151,2.068,2.695
2152,2.077,3.098
2153,2.072,2.729
2154,2.078,2.656
2155,2.075,2.52
2156,2.076,2.775
2157,2.214,2.855
2158,2.152,2.923
2159,2.109,2.543
2160,2.074,3.035
2161,2.084,2.952
2162,2.293,2.681
2163,2.104,2.462
2164,2.1,2.471
2165,2.131,2.633
2166,2.106,2.558
2167,2.104,2.43
2168,2.078,2.492
2169,2.093,2.504
2170,3.5,2.514
2171,3.246,2.475
2172,2.645,2.512
2173,2.632,2.545
2174,2.672,2.477
2175,2.693,
2176,2.69,
2177,2.661,
2178,2.662,
2179,2.828,
2180,2.668,
2181,2.676,
2182,2.678,
2183,2.672,
2184,2.682,
2185,2.684,
2186,2.686,
2187,2.934,
2188,2.688,
2189,2.801,
2190,2.838,
2191,2.716,
2192,2.682,
2193,2.73,
2194,2.723,
2195,2.698,
2196,2.889,
2197,2.805,
2198,2.982,
2199,2.73,
2200,2.885,
2201,2.965,
2202,2.925,
2203,2.889,
2204,3.01,
2205,2.873,
2206,2.871,
2207,2.787,
2208,3.028,
2209,2.91,
2210,2.955,
2211,2.876,
2212,2.89,
2213,2.832,
2214,3.002,
2215,2.944,
2216,2.952,
2217,2.952,
2218,2.902,
2219,3.009,
2220,3.013,
2221,2.882,
2222,2.954,
2223,3.016,
2224,2.883,
2225,2.977,
2226,2.858,
2227,2.848,
2228,2.999,
2229,2.658,
2230,2.402,
2231,2.4,
2232,2.405,
2233,2.41,
2234,2.404,
2235,2.402,
2236,2.4,
2237,2.395,
2238,2.394,
2239,2.393,
2240,2.397,
2241,2.391,
2242,2.396,
2243,2.401,
2244,2.401,
2245,2.401,
2246,2.401,
2247,2.557,
2248,2.413,
2249,2.409,
2250,2.421,
2251,2.4,
2252,2.401,
2253,2.408,
2254,2.415,
2255,2.419,
2256,2.418,
2257,2.413,
2258,2.412,
2259,2.414,
2260,2.416,
2261,2.907,
2262,2.64,
2263,2.66,
2264,2.668,
2265,2.661,
2266,2.661,
2267,2.663,
2268,2.687,
2269,2.957,
2270,2.577,
2271,2.489,
2272,2.495,
2273,2.509,
2274,2.708,
2275,2.714,
2276,2.637,
2277,2.621,
2278,2.61,
2279,2.849,
2280,2.594,
2281,2.595,
2282,2.594,
2283,2.593,
2284,2.606,
2285,2.6,
2286,2.952,
2287,2.812,
2288,2.769,
2289,3.157,
2290,2.748,
2291,2.675,
2292,2.719,
2293,2.717,
2294,2.699,
2295,2.772,
2296,2.86,
2297,2.607,
2298,2.774,
2299,2.727,
2300,2.678,
2301,2.674,
2302,3.05,
2303,3.054,
2304,2.705,
2305,2.745,
2306,2.672,
2307,2.651,
2308,2.684,
2309,2.668,
2310,2.681,
2311,2.65,
2312,2.657,
2313,2.657,
2314,2.658,
2315,2.656,
2316,2.654,
2317,2.65,
2318,2.652,
2319,2.656,
2320,2.66,
2321,2.671,
2322,2.891,
2323,2.641,
2324,2.628,
2325,2.627,
2326,2.635,
2327,2.637,
2328,2.643,
2329,2.649,
2330,2.654,
2331,2.999,
2332,2.623,
2333,2.511,
2334,2.653,
2335,2.417,
2336,2.438,
2337,2.511,
2338,2.447,
2339,2.458,
2340,2.464,
2341,2.532,
2342,2.459,
2343,3.299,
2344,2.769,
2345,2.864,
2346,3.022,
2347,2.776,
2348,2.716,
2349,2.781,
2350,2.638,
2351,2.747,
2352,2.688,
2353,2.675,
2354,3.325,
2355,2.898,
2356,3.102,
2357,2.544,
2358,2.52,
2359,2.434,
2360,2.416,
2361,2.405,
2362,2.662,
2363,2.61,
2364,2.678,
2365,3.292,
2366,2.715,
2367,2.885,
2368,3.023,
2369,3.354,
2370,3.009,
2371,2.982,
2372,2.935,
2373,3.156,
2374,2.697,
2375,3.02,
2376,3.005,
2377,2.839,
2378,2.868,
2379,2.758,
2380,2.825,
2381,2.93,
2382,2.604,
2383,2.519,
2384,2.456,
2385,2.689,
2386,2.497,
2387,2.417,
2388,2.411,
2389,2.615,
2390,3.016,
2391,2.429,
2392,2.282,
2393,2.272,
2394,2.326,
2395,2.327,
2396,2.278,
2397,2.297,
2398,2.333,
2399,3.515,
2400,2.513,
2401,2.578,
2402,2.648,
2403,3.022,
2404,2.681,
2405,2.693,
2406,2.594,
2407,2.63,
2408,2.806,
2409,2.907,
2410,3.533,
2411,3.549,
2412,3.092,
2413,2.667,
2414,2.478,
2415,2.901,
2416,2.564,
2417,2.944,
2418,2.607,
2419,2.5,
2420,2.6,
2421,3.1,
2422,3.323,
2423,3.219,
2424,2.957,
2425,2.322,
2426,2.425,
2427,2.295,
2428,2.404,
2429,2.362,
2430,2.775,
2431,2.78,
2432,2.379,
2433,2.3,
2434,2.518,
2435,2.301,
2436,2.303,
2437,2.309,
2438,2.969,
2439,2.431,
2440,2.294,
2441,2.302,
2442,2.29,
2443,2.288,
2444,2.287,
2445,2.294,
2446,3.022,
2447,3.089,
2448,3.398,
2449,3.09,
2450,2.496,
2451,2.467,
2452,2.584,
2453,2.5,
2454,2.438,
2455,2.423,
2456,2.407,
2457,2.406,
2458,2.413,
2459,2.417,
2460,2.418,
2461,2.429,
2462,2.725,
2463,2.452,
2464,2.383,
2465,2.395,
2466,2.395,
2467,2.407,
2468,2.645,
2469,2.402,
2470,2.404,
2471,2.408,
2472,2.404,
2473,2.399,
2474,2.405,
2475,2.329,
2476,2.399,
2477,2.399,
2478,2.75,
2479,2.831,
2480,2.868,
2481,2.431,
2482,2.405,
2483,2.404,
2484,2.402,
2485,2.404,
2486,2.461,
2487,2.536,
