,중앙에서벗어난정도_1,중앙에서벗어난정도_0
0,56.52,51.125
1,56.92857142857143,72.69444444444444
2,57.17857142857143,76.15789473684211
3,57.73076923076923,70.95348837209302
4,57.96296296296296,54.975
5,58.92592592592592,73.77142857142857
6,58.407407407407405,74.57142857142857
7,58.142857142857146,72.4
8,58.67857142857143,61.054054054054056
9,57.85714285714285,45.38636363636363
10,58.0,46.36585365853659
11,58.07142857142857,47.72727272727273
12,55.60714285714285,66.19444444444444
13,55.888888888888886,66.82857142857142
14,56.333333333333336,68.82857142857142
15,55.77777777777778,68.65714285714286
16,54.74074074074074,68.14285714285714
17,54.07407407407408,71.97142857142858
18,54.25,67.71428571428571
19,53.642857142857146,62.34285714285714
20,48.03846153846154,87.77777777777777
21,49.172413793103445,61.61111111111112
22,50.55555555555556,46.0
23,53.833333333333336,51.82857142857143
24,49.407407407407405,50.16666666666666
25,49.44827586206897,50.4
26,51.67857142857143,50.285714285714285
27,50.21428571428572,49.6
28,49.82142857142857,49.25
29,40.82758620689656,80.6923076923077
30,40.310344827586206,35.08108108108108
31,48.035714285714285,87.33333333333333
32,47.85714285714285,9.52777777777778
33,56.36,55.175
34,48.03703703703704,74.78571428571429
35,53.07407407407408,21.58333333333333
36,72.21428571428571,60.925
37,47.85714285714285,47.7948717948718
38,30.785714285714285,16.13888888888889
39,61.0,90.95121951219512
40,30.89655172413793,51.84375
41,76.44827586206897,52.6
42,19.655172413793103,53.77142857142857
43,68.86206896551724,53.6
44,41.07142857142857,52.68571428571428
45,10.173913043478262,52.42857142857143
46,41.37037037037037,52.457142857142856
47,25.03846153846154,51.94285714285714
48,51.13333333333333,51.6
49,32.74193548387097,51.2
50,42.36666666666667,50.97142857142857
51,7.241379310344827,50.57142857142857
52,64.60606060606061,50.57142857142857
53,49.0,51.0
54,34.16129032258065,50.31428571428572
55,50.875,50.31428571428572
56,8.703703703703704,50.54285714285714
57,51.62068965517241,50.51428571428571
58,4.862068965517241,67.75757575757575
59,68.89285714285714,75.63888888888889
60,56.285714285714285,59.69444444444444
61,63.0625,55.02777777777778
62,37.23333333333333,49.885714285714286
63,29.103448275862068,62.74285714285714
64,65.96666666666667,57.51428571428571
65,17.17241379310345,64.71428571428571
66,63.36666666666667,82.42857142857143
67,37.241379310344826,77.77777777777777
68,43.92,79.02777777777777
69,49.392857142857146,66.88888888888889
70,48.66666666666666,63.02857142857143
71,47.67857142857143,63.42857142857143
72,51.96428571428572,64.68571428571428
73,53.71428571428572,55.34285714285714
74,52.71428571428572,68.0
75,53.44444444444444,69.71428571428571
76,51.92857142857143,80.11111111111111
77,53.13793103448276,41.6
78,53.241379310344826,51.08571428571429
79,51.84615384615385,63.34285714285714
80,51.60714285714285,57.65714285714286
81,51.55172413793103,62.142857142857146
82,51.06666666666667,42.0
83,51.75862068965517,50.5945945945946
84,51.71428571428572,30.47222222222222
85,49.82758620689656,71.08108108108108
86,49.689655172413794,13.428571428571429
87,51.57142857142857,75.35
88,51.44827586206897,23.194444444444443
89,51.41379310344828,47.72727272727273
90,51.793103448275865,42.97222222222222
91,51.0,62.02857142857143
92,50.785714285714285,26.36111111111111
93,50.37037037037037,45.5945945945946
94,50.14814814814815,46.333333333333336
95,50.392857142857146,12.63888888888889
96,50.21428571428572,47.138888888888886
97,50.75,49.86111111111112
98,51.07142857142857,34.75675675675676
99,50.46428571428572,55.22857142857143
100,50.41379310344828,46.65714285714286
101,49.57692307692308,51.97142857142857
102,49.25,48.65714285714286
103,49.35714285714285,50.6875
104,49.535714285714285,50.6
105,50.13793103448276,51.05714285714286
106,50.03448275862069,52.02857142857143
107,49.642857142857146,49.638888888888886
108,49.310344827586206,48.05714285714286
109,49.13793103448276,50.05714285714286
110,48.642857142857146,51.42857142857143
111,49.142857142857146,52.94285714285714
112,48.74074074074074,52.0
113,49.55172413793103,52.02857142857143
114,48.96551724137931,52.02857142857143
115,47.25,70.65714285714286
116,47.32142857142857,84.27272727272727
117,47.37931034482759,72.02857142857142
118,49.38461538461539,73.37142857142857
119,49.17857142857143,75.97142857142858
120,49.17857142857143,74.11428571428571
121,48.96428571428572,77.0
122,48.61538461538461,73.77142857142857
123,48.892857142857146,74.74285714285715
124,49.25,68.51428571428572
125,49.785714285714285,63.31428571428572
126,49.75,60.62857142857143
127,62.72,60.6764705882353
128,43.7037037037037,58.14705882352941
129,36.3,58.588235294117645
130,54.642857142857146,59.088235294117645
131,52.629629629629626,62.0
132,48.96551724137931,71.10810810810811
133,49.53333333333333,78.88888888888889
134,48.535714285714285,58.0
135,46.82142857142857,70.05555555555556
136,48.285714285714285,74.88888888888889
137,49.17857142857143,54.97674418604651
138,47.892857142857146,50.06818181818182
139,39.92857142857143,92.5
140,33.32142857142857,82.82051282051282
141,37.57142857142857,52.13513513513514
142,44.17857142857143,73.41463414634147
143,45.17857142857143,57.825
144,46.60714285714285,64.28571428571429
145,44.76923076923077,56.225
146,46.73076923076923,56.5609756097561
147,47.333333333333336,75.0952380952381
148,49.30769230769231,71.27272727272727
149,50.77777777777778,77.9047619047619
150,50.7037037037037,62.0
151,50.82142857142857,67.39473684210526
152,50.96296296296296,90.48571428571428
153,51.4,52.61764705882353
154,51.6551724137931,12.605263157894736
155,51.96428571428572,12.8
156,50.82758620689656,90.89189189189187
157,50.10714285714285,46.026315789473685
158,49.67857142857143,55.0
159,48.82142857142857,91.10810810810813
160,48.75,42.078947368421055
161,49.285714285714285,30.285714285714285
162,50.25,31.7027027027027
163,49.82142857142857,28.705882352941178
164,40.12,53.38235294117647
165,44.17857142857143,15.135135135135137
166,44.85714285714285,52.2
167,41.75862068965517,31.162790697674417
168,41.21428571428572,45.02777777777778
169,40.86206896551724,34.43589743589744
170,40.172413793103445,62.45945945945946
171,40.67857142857143,53.97619047619048
172,42.06896551724138,69.70270270270271
173,41.91666666666666,82.0
174,44.535714285714285,84.13888888888889
175,44.535714285714285,92.77142857142856
176,43.785714285714285,35.029411764705884
177,38.892857142857146,54.03125
178,37.333333333333336,54.52941176470589
179,35.107142857142854,56.142857142857146
180,33.785714285714285,44.142857142857146
181,33.035714285714285,67.64285714285714
182,32.464285714285715,67.68571428571428
183,35.666666666666664,64.28571428571429
184,37.75,65.05714285714286
185,39.5,65.59375
186,38.642857142857146,46.65714285714286
187,36.18518518518518,47.42857142857143
188,32.5,34.77777777777778
189,13.84,47.97142857142857
190,13.77777777777778,52.457142857142856
191,13.785714285714286,54.29032258064516
192,14.392857142857142,68.63888888888889
193,14.444444444444445,87.93023255813954
194,13.851851851851851,77.77777777777777
195,13.555555555555555,79.44444444444444
196,12.88888888888889,78.24444444444444
197,13.5,74.4
198,13.142857142857142,75.28888888888889
199,13.178571428571429,75.86666666666666
200,12.77777777777778,69.07142857142857
201,12.555555555555555,70.3170731707317
202,12.75,71.8
203,12.444444444444445,69.68181818181819
204,12.0,70.0909090909091
205,11.571428571428571,68.93333333333334
206,11.555555555555555,71.91111111111111
207,12.0,69.44444444444444
208,12.428571428571429,67.53333333333333
209,5.56,76.23809523809524
210,5.535714285714286,59.71428571428572
211,5.481481481481482,51.22857142857143
212,5.214285714285714,63.75
213,5.75,62.02857142857143
214,5.75,24.216216216216218
215,5.517241379310345,69.84848484848484
216,6.517241379310345,56.371428571428574
217,6.857142857142857,60.457142857142856
218,7.107142857142857,57.91428571428571
219,8.642857142857142,52.44444444444444
220,8.576923076923077,74.56410256410257
221,9.10344827586207,92.6470588235294
222,9.357142857142858,59.125
223,10.241379310344827,67.95
224,10.607142857142858,29.02857142857143
