,얼굴각도_1,얼굴각도_0
0,2.700000000000003,22.500000000000007
1,1.7999999999999972,31.1
2,0.8999999999999915,34.2
3,2.700000000000003,13.5
4,2.700000000000003,2.700000000000003
5,1.7999999999999972,2.700000000000003
6,1.7999999999999972,40.5
7,2.700000000000003,15.299999999999995
8,1.8000000000000114,32.39999999999999
9,1.8000000000000114,12.599999999999994
10,1.8000000000000114,24.8
11,2.700000000000003,1.7999999999999972
12,4.5,6.299999999999997
13,3.5999999999999943,2.6999999999999886
14,6.299999999999997,1.7999999999999972
15,1.7999999999999972,4.5
16,1.7999999999999972,9.5
17,1.7999999999999972,9.5
18,1.7999999999999972,6.799999999999997
19,2.700000000000003,17.599999999999994
20,5.400000000000006,18.5
21,7.200000000000003,17.099999999999994
22,3.5999999999999943,11.699999999999989
23,9.899999999999991,2.700000000000003
24,12.600000000000009,1.7999999999999972
25,11.700000000000005,2.700000000000003
26,1.8000000000000114,1.7999999999999972
27,5.399999999999992,29.700000000000003
28,4.5,32.9
29,4.5,29.700000000000003
30,8.099999999999994,13.5
31,4.5,27.9
32,12.599999999999994,20.700000000000003
33,13.099999999999994,30.200000000000003
34,4.5,30.200000000000003
35,18.0,34.7
36,10.400000000000006,21.599999999999994
37,16.700000000000003,18.0
38,6.799999999999997,5.400000000000006
39,5.0,1.8000000000000114
40,13.499999999999991,2.700000000000003
41,16.700000000000003,2.700000000000003
42,14.0,1.8000000000000114
43,3.200000000000003,1.8000000000000114
44,19.8,1.8000000000000114
45,12.200000000000005,1.8000000000000114
46,11.699999999999989,1.7999999999999972
47,21.200000000000003,1.7999999999999972
48,9.0,1.7999999999999972
49,16.200000000000003,2.700000000000003
50,5.400000000000006,0.9000000000000057
51,4.5,1.7999999999999972
52,1.8000000000000114,0.9000000000000057
53,5.400000000000006,1.7999999999999972
54,4.5,1.7999999999999972
55,5.400000000000006,1.7999999999999972
56,1.7999999999999972,19.40000000000001
57,3.6000000000000085,9.899999999999991
58,8.599999999999994,10.800000000000011
59,3.5999999999999943,17.599999999999994
60,0.9000000000000057,23.0
61,3.5999999999999943,4.5
62,1.7999999999999972,5.0
63,3.5999999999999943,25.200000000000003
64,2.700000000000003,13.5
65,2.700000000000003,21.599999999999994
66,3.6000000000000085,14.0
67,1.7999999999999972,11.299999999999995
68,1.7999999999999972,12.599999999999994
69,2.700000000000003,7.700000000000003
70,2.700000000000003,20.3
71,3.6000000000000085,5.0
72,1.7999999999999972,5.900000000000006
73,1.8000000000000114,20.3
74,1.8000000000000114,12.6
75,1.8000000000000114,18.89999999999999
76,0.9000000000000057,4.099999999999994
77,2.700000000000003,16.200000000000003
78,0.9000000000000057,14.0
79,1.7999999999999972,14.0
80,0.9000000000000057,15.799999999999995
81,1.7999999999999972,29.3
82,0.9000000000000057,20.3
83,2.700000000000003,29.7
84,1.7999999999999972,21.599999999999994
85,2.6999999999999886,21.200000000000003
86,0.9000000000000057,10.799999999999995
87,0.8999999999999915,8.599999999999994
88,1.7999999999999972,14.900000000000006
89,0.8999999999999915,15.799999999999995
90,2.700000000000003,32.0
91,9.0,32.0
92,5.399999999999992,15.300000000000004
93,4.5,14.0
94,2.700000000000003,18.5
95,4.5,10.799999999999995
96,2.700000000000003,5.400000000000006
97,2.700000000000003,8.099999999999994
98,3.5999999999999943,2.700000000000003
99,1.7999999999999972,2.700000000000003
100,2.700000000000003,1.8000000000000114
101,1.7999999999999972,1.7999999999999972
102,1.7999999999999972,14.399999999999991
103,0.8999999999999915,13.5
104,0.9000000000000057,3.6000000000000085
105,0.9000000000000057,2.700000000000003
106,0.9000000000000057,1.7999999999999972
107,1.8000000000000114,4.5
108,2.700000000000003,8.099999999999994
109,4.5,3.6000000000000085
110,5.900000000000006,39.2
111,4.099999999999994,19.8
112,2.700000000000003,2.6999999999999886
113,6.299999999999997,11.700000000000005
114,3.5999999999999943,5.399999999999999
115,1.8000000000000114,3.6000000000000014
116,2.700000000000003,4.499999999999993
117,4.5,10.799999999999995
118,18.0,15.299999999999995
119,10.800000000000004,12.6
120,11.700000000000005,3.6000000000000014
121,13.5,2.699999999999996
122,6.299999999999997,0.8999999999999986
123,3.6000000000000085,4.5
124,3.6000000000000085,1.7999999999999972
125,5.400000000000006,3.6000000000000085
126,4.5,28.8
127,0.9000000000000057,40.49999999999999
128,2.700000000000003,11.699999999999996
129,1.7999999999999972,6.299999999999997
130,3.6000000000000085,27.5
131,0.8999999999999915,36.9
132,4.5,8.100000000000001
133,2.700000000000003,2.700000000000003
134,3.5999999999999943,2.699999999999996
135,1.7999999999999972,2.700000000000003
136,2.6999999999999886,3.6000000000000014
137,1.7999999999999972,3.6000000000000014
138,4.5,6.299999999999997
139,1.7999999999999972,3.6000000000000014
140,2.700000000000003,6.799999999999997
141,3.5999999999999943,14.900000000000006
142,2.700000000000003,27.89999999999999
143,3.5999999999999943,18.0
144,8.100000000000001,26.1
145,3.6000000000000014,30.200000000000003
146,5.400000000000006,19.40000000000001
147,8.100000000000001,12.200000000000005
148,3.6000000000000014,25.700000000000003
149,4.5,21.60000000000001
150,2.699999999999996,13.099999999999994
151,2.700000000000003,10.400000000000006
152,6.300000000000011,18.5
153,4.5,5.0
154,1.7999999999999972,14.0
155,2.700000000000003,9.0
156,5.400000000000006,4.5
157,2.6999999999999886,34.7
158,3.5999999999999943,10.400000000000006
159,1.7999999999999972,20.3
160,2.700000000000003,20.3
161,2.700000000000003,17.599999999999994
162,1.7999999999999972,16.700000000000003
163,2.700000000000003,18.90000000000001
164,2.6999999999999886,28.4
